N	3gram	Bakhtin_Pr_2	SlovoVZh
1	по отношению к	8	11
2	не может быть	6	7
3	можно сказать что	2	5
4	дело в том	1	4
5	в том что	4	4
6	и не может	2	3
7	тем не менее	1	3
8	этой точки зрения	2	3
9	до сих пор	2	3
10	зависит от того	1	2
11	имеем в виду	2	2
12	на самом деле	1	2
13	с другой стороны	1	2
14	согласие или несогласие	1	2
15	с точки зрения	9	2
16	художественного произведения и	1	2
17	в зависимости от	3	2
18	но тем не	1	2
19	конечно не может	1	2
20	мы можем сказать	2	2
21	в данном случае	1	2
22	в жизни и	1	2
23	тех или иных	1	1
24	но прежде всего	1	1
25	все то в	1	1
26	но все же	2	1
27	для него не	1	1
28	его структурой и	1	1
29	точки зрения это	1	1
30	и в этом	6	1
31	сливается с ним	1	1
32	развитие этой точки	1	1
33	как и слово	2	1
34	и потому не	1	1
35	только в нем	2	1
36	прежде всего именно	1	1
37	не должна быть	1	1
38	то время как	1	1
39	более или менее	1	1
40	друг к другу	3	1
41	будучи выделены из	1	1
42	в своей ценности	1	1
43	в самом деле	3	1
44	здесь же мы	1	1
45	друг о друге	2	1
46	в этом смысле	5	1
47	те идеологические оценки	1	1
48	нам кажется что	1	1
49	самом деле в	1	1
50	по себе не	1	1
51	же как и	2	1
52	и для него	1	1
53	герой нашего времени	1	1
54	в нем и	1	1
55	в то время	1	1
56	от того кто	1	1
57	к нему как	2	1
58	друге не знают	1	1
59	наиболее яркое и	1	1
60	сами по себе	1	1
61	таким образом мы	1	1
62	нужно подчеркнуть что	1	1
63	они не входят	1	1
64	сказать что и	1	1
65	же время не	1	1
66	и др и	1	1
67	возможна только на	1	1
68	и независимо от	1	1
69	здесь мы должны	1	1
70	отношению к герою	3	1
71	о том что	3	1
72	ничего общего с	1	1
73	в этом отношении	2	1
74	выражение в самом	1	1
75	в творчестве достоевского	1	1
76	с самого начала	1	1
77	то что я	1	1
78	может находиться в	1	1
79	можно было бы	1	1
80	всей жизни в	1	1
81	отношению к ним	1	1
82	ничего друг о	1	1
83	то же время	3	1
84	подобно тому как	2	1
85	не может стать	1	1
86	в русской литературе	2	1
87	о друге не	1	1
88	раз подчеркнуть что	1	1
89	важна здесь не	1	1
90	мы имеем в	2	1
91	в лучшем случае	1	1
92	может быть только	2	1
93	по крайней мере	2	1
94	здесь вовсе не	1	1
95	в то же	3	1
96	в нем но	1	1
97	идеологические оценки которые	1	1
98	нему как к	1	1
99	этом смысле она	1	1
100	все зависит от	1	1
101	записок из подполья	1	1
102	в одном голосе	1	1
103	еще раз подчеркнуть	2	1
104	в том и	1	1
105	сама по себе	5	1
106	и самое слово	1	1
107	к нему в	1	1
108	в неразрывное единство	1	1
109	том что все	1	1
110	так же как	3	1
111	не совпадает с	1	1
112	все эти три	1	1
113	она не может	2	1
114	далеко не всегда	1	1
115	позицию по отношению	1	1
116	к тому же	1	1
117	но в то	3	1
118	автора по отношению	2	1
119	того кто является	1	1
120	и слово в	1	1
121	в высшей степени	1	1
