N	3gram	Voloshinov_1	formyVre
1	с точки зрения	6	8
2	в связи с	1	7
3	для того чтобы	1	7
4	друг с другом	1	4
5	имеем в виду	1	3
6	и в этом	2	3
7	и прежде всего	1	3
8	в большинстве случаев	3	3
9	в том что	1	3
10	то же самое	1	2
11	на первый план	1	2
12	до сих пор	3	2
13	он не был	1	2
14	друг на друга	2	2
15	и та же	1	2
16	все же в	1	2
17	одна и та	1	2
18	очень важный момент	1	2
19	в этом отношении	1	2
20	связи с этим	1	2
21	мы имеем в	1	2
22	и того же	1	1
23	весь остальной мир	1	1
24	и пр и	3	1
25	и связанных с	1	1
26	и говорить о	1	1
27	сих пор еще	1	1
28	в чем не	3	1
29	еще совершенно не	1	1
30	и связанные с	1	1
31	на самом деле	4	1
32	есть прежде всего	1	1
33	мы можем коснуться	1	1
34	в основе их	1	1
35	и др и	1	1
36	по аналогии с	2	1
37	рано или поздно	1	1
38	со всех сторон	1	1
39	с этой точки	1	1
40	зрения может быть	1	1
41	вместе с тем	1	1
42	только для того	1	1
43	те же что	1	1
44	стадии разложения и	1	1
45	так как он	1	1
46	же что и	1	1
47	из того же	1	1
48	в данном случае	1	1
49	в стадии разложения	1	1
50	для него существует	1	1
51	таким образом и	1	1
52	с одной стороны	1	1
53	на первый взгляд	1	1
54	в себя и	1	1
55	по сравнению с	3	1
56	него существует только	1	1
57	не может быть	3	1
58	прежде всего к	1	1
59	этой точки зрения	1	1
60	ни в чем	3	1
61	можем коснуться лишь	1	1
62	в них и	1	1
63	о том что	2	1
64	с самого начала	4	1
65	можно сказать что	3	1
66	одного и того	1	1
67	лежит на границе	1	1
68	а вместе с	1	1
69	точки зрения может	1	1
70	пр и пр	2	1
71	нечего и говорить	2	1
72	и только для	2	1
73	сущность этого метода	1	1
74	той или иной	1	1
