N	2gram	Tiupa_Hudo_1	Myslijsy
1	потому что	5	46
2	в слове	1	32
3	в том	12	32
4	и в	14	30
5	может быть	5	28
6	то же	9	23
7	т с	4	22
8	не только	12	21
9	только в	5	21
10	для нас	1	20
11	но и	5	19
12	того что	4	18
13	том что	16	18
14	то что	8	18
15	что в	6	17
16	в себе	11	16
17	по себе	2	16
18	и не	2	15
19	не в	7	15
20	а не	12	15
21	так как	1	13
22	если бы	3	12
23	а в	7	12
24	так и	13	11
25	что оно	1	11
26	как в	8	10
27	в этом	11	10
28	как и	9	10
29	в то	8	10
30	и что	2	10
31	мы не	2	9
32	из этих	1	9
33	в нем	3	9
34	было бы	6	9
35	между тем	8	9
36	для него	10	9
37	и то	1	8
38	в ней	4	8
39	в самом	4	8
40	что не	2	8
41	что мы	1	8
42	только что	4	8
43	с одной	1	7
44	но не	3	7
45	с тем	1	7
46	и без	1	7
47	тем самым	1	7
48	тем что	3	7
49	как мы	3	7
50	так что	2	7
51	слова в	2	7
52	вовсе не	1	7
53	с другой	1	7
54	к тому	7	7
55	например в	2	6
56	же что	1	6
57	с этим	3	6
58	между собою	1	6
59	с ним	4	6
60	не имеет	2	6
61	там же	2	6
62	что он	9	6
63	уже не	7	6
64	то и	3	6
65	из них	4	6
66	и слово	1	6
67	не может	7	6
68	но это	1	6
69	человека и	1	5
70	и т	11	5
71	слово не	2	5
72	еще не	7	5
73	по отношению	8	5
74	в своем	4	5
75	и как	1	5
76	не следует	2	5
77	к одному	1	5
78	заключает в	2	5
79	и тем	1	5
80	что я	2	5
81	же время	8	5
82	не могут	1	5
83	не менее	5	5
84	уже в	1	5
85	одно из	1	5
86	отношению к	8	5
87	должно быть	2	5
88	сказать что	1	5
89	в действительности	4	5
90	говоря о	2	4
91	в каждой	1	4
92	столь же	4	4
93	не все	1	4
94	относится к	1	4
95	что именно	1	4
96	не было	4	4
97	бы не	1	4
98	он не	4	4
99	и по	3	4
100	и наоборот	1	4
101	себе а	1	4
102	есть нечто	1	4
103	и его	5	4
104	на это	1	4
105	и это	4	4
106	в его	8	4
107	один из	4	4
108	а и	2	4
109	все равно	2	4
110	далеко не	1	4
111	себя и	2	4
112	что для	1	4
113	быть только	1	4
114	для человека	1	4
115	и потому	2	4
116	со словом	1	4
117	все это	2	4
118	в смысле	1	4
119	и от	4	4
120	тем более	1	4
121	мы должны	1	4
122	все что	1	4
123	я и	2	3
124	только потому	2	3
125	в первом	1	3
126	говорить о	3	3
127	с но	1	3
128	и на	3	3
129	в чем	1	3
130	а только	4	3
131	ответ на	1	3
132	дает нам	1	3
133	более или	1	3
134	в целом	2	3
135	имеет для	1	3
136	что она	4	3
137	при этом	12	3
138	т д	3	3
139	в силу	1	3
140	мысли как	1	3
141	что все	1	3
142	его в	3	3
143	этого не	1	3
144	или менее	1	3
145	как бы	7	3
146	представить себе	1	3
147	место в	1	3
148	что при	3	3
149	тем не	4	3
150	тому что	4	3
151	существует для	1	3
152	на него	2	3
153	с и	2	3
154	того чтобы	3	3
155	заметить что	2	3
156	могут быть	1	3
157	для себя	3	3
158	свою очередь	1	3
159	в произведении	1	3
160	в образе	1	3
161	из двух	1	3
162	том как	3	3
163	быть может	7	3
164	со стороны	3	3
165	жизни не	1	3
166	время в	1	3
167	никак не	2	3
168	можно сказать	4	3
169	вслед за	1	3
170	же и	1	3
171	есть в	1	3
172	только на	2	3
173	в начале	2	3
174	за ним	2	3
175	к содержанию	1	3
176	прежде всего	11	3
177	друг друга	5	3
178	до сих	2	3
179	именно в	7	3
180	одной стороны	1	3
181	человеческой жизни	4	3
182	только от	1	3
183	там где	1	3
184	его я	2	3
185	в человеке	2	3
186	в ряду	1	3
187	том смысле	1	3
188	сих пор	2	3
189	не знаем	2	3
190	и все	4	3
191	не я	1	3
192	в свою	1	3
193	не знает	2	3
194	в последнем	1	3
195	в которой	1	3
196	как слово	1	3
197	в таком	3	3
198	а между	1	2
199	таком случае	1	2
200	самом деле	5	2
201	к сказанному	1	2
202	это и	1	2
203	нам кажется	1	2
204	и до	1	2
205	в их	2	2
206	мы уже	4	2
207	той же	2	2
208	впрочем и	2	2
209	что уже	1	2
