N	2gram	Potebnia_M_4	Problemy
1	и в	23	46
2	то есть	34	40
3	и не	18	27
4	может быть	26	23
5	не может	11	19
6	как бы	5	19
7	в нем	7	17
8	в этом	23	16
9	не только	10	14
10	слова в	3	13
11	перед нами	1	12
12	как мы	2	12
13	но и	11	12
14	как и	14	12
15	и на	3	11
16	точки зрения	4	11
17	в одном	4	11
18	а не	12	11
19	в пределах	1	10
20	не в	11	10
21	между ними	4	10
22	и к	6	9
23	в самом	3	9
24	с точки	3	9
25	слово не	1	9
26	и все	4	9
27	в его	5	9
28	в том	23	9
29	в большинстве	2	9
30	вовсе не	7	9
31	прежде всего	1	9
32	до сих	4	8
33	конечно не	2	8
34	большинстве случаев	2	8
35	сих пор	4	8
36	или в	1	8
37	в сущности	2	7
38	еще не	3	7
39	в себе	14	7
40	и с	4	7
41	слово и	3	7
42	слова с	3	7
43	по себе	11	7
44	слова и	5	7
45	то же	14	6
46	никогда не	3	6
47	хотя и	5	6
48	но в	8	6
49	слово в	4	6
50	к одному	3	6
51	в каждом	3	6
52	что я	11	6
53	но это	3	6
54	и его	2	6
55	на предмет	1	6
56	о нем	1	6
57	что он	4	6
58	только в	15	6
59	есть в	5	6
60	друг друга	2	6
61	все это	5	6
62	к другому	1	5
63	в котором	4	5
64	во всех	1	5
65	по отношению	10	5
66	за пределы	1	5
67	нам кажется	2	5
68	так сказать	5	5
69	при этом	15	5
70	это не	7	5
71	рядом с	1	5
72	в то	4	5
73	в самой	2	5
74	это слово	4	5
75	если же	4	5
76	и сам	1	5
77	о том	8	5
78	же время	3	5
79	к нему	5	5
80	слово с	6	5
81	если мы	2	5
82	так как	14	5
83	у него	1	5
84	отношению к	8	5
85	жизни и	1	5
86	например в	3	4
87	самом деле	3	4
88	в их	1	4
89	мы не	8	4
90	но не	1	4
91	как в	7	4
92	словом в	1	4
93	все же	1	4
94	кроме того	3	4
95	все эти	3	4
96	он не	2	4
97	таким образом	24	4
98	том что	12	4
99	в этих	3	4
100	своего рода	1	4
101	том же	2	4
102	слово как	1	4
103	в процессе	3	4
104	этих двух	1	4
105	во всем	1	4
106	потому что	33	4
107	слова но	1	4
108	в себя	1	4
109	так и	6	4
110	в словах	1	4
111	по мере	7	4
112	в виду	3	4
113	и здесь	2	4
114	и других	3	4
115	можно сказать	4	4
116	слово может	1	4
117	уже не	3	4
118	уже в	5	4
119	к ним	2	4
120	мы можем	10	4
121	превращается в	2	4
122	да и	4	4
123	жизни слова	1	4
124	должно быть	5	4
125	и нет	1	4
126	а что	2	4
127	то что	29	4
128	не знает	1	4
129	что в	17	4
130	том числе	1	4
131	себя как	1	3
132	одним из	1	3
133	человека и	3	3
134	сам по	4	3
135	и это	2	3
136	в приведенном	1	3
137	тем же	1	3
138	и до	3	3
139	мы уже	3	3
140	той же	3	3
141	мы имеем	4	3
142	словами в	2	3
143	и о	4	3
144	мы и	2	3
145	то это	8	3
146	самим собою	1	3
147	отношение к	2	3
148	отличие от	1	3
149	значение для	1	3
150	в той	4	3
151	в своем	8	3
152	из этих	2	3
153	в этой	1	3
154	имеем в	1	3
155	на то	7	3
156	их в	3	3
157	на этом	1	3
158	в мире	2	3
159	было бы	8	3
160	далеко не	1	3
161	в слове	22	3
162	но если	1	3
163	и при	2	3
164	и их	3	3
165	в своей	1	3
166	не как	2	3
167	образом и	1	3
168	но он	1	3
169	в отношении	1	3
170	она не	2	3
171	дело в	1	3
172	на два	1	3
173	слова как	1	3
174	у меня	1	3
175	не могут	2	3
176	числе и	1	3
177	но при	1	3
178	если бы	13	3
179	слово то	1	3
180	и что	7	3
181	в различных	2	3
182	и во	1	3
183	и только	3	3
184	словом и	1	3
185	между этими	1	3
186	только на	4	3
187	в единстве	1	3
188	что и	7	3
189	бытия и	1	3
190	тем что	10	3
191	одном слове	1	3
192	жизнь слова	1	3
193	и даже	2	3
194	с другой	2	3
195	в такие	1	3
196	слова то	4	3
197	так же	4	3
198	к своему	1	3
199	что же	5	3
200	но для	1	3
201	и для	2	3
202	в речи	3	3
203	бы в	2	3
204	еще более	2	3
205	другой стороны	1	3
206	того же	1	3
207	и идеи	1	3
208	уже после	1	3
209	а между	4	2
210	ту же	3	2
211	словом как	1	2
212	и через	1	2
213	от предшествующих	1	2
214	а как	2	2
215	вопрос о	2	2
216	не была	1	2
217	себе что	1	2
218	и говорить	2	2
219	меньшей степени	1	2
220	не нужно	2	2
221	он сам	1	2
222	но конечно	1	2
223	а следовательно	1	2
224	к слову	3	2
225	нужно быть	1	2
226	ведь мы	1	2
227	нет и	1	2
228	с этим	7	2
229	как нам	1	2
