N	2gram	Voloshinov_1	Myshleni
1	с помощью	2	42
2	и в	16	25
3	в развитии	2	24
4	в том	3	23
5	на основе	2	22
6	том что	3	20
7	у ребенка	1	19
8	таким образом	9	17
9	ребенка и	3	17
10	так же	2	17
11	мышления в	1	17
12	что в	3	17
13	с тем	1	16
14	в основе	3	16
15	как и	2	15
16	в его	4	15
17	то что	3	15
18	в этом	9	14
19	вместе с	3	14
20	между собой	2	13
21	может быть	17	13
22	так как	4	12
23	в качестве	1	12
24	по своему	2	11
25	что они	1	10
26	и что	1	10
27	что и	2	10
28	было бы	2	10
29	для ребенка	1	10
30	только в	4	10
31	как бы	5	10
32	и не	4	10
33	мы не	2	9
34	связи с	1	9
35	ни в	5	9
36	как мы	4	8
37	того чтобы	1	8
38	столь же	1	7
39	все эти	5	7
40	в области	3	7
41	уже в	1	7
42	мы можем	9	7
43	для того	1	7
44	что мы	2	7
45	как это	3	7
46	же как	2	6
47	того же	2	6
48	высшей степени	1	6
49	зависимости от	1	6
50	и на	4	6
51	но не	1	6
52	от этого	1	6
53	не только	7	6
54	в высшей	1	6
55	не может	8	6
56	точки зрения	8	6
57	не менее	2	6
58	самого начала	4	6
59	с самого	4	6
60	можно было	1	6
61	один из	2	6
62	что он	2	6
63	со всеми	2	6
64	с другой	1	6
65	в связи	1	6
66	в основном	3	6
67	все это	4	6
68	все же	1	6
69	мы должны	1	6
70	человека и	1	5
71	мы уже	2	5
72	ступени развития	1	5
73	с ее	4	5
74	и как	3	5
75	и к	6	5
76	что это	2	5
77	что она	1	5
78	при этом	6	5
79	и по	2	5
80	на этой	3	5
81	этой ступени	2	5
82	но это	2	5
83	с другом	1	5
84	могут быть	3	5
85	и т.д	1	5
86	о том	2	5
87	так и	4	5
88	если бы	1	5
89	в этой	4	5
90	входит в	1	5
91	с одной	1	5
92	для него	6	5
93	одной стороны	1	5
94	друг с	1	5
95	мы имеем	1	4
96	еще не	5	4
97	отнюдь не	4	4
98	ни один	1	4
99	из этих	2	4
100	предметов и	1	4
101	он не	2	4
102	как с	2	4
103	от нее	1	4
104	той же	1	4
105	и того	1	4
106	одного и	1	4
107	мы говорили	1	4
108	тогда когда	1	4
109	и снова	1	4
110	никогда не	2	4
111	то и	1	4
112	не могут	2	4
113	к тому	1	4
114	что оно	2	4
115	и это	6	4
116	приводит к	1	4
117	мог бы	1	4
118	по сравнению	3	4
119	с ним	2	4
120	в детском	1	4
121	всяком случае	3	4
122	его состав	1	4
123	основе их	1	4
124	мы знаем	3	4
125	от того	1	4
126	но и	4	4
127	прежде всего	9	4
128	нет никаких	2	4
129	с этим	2	4
130	в смысле	1	4
131	и все	4	4
132	а в	3	4
133	сказать что	7	4
134	мы увидим	1	4
135	в частности	2	4
136	во всяком	3	4
137	как известно	1	3
138	ассоциативных связей	1	3
139	но как	2	3
140	комплекс как	1	3
141	когда он	1	3
142	его к	1	3
143	в самом	2	3
144	что эти	1	3
145	как он	1	3
146	и сам	1	3
147	на этом	3	3
148	его в	4	3
149	в жизни	2	3
150	значение как	1	3
151	понятия и	2	3
152	деятельности не	1	3
153	которые в	1	3
154	их в	3	3
155	во всем	1	3
156	для марксизма	1	3
157	отличается от	1	3
158	не есть	2	3
159	ничего общего	1	3
160	своего развития	1	3
161	в себя	1	3
162	в него	5	3
163	мы видим	2	3
164	с ними	4	3
165	дело с	1	3
166	путь к	2	3
167	не можем	2	3
168	если мы	2	3
169	и их	4	3
170	этом отношении	1	3
171	или иной	1	3
172	а с	1	3
173	связь с	1	3
174	сравнению с	3	3
175	ребенком и	1	3
176	с этой	2	3
177	этого метода	1	3
178	между ними	3	3
179	с ней	1	3
180	в свою	1	3
181	к этому	2	3
182	в следующем	1	2
183	и то	1	2
184	едва ли	3	2
185	то же	2	2
186	и могут	1	2
187	совершенно так	1	2
188	мы и	1	2
189	первый план	1	2
190	в чем	5	2
191	с его	7	2
192	вступают в	1	2
193	все остальные	2	2
194	хотя и	1	2
195	что по	1	2
196	с нею	2	2
197	говорили что	1	2
198	с их	3	2
199	полового созревания	1	2
200	на его	1	2
201	связанные с	2	2
202	момента в	2	2
203	в нем	4	2
204	главным образом	1	2
205	в мире	1	2
206	конечно в	1	2
207	с другими	3	2
208	речи для	1	2
209	поздно в	1	2
210	в них	2	2
