N	2gram	Losev_Prob_3	Poddanst
1	не только	14	17
2	и в	44	14
3	и не	35	12
4	в этом	17	10
5	в отношении	2	10
6	в качестве	3	9
7	но в	12	9
8	то же	13	9
9	в том	21	9
10	в пределах	1	8
11	хотя бы	3	8
12	только в	19	7
13	в то	9	7
14	в ней	5	6
15	было бы	8	6
16	но и	10	6
17	быть может	1	6
18	в которых	3	5
19	с другой	7	5
20	может быть	28	5
21	не в	13	5
22	и о	5	5
23	а н	1	5
24	если бы	3	4
25	а также	4	4
26	в своем	5	4
27	и к	6	4
28	как бы	9	4
29	и если	6	4
30	но также	2	4
31	том что	12	4
32	не может	7	4
33	и потому	7	4
34	в котором	2	4
35	по себе	25	4
36	в гораздо	1	4
37	что в	8	4
38	мы должны	7	4
39	же в	3	4
40	а в	5	4
41	то что	23	4
42	и т	13	3
43	мы не	7	3
44	в порядке	3	3
45	это не	9	3
46	хотя и	5	3
47	и как	3	3
48	с одной	2	3
49	в себе	8	3
50	в нем	9	3
51	сами по	6	3
52	для того	1	3
53	заключается в	4	3
54	прежде всего	3	3
55	одной стороны	1	3
56	с тем	5	3
57	что мы	8	3
58	и без	4	3
59	с точки	2	3
60	но не	3	3
61	могут быть	2	3
62	тем самым	5	3
63	потому что	25	3
64	точки зрения	5	3
65	в сравнении	2	3
66	сравнении с	2	3
67	и это	9	2
68	отношения к	3	2
69	например в	1	2
70	в ее	4	2
71	и есть	5	2
72	есть не	5	2
73	начала и	1	2
74	по сравнению	2	2
75	является в	2	2
76	есть нечто	8	2
77	которое в	1	2
78	но к	1	2
79	никак не	9	2
80	не нужно	1	2
81	во всех	2	2
82	говорить о	3	2
83	во всей	3	2
84	отнюдь не	10	2
85	русской революции	1	2
86	с этим	2	2
87	и пусть	1	2
88	того что	8	2
89	и весьма	1	2
90	бы ни	1	2
91	и и	1	2
92	есть в	3	2
93	и резко	1	2
94	в начале	2	2
95	и других	1	2
96	в его	9	2
97	из них	2	2
98	в виде	6	2
99	не к	1	2
100	как раз	8	2
101	и с	9	2
102	именно в	2	2
103	здесь нужно	1	2
104	и тем	9	2
105	в жизни	1	2
106	для них	2	2
107	в них	1	2
