N	2gram	Berdyaev_M_1	Hudozhes
1	и в	28	28
2	том что	3	19
3	в ее	3	18
4	и не	11	18
5	в том	6	15
6	а не	25	14
7	в этом	20	13
8	не в	16	13
9	о том	2	12
10	не только	29	11
11	как и	5	11
12	в его	9	11
13	у нее	1	10
14	уже не	4	10
15	в себе	7	9
16	но и	25	9
17	так и	1	8
18	между тем	1	8
19	что он	10	8
20	себя в	3	8
21	в жизни	3	8
22	в душе	1	8
23	может быть	30	8
24	о чем	2	8
25	я не	1	7
26	по отношению	2	7
27	что она	1	7
28	в мире	10	7
29	об этом	1	7
30	к тому	3	7
31	в частности	1	7
32	и все	10	7
33	с ним	2	7
34	жизни в	2	7
35	отношению к	2	7
36	я и	1	6
37	в котором	8	6
38	не было	18	6
39	и с	3	6
40	в своей	15	6
41	в то	2	6
42	тем что	4	6
43	казалось бы	1	6
44	если бы	2	6
45	это не	5	6
46	человеческой жизни	2	6
47	а в	4	6
48	то что	5	6
49	жизни и	2	6
50	жизни как	1	5
51	с его	3	5
52	в этой	6	5
53	как в	2	5
54	в самом	11	5
55	рядом с	1	5
56	в своем	10	5
57	не менее	1	5
58	у него	17	5
59	никогда не	14	5
60	ничего не	3	5
61	и его	9	5
62	она не	4	5
63	и сам	1	5
64	одно из	3	5
65	для него	11	5
66	наряду с	1	5
67	как бы	2	5
68	да и	1	5
69	что в	10	5
70	и т	1	4
71	но не	8	4
72	своей жизни	1	4
73	человека в	13	4
74	он не	24	4
75	и сама	2	4
76	как будто	2	4
77	и о	1	4
78	того чтобы	2	4
79	человеческой индивидуальности	2	4
80	что они	1	4
81	только в	6	4
82	что и	4	4
83	для того	2	4
84	говорит о	1	4
85	то и	1	4
86	не может	28	4
87	бы и	3	4
88	чтобы не	2	3
89	человека и	14	3
90	и он	12	3
91	в ней	15	3
92	еще не	1	3
93	и на	6	3
94	всякий раз	1	3
95	для других	1	3
96	не все	2	3
97	бы не	2	3
98	как он	2	3
99	в нем	13	3
100	можно было	1	3
101	мы уже	1	3
102	было бы	10	3
103	в это	1	3
104	в них	4	3
105	все было	1	3
106	в этих	4	3
107	личности в	2	3
108	к себе	1	3
109	в человеке	8	3
110	и это	12	3
111	не могу	1	3
112	все его	3	3
113	к нему	7	3
114	одной из	1	3
115	и ее	1	3
116	для нас	3	3
117	с нею	1	3
118	в одном	1	3
119	ему казалось	1	3
120	все время	1	3
121	прежде всего	10	3
122	человек в	9	3
123	у всех	2	3
124	так же	1	3
125	в состоянии	1	3
126	все это	6	3
127	будто бы	3	3
128	о себе	3	3
129	есть и	3	3
130	и состоит	1	3
131	самом деле	1	3
132	все что	2	3
133	к людям	1	2
134	и то	1	2
135	а как	2	2
136	он знает	2	2
137	не во	1	2
138	который был	2	2
139	о боге	6	2
140	он сам	6	2
141	тем как	1	2
142	не знала	1	2
143	если в	1	2
144	ответ на	1	2
145	отношение к	4	2
146	более чем	1	2
147	все же	2	2
148	и к	2	2
149	но в	7	2
150	со своей	1	2
151	та же	1	2
152	жизни так	1	2
153	мысли и	2	2
154	не как	4	2
155	на этом	3	2
156	прежде чем	2	2
157	оно не	1	2
158	ее жизни	1	2
159	же не	1	2
160	лишь в	6	2
161	его в	3	2
162	это было	1	2
163	который и	2	2
164	личности не	1	2
165	же я	1	2
166	место в	2	2
167	от своего	1	2
168	она в	1	2
169	знает и	1	2
170	не столько	1	2
171	что я	1	2
172	нельзя было	1	2
173	сам он	1	2
174	жизни то	1	2
175	такова что	1	2
176	до вечера	1	2
177	к ней	4	2
178	ему в	1	2
179	в основе	2	2
180	бытия как	1	2
181	мысли о	2	2
182	приходит к	1	2
183	людей в	1	2
184	и подлинное	1	2
185	она может	2	2
186	приводит к	2	2
187	роль в	1	2
188	с собой	3	2
189	с самим	2	2
190	до сих	2	2
191	о нем	2	2
192	жизни не	1	2
193	с того	2	2
194	любви к	7	2
195	и только	1	2
196	один из	4	2
197	о двух	1	2
198	ли он	1	2
199	он уже	6	2
200	мы читаем	1	2
201	с какой	1	2
202	же и	1	2
