N	3gram	Tiupa_Hudo_2	Komedia
1	в том что	11	9
2	и т п	2	5
3	в то время	1	5
4	с другой стороны	1	5
5	к тому же	2	5
6	то время как	1	4
7	в одном из	1	4
8	то же время	4	4
9	в то же	4	4
10	и т д	2	4
11	по отношению к	7	3
12	в этом отношении	1	3
13	после того как	1	3
14	тому же в	1	3
15	с одной стороны	3	3
16	едва ли не	1	3
17	о том что	7	3
18	не в состоянии	1	2
19	то же самое	2	2
20	при этом что	1	2
21	до сих пор	2	2
22	как и в	3	2
23	бы то ни	1	2
24	внешней и внутренней	1	2
25	именно потому что	1	2
26	можно судить по	1	2
27	том что в	3	1
28	состоит в том	2	1
29	подобно тому как	4	1
30	мы ничего не	1	1
31	в том числе	1	1
32	в ответ на	1	1
33	в соответствии с	3	1
34	с собой на	1	1
35	а между тем	3	1
36	же как и	1	1
37	может быть объяснена	1	1
38	да и в	1	1
39	как будто бы	2	1
40	можно было бы	2	1
41	между тем не	1	1
42	раз в жизни	1	1
43	внешнее и внутреннее	1	1
44	что одна из	1	1
45	в значительной степени	1	1
46	в это время	1	1
47	в самом начале	1	1
48	так же как	2	1
49	в данном случае	2	1
50	не только в	2	1
51	но при этом	3	1
52	так или иначе	1	1
53	в течение всей	1	1
54	за собой и	1	1
55	и в том	1	1
56	что он не	1	1
57	и в тексте	1	1
58	с самого начала	1	1
59	что хотел сказать	1	1
60	принадлежит к числу	1	1
61	друг от друга	1	1
62	к тому что	4	1
63	тем не менее	3	1
64	не вызывает сомнений	1	1
65	для того чтобы	3	1
66	в самую суть	1	1
67	такова в частности	1	1
68	в разговоре с	1	1
