N	2gram	Medvedev_F_1	Psycholo
1	в том	6	37
2	и в	24	32
3	и что	2	22
4	том что	1	21
5	потому что	1	21
6	таким образом	13	21
7	в искусстве	5	21
8	то что	8	21
9	что в	4	20
10	может быть	14	18
11	так же	4	18
12	точки зрения	16	17
13	что и	2	17
14	не может	16	17
15	самом деле	6	16
16	того чтобы	1	14
17	то же	10	13
18	в этом	15	13
19	при этом	5	13
20	что он	3	13
21	в самом	5	12
22	заключается в	1	12
23	не только	7	12
24	по себе	5	12
25	если мы	2	12
26	так как	1	12
27	художественной формы	2	12
28	на то	1	11
29	было бы	6	11
30	с тем	2	11
31	в основе	3	11
32	и т	12	10
33	когда он	3	10
34	с точки	13	10
35	но и	7	10
36	как и	11	10
37	и не	20	10
38	как в	8	9
39	никогда не	4	9
40	что при	1	9
41	искусства и	5	9
42	в своих	2	9
43	той же	1	8
44	не в	8	8
45	не менее	11	8
46	т п	4	8
47	того что	5	8
48	что они	1	7
49	и как	3	7
50	все эти	6	7
51	ясно что	3	7
52	такой же	1	7
53	и его	10	7
54	к тому	3	7
55	только в	2	7
56	мы знаем	1	7
57	что для	1	7
58	а не	10	7
59	сказать что	1	7
60	что если	1	6
61	совершенно справедливо	2	6
62	в этой	6	6
63	в художественном	3	6
64	целый ряд	3	6
65	он не	3	6
66	если бы	4	6
67	формы и	5	6
68	все время	2	6
69	и из	1	6
70	как бы	6	6
71	художественное произведение	6	6
72	художественном произведении	3	5
73	художественного произведения	23	5
74	на самом	7	5
75	и на	8	5
76	только на	5	5
77	к искусству	1	5
78	что у	1	5
79	на все	3	5
80	искусства в	4	5
81	далеко не	1	5
82	все это	9	5
83	в то	9	5
84	есть только	1	5
85	в ней	10	5
86	и даже	3	5
87	до сих	6	5
88	вслед за	1	5
89	отнюдь не	6	5
90	сих пор	6	5
91	как раз	2	5
92	этом отношении	1	5
93	как на	4	5
94	ту же	1	4
95	же как	2	4
96	едва ли	1	4
97	в чем	1	4
98	из которого	1	4
99	с этим	2	4
100	все же	3	4
101	в действительности	2	4
102	в произведении	2	4
103	в целом	6	4
104	и те	2	4
105	в нем	14	4
106	к одному	1	4
107	и по	1	4
108	и с	8	4
109	и тем	1	4
110	в жизни	3	4
111	несмотря на	1	4
112	в данном	1	4
113	знаем что	1	4
114	и более	2	4
115	тому что	1	4
116	не имеет	1	4
117	но только	1	4
118	ничего не	2	4
119	как она	3	4
120	и до	5	4
121	в сознании	1	4
122	что на	1	4
123	и для	1	4
124	могут быть	1	4
125	тем не	1	4
126	если же	2	4
127	и это	2	4
128	данном случае	1	4
129	о ней	1	4
130	между тем	2	4
131	которые мы	1	4
132	в языке	1	4
133	говорит он	3	4
134	мы видим	1	4
135	из них	1	4
136	от того	2	4
137	а на	1	4
138	произведения искусства	3	4
139	как это	6	4
140	наряду с	1	4
141	материал для	1	4
142	с этой	4	4
143	при таком	4	4
144	и все	6	4
145	а в	6	4
146	совершенно не	1	4
147	из этого	1	4
148	искусства является	1	4
149	жизни и	7	4
150	например в	1	3
151	отношении к	2	3
152	мы не	3	3
153	восприятие формы	1	3
154	или же	3	3
155	во всех	5	3
156	а только	2	3
157	если оно	1	3
158	в общем	3	3
159	как к	3	3
160	и к	4	3
161	но в	5	3
162	та же	1	3
163	он в	2	3
164	думать что	3	3
165	творчества и	1	3
166	главным образом	4	3
167	состоит в	1	3
168	не как	4	3
169	и вот	2	3
170	на этом	1	3
171	в своей	11	3
172	в их	11	3
173	поэтического произведения	3	3
174	но он	1	3
175	том чтобы	2	3
176	в отношении	3	3
177	видим что	1	3
178	во всем	2	3
179	свое собственное	1	3
180	не могут	1	3
181	и заключается	2	3
182	с ее	7	3
183	так и	18	3
184	жизнь и	3	3
185	для этого	4	3
186	с другой	5	3
187	бы и	1	3
188	значит что	1	3
189	один из	3	3
190	и ее	10	3
191	так что	1	3
192	что не	1	3
193	и других	3	3
194	и их	10	3
195	представить себе	1	3
196	сами по	2	3
197	художника и	1	3
198	до конца	7	3
199	в частности	4	3
200	ни на	3	3
201	того или	2	3
202	по своему	1	3
203	что же	1	3
204	по существу	2	3
205	это значит	1	3
206	в смысле	1	3
207	должны быть	5	3
208	при всем	1	3
209	еще более	1	3
210	хотя бы	5	3
211	только как	2	3
212	в свою	8	3
213	также и	1	2
214	в объяснении	1	2
215	и без	1	2
216	все те	1	2
217	и этот	1	2
218	еще не	6	2
219	входящих в	2	2
220	это совершенно	1	2
221	сами же	2	2
222	в первый	1	2
223	но даже	1	2
224	же что	1	2
225	к своему	1	2
226	бы то	3	2
227	роман и	2	2
228	с его	4	2
229	в ее	8	2
230	но не	3	2
231	это делается	1	2
232	точка зрения	2	2
233	к которой	1	2
234	значение и	3	2
235	если в	1	2
236	и приемы	1	2
237	отличие от	1	2
238	самое понятие	2	2
239	однако не	2	2
240	но эта	2	2
241	увидим что	1	2
242	психологии и	1	2
243	впечатление что	2	2
244	из самых	1	2
245	в которой	4	2
246	мы получаем	1	2
247	формы не	1	2
248	в себе	3	2
249	как он	1	2
250	что без	1	2
251	т д	8	2
252	они в	1	2
253	на его	2	2
254	доверие к	1	2
255	в каждом	3	2
256	подход к	2	2
257	то ни	3	2
258	то чтобы	1	2
259	значение в	3	2
260	произведения с	1	2
261	материала и	3	2
262	с другими	4	2
263	к природе	1	2
264	это не	2	2
265	должен был	1	2
266	произведение как	3	2
267	в них	3	2
268	смысл и	1	2
269	не значит	1	2
270	не так	2	2
271	всяком случае	4	2
272	место в	7	2
273	не понимает	1	2
274	и эти	1	2
275	том и	1	2
276	вещей и	3	2
277	в этих	1	2
278	для нее	1	2
279	эти авторы	1	2
280	все более	2	2
281	произведения как	2	2
282	быть дано	1	2
283	на него	2	2
284	в процессе	9	2
285	на самый	1	2
286	его от	1	2
287	и всегда	1	2
288	это то	1	2
289	в самой	2	2
290	же время	8	2
291	учения о	2	2
292	в русском	1	2
293	потебни и	1	2
294	ни в	2	2
295	отличается от	3	2
296	что оно	1	2
297	его с	2	2
298	оно не	4	2
299	она не	6	2
300	свою очередь	6	2
301	сводится к	3	2
302	в особенности	3	2
303	так в	1	2
304	роль в	1	2
305	начала и	2	2
306	по сравнению	1	2
307	понятно что	1	2
308	даны в	1	2
309	и здесь	6	2
310	во всяком	4	2
311	к действительности	2	2
312	и содержание	2	2
313	воздействия на	3	2
314	в сборнике	1	2
315	что самое	1	2
316	в его	23	2
317	в свете	1	2
318	для самого	1	2
319	в него	2	2
320	к нему	1	2
321	согласиться с	1	2
322	два основных	1	2
323	таком понимании	2	2
324	именно на	1	2
325	к какому	1	2
326	ней не	1	2
327	творчества в	1	2
328	могло бы	2	2
329	слова в	1	2
330	в одном	2	2
331	вовсе не	10	2
332	с этими	1	2
333	отношение к	3	2
334	но что	1	2
335	имеет значение	1	2
336	к которому	2	2
337	а с	1	2
338	не было	3	2
339	полагал что	1	2
340	здесь дело	1	2
341	она является	2	2
342	не на	2	2
343	зависит от	1	2
344	была бы	2	2
345	при определении	1	2
346	там где	1	2
347	материал и	1	2
348	вместе с	2	2
349	если она	1	2
350	из которых	1	2
351	сравнению с	1	2
352	его жизни	1	2
353	из самого	1	2
354	более и	2	2
355	но это	3	2
356	форм и	6	2
357	искусства как	2	2
358	наслаждения и	1	2
359	для нас	1	2
360	из себя	1	2
361	у них	3	2
362	тем более	1	2
363	теорию искусства	1	2
364	другой стороны	1	2
365	же самой	1	2
366	или иного	3	2
367	и от	7	2
368	это в	1	2
369	этой точки	1	2
370	литературы а	3	1
371	а между	1	1
372	смысле слова	1	1
373	от этой	1	1
374	к материалу	1	1
375	для этих	1	1
376	зрения их	2	1
377	для построения	1	1
378	чтобы не	2	1
379	в эстетике	2	1
380	он может	1	1
381	как простая	1	1
382	или к	1	1
383	в первом	1	1
384	и чрезвычайно	1	1
385	по преимуществу	1	1
386	вот два	1	1
387	как сами	1	1
388	и самое	1	1
389	высшей степени	1	1
390	в зависимости	2	1
391	и должен	2	1
392	отношения к	6	1
393	а как	2	1
394	всего того	1	1
395	и значение	1	1
396	вскрыть и	3	1
397	что между	1	1
398	почти все	1	1
399	происходило в	1	1
400	эстетики и	2	1
401	а для	1	1
402	действительности с	1	1
403	мы и	1	1
404	и со	2	1
405	с формалистами	1	1
406	что формалисты	2	1
407	чрезвычайно сложным	1	1
408	зависимости от	3	1
409	последней в	2	1
410	из ее	1	1
411	учение об	1	1
412	литературы и	2	1
413	подробно и	1	1
414	не найдем	2	1
415	время в	3	1
416	бы мы	1	1
417	тем как	1	1
418	и эстетики	1	1
419	глаза на	1	1
420	должны искать	1	1
421	одним словом	5	1
422	как если	2	1
423	совершенно прав	1	1
424	с одной	4	1
425	чем это	1	1
426	всякого искусства	2	1
427	могло быть	1	1
428	для других	2	1
429	уже как	2	1
430	иногда и	1	1
431	друг от	2	1
432	или иное	1	1
433	не оказалось	2	1
434	своих последних	1	1
435	за пределы	2	1
436	основные вопросы	1	1
437	связи и	1	1
438	чем же	2	1
439	в истории	4	1
440	идет о	2	1
441	независимо от	4	1
442	его на	1	1
443	общего с	1	1
444	для всех	1	1
445	она конечно	1	1
446	что как	1	1
447	на минуту	1	1
448	бы при	1	1
449	к новому	2	1
450	что касается	1	1
451	кроме того	1	1
452	с понятием	1	1
453	более или	6	1
454	важны не	1	1
455	этой цели	1	1
456	искусство и	1	1
457	истории искусства	1	1
458	основная тенденция	1	1
459	последних работах	1	1
460	то в	1	1
461	содержание не	1	1
462	уже не	2	1
463	не приходится	2	1
464	перестанет быть	1	1
465	вчувствования и	1	1
466	в литературном	2	1
467	формальный метод	9	1
468	в нашем	2	1
469	из этих	1	1
470	социальные задания	1	1
471	художников и	1	1
472	от действительности	2	1
473	может считаться	1	1
474	в большинстве	3	1
475	остановиться на	2	1
476	художественная деятельность	1	1
477	нами в	1	1
478	от простого	1	1
479	но ведь	2	1
480	если он	3	1
481	не могла	2	1
482	роли в	3	1
483	как чисто	1	1
484	этот процесс	1	1
485	вообще не	1	1
486	противном случае	1	1
487	как оно	1	1
488	не следует	1	1
489	формальным методом	2	1
490	в восприятии	1	1
491	и утверждает	1	1
492	внеэстетических ценностей	1	1
493	он должен	3	1
494	в искусство	1	1
495	литературной науки	1	1
496	что нужно	1	1
497	понятий и	1	1
498	в силу	1	1
499	и если	2	1
500	оно должно	3	1
501	в россии	3	1
502	нашего времени	1	1
503	как кислород	1	1
504	бы нелепо	3	1
505	проблемы и	2	1
506	всех своих	1	1
507	людей и	1	1
508	в пустыне	1	1
509	так например	3	1
510	в нее	1	1
511	но все	2	1
512	это конечно	1	1
513	прекрасное и	1	1
514	касается до	1	1
515	в другом	1	1
516	его не	2	1
517	действительности которые	1	1
518	его в	3	1
519	первой главе	1	1
520	в и	1	1
521	подходит к	3	1
522	на почве	13	1
523	всю свою	2	1
524	литературном произведении	3	1
525	между отдельными	1	1
526	отражение в	2	1
527	в художественную	2	1
528	только одно	1	1
529	чтобы этот	1	1
530	искусства только	1	1
531	не сделано	1	1
532	он является	1	1
533	является для	2	1
534	эти вопросы	1	1
535	его частей	1	1
536	в высшей	1	1
537	когда художник	1	1
538	сознание только	1	1
539	его собственной	1	1
540	и уже	1	1
541	он и	1	1
542	мы видели	2	1
543	жизни но	2	1
544	с такой	1	1
545	форма и	1	1
546	должно быть	11	1
547	его основных	1	1
548	элемента в	1	1
549	отрешенная от	2	1
550	и тогда	1	1
551	в эту	2	1
552	которую он	1	1
553	философии а	1	1
554	таким же	2	1
555	определяется и	3	1
556	методом и	1	1
557	нас не	2	1
558	мы замечаем	1	1
559	у художника	1	1
560	в котором	1	1
561	бы к	1	1
562	относящихся к	1	1
563	из которой	1	1
564	не столько	1	1
565	выходит за	1	1
566	в отличие	1	1
567	как музыка	1	1
568	лишь тем	1	1
