N	2gram	Voloshinov_1	formyVre
1	и в	13	50
2	в этом	2	25
3	в нем	2	24
4	и его	12	16
5	прежде всего	9	15
6	и не	8	14
7	в его	7	13
8	вовсе не	2	13
9	так и	3	12
10	человека и	1	11
11	то же	4	11
12	мы уже	2	11
13	таким образом	6	11
14	может быть	8	11
15	и как	1	10
16	но в	4	10
17	с его	1	9
18	все эти	2	9
19	роль в	2	9
20	не только	6	9
21	в то	1	9
22	же время	1	9
23	в том	2	9
24	в конце	1	9
25	в особенности	1	9
26	и др	2	9
27	того же	1	8
28	в самом	2	8
29	но и	3	8
30	и их	7	8
31	как и	3	8
32	для себя	2	7
33	времени в	1	7
34	не было	1	7
35	в условиях	1	7
36	героя и	2	7
37	например в	1	6
38	время в	1	6
39	как в	2	6
40	с этим	3	6
41	все же	5	6
42	лишь в	4	6
43	в их	3	6
44	так как	3	6
45	с ее	1	6
46	в ее	3	6
47	в дальнейшем	1	6
48	связи с	1	6
49	то что	6	6
50	не может	8	6
51	так же	2	6
52	и все	3	6
53	отношению к	3	5
54	и до	1	5
55	еще не	1	5
56	но не	1	5
57	и речи	1	5
58	отнюдь не	1	5
59	и у	1	5
60	не в	3	5
61	в основе	1	5
62	того чтобы	1	5
63	точки зрения	7	5
64	в разных	1	5
65	только и	4	5
66	могут быть	2	5
67	в пределах	3	5
68	в образе	1	5
69	если бы	2	5
70	для того	1	5
71	в связи	2	5
72	что в	3	5
73	и то	3	4
74	и это	1	4
75	в ней	2	4
76	в своем	1	4
77	конечно не	1	4
78	в них	2	4
79	том что	2	4
80	в процессе	5	4
81	не имеет	2	4
82	потому что	1	4
83	понятно что	3	4
84	или как	1	4
85	и следовательно	2	4
86	только в	6	4
87	и т.п	7	4
88	до конца	1	4
89	нет ничего	2	4
90	все это	4	4
91	и для	3	4
92	вполне понятно	4	4
93	не имеют	1	3
94	а как	2	3
95	есть не	2	3
96	мы не	4	3
97	событий и	1	3
98	в виду	1	3
99	по отношению	3	3
100	в себе	3	3
101	вследствие этого	1	3
102	при этом	2	3
103	одно и	3	3
104	его в	1	3
105	входит в	2	3
106	и других	1	3
107	и дает	1	3
108	здесь нет	1	3
109	для них	1	3
110	и уже	3	3
111	и вне	1	3
112	в отношении	2	3
113	их в	1	3
114	этом отношении	1	3
115	к тому	2	3
116	формы и	1	3
117	во всей	2	3
118	один из	1	3
119	мы видим	2	3
120	одной из	1	3
121	во времени	2	3
122	и ее	2	3
123	с одной	2	3
124	со всеми	1	3
125	только на	1	3
126	в начале	1	3
127	одно из	1	3
128	в одном	3	3
129	себя и	1	3
130	только к	1	3
131	более того	2	3
132	а не	2	3
133	на фоне	4	3
134	вместе с	1	3
135	подхода к	1	3
136	да и	3	3
137	например у	1	3
138	или в	1	3
