N	3gram	Ircho_Kome_1	FransuaR
1	то же время	4	6
2	в то же	4	6
3	как мы уже	1	5
4	до сих пор	2	4
5	в той же	1	4
6	большей или меньшей	1	3
7	в том числе	1	3
8	в отличие от	1	3
9	и прежде всего	1	3
10	для того чтобы	1	3
11	по отношению к	3	2
12	в его произведениях	1	2
13	но и в	2	2
14	в этом отношении	3	2
15	можно было бы	1	2
16	это вовсе не	1	2
17	в значительной степени	1	2
18	поэтому и в	1	2
19	до наших дней	1	2
20	в данном случае	1	2
21	о том что	3	2
22	может быть в	1	2
23	как и в	2	2
24	мы встречаем в	1	2
25	в том же	1	2
26	как мы видели	1	2
27	смысле этого слова	1	1
28	что иное как	1	1
29	до конца в	1	1
30	и во время	1	1
31	том что в	1	1
32	сих пор остается	1	1
33	в нашу задачу	1	1
34	подобно тому как	1	1
35	и все остальные	1	1
36	мы не найдем	1	1
37	для этой цели	1	1
38	бы то ни	2	1
39	под открытым небом	1	1
40	платона и других	1	1
41	и еще в	1	1
42	и по адресу	1	1
43	в применении к	1	1
44	не что иное	1	1
45	то ни было	2	1
46	в высшей степени	1	1
47	как будто бы	1	1
48	но это вовсе	1	1
49	во всех отношениях	1	1
50	как он был	1	1
51	во всяком случае	2	1
52	нашу задачу не	1	1
53	с другой стороны	5	1
54	и это особенно	1	1
55	из самых замечательных	1	1
56	каждого из этих	1	1
57	в сущности и	1	1
58	в одном из	4	1
59	задачу не входит	1	1
60	с самого начала	1	1
61	в отрыве от	1	1
62	но и не	1	1
63	в новое время	2	1
64	можно судить по	2	1
65	и его современников	1	1
66	в том что	9	1
