N	2gram	Potebnia_M_2	Myshleni
1	в процессе	1	27
2	и в	24	25
3	в развитии	1	24
4	в том	18	23
5	том что	8	20
6	внутренней речи	1	19
7	таким образом	11	17
8	ребенка и	1	17
9	так же	2	17
10	что в	16	17
11	с тем	4	16
12	как и	7	15
13	в его	2	15
14	то что	20	15
15	в этом	8	14
16	вместе с	11	14
17	между собой	1	13
18	может быть	23	13
19	в целом	3	13
20	так как	10	12
21	могли бы	2	11
22	на основании	1	11
23	что они	5	10
24	перед нами	1	10
25	взрослого человека	1	10
26	и что	4	10
27	что и	11	10
28	было бы	13	10
29	того что	7	10
30	для ребенка	1	10
31	только в	11	10
32	как бы	9	10
33	и не	19	10
34	мы не	11	9
35	связи с	6	9
36	заключается в	1	9
37	ни в	1	9
38	как в	10	9
39	как мы	1	8
40	того чтобы	2	8
41	тем что	7	8
42	речи и	1	8
43	столь же	5	7
44	в образовании	2	7
45	по своей	1	7
46	все эти	2	7
47	по себе	15	7
48	уже в	5	7
49	мы можем	12	7
50	для того	5	7
51	что мы	11	7
52	как это	2	7
53	того же	14	6
54	и на	8	6
55	но не	12	6
56	потому что	49	6
57	от этого	1	6
58	не только	15	6
59	собственном смысле	1	6
60	не может	12	6
61	мы видели	1	6
62	в отличие	1	6
63	в животном	2	6
64	не в	13	6
65	не менее	5	6
66	самого начала	2	6
67	в собственном	2	6
68	с самого	2	6
69	один из	2	6
70	что он	4	6
71	отличие от	1	6
72	со всеми	1	6
73	и у	3	6
74	понятий в	1	6
75	с другой	6	6
76	в связи	2	6
77	слова и	3	6
78	все это	2	6
79	все же	5	6
80	мы должны	2	6
81	весь процесс	1	6
82	одним из	1	5
83	человека и	3	5
84	связи между	1	5
85	мы уже	1	5
86	которую мы	1	5
87	и как	6	5
88	отношения между	2	5
89	что это	3	5
90	что она	3	5
91	при этом	13	5
92	к одному	1	5
93	и по	2	5
94	факт что	2	5
95	между отдельными	1	5
96	тем не	6	5
97	и другое	4	5
98	но это	3	5
99	могут быть	8	5
100	о том	5	5
101	так и	5	5
102	если бы	11	5
103	слов и	1	5
104	входит в	1	5
105	с одной	4	5
106	для него	10	5
107	именно в	1	5
108	по внешнему	1	5
109	одной стороны	3	5
110	тем же	3	4
111	бы что	2	4
112	время как	4	4
113	еще не	4	4
114	которые не	3	4
115	что слово	2	4
116	из этих	4	4
117	в известном	1	4
118	предметов и	1	4
119	на то	5	4
120	он не	1	4
121	как с	1	4
122	той же	3	4
123	и того	6	4
124	одного и	6	4
125	не столько	2	4
126	значение слова	1	4
127	что с	2	4
128	в то	6	4
129	тогда когда	10	4
130	этого слова	6	4
131	никогда не	4	4
132	то и	9	4
133	не могут	7	4
134	к тому	1	4
135	что оно	4	4
136	и это	2	4
137	то время	4	4
138	мог бы	3	4
139	по сравнению	1	4
140	с ним	5	4
141	связь между	2	4
142	значит что	1	4
143	в какой	2	4
144	всяком случае	7	4
145	жизни ребенка	2	4
146	из них	5	4
147	мы знаем	2	4
148	могло бы	1	4
149	друг друга	2	4
150	от того	5	4
151	но и	9	4
152	прежде всего	7	4
153	там где	4	4
154	независимо от	9	4
155	с этим	7	4
156	смысле этого	3	4
157	с мы	1	4
158	и все	3	4
159	а в	8	4
160	сказать что	2	4
161	во всяком	7	4
162	которая не	1	4
163	переход от	1	3
164	на деле	3	3
165	то в	1	3
166	в котором	4	3
167	оба эти	2	3
168	эта форма	1	3
169	не иметь	1	3
170	значением слова	2	3
171	видели что	1	3
172	относительно поздно	1	3
173	но как	1	3
174	если в	3	3
175	с которыми	2	3
176	по отношению	2	3
177	же мало	1	3
178	его к	1	3
179	в самом	4	3
180	остановиться на	1	3
181	но на	2	3
182	как он	4	3
183	как оно	2	3
184	не как	3	3
185	и сам	1	3
186	на этом	2	3
187	его в	3	3
188	в жизни	2	3
