N	2gram	Bakhtin_sl_1	FransuaR
1	и в	41	56
2	то есть	26	24
3	в романе	21	21
4	в его	13	18
5	таким образом	9	17
6	все эти	9	15
7	в этом	12	14
8	в том	3	13
9	так и	11	13
10	у рабле	3	13
11	он был	1	12
12	в то	14	12
13	и его	14	12
14	то же	14	11
15	в них	6	11
16	в этих	2	11
17	до конца	12	11
18	как бы	12	11
19	и до	1	10
20	мы уже	2	10
21	еще не	4	10
22	же время	12	10
23	в самом	5	9
24	и не	16	9
25	только в	6	9
26	но и	16	9
27	в сущности	13	8
28	во всех	17	8
29	не только	16	8
30	в нем	30	8
31	и с	4	8
32	и их	1	8
33	и даже	6	8
34	до сих	2	8
35	и др	14	8
36	по своему	2	8
37	сих пор	2	8
38	все это	5	8
39	том что	2	8
40	и на	14	7
41	в большинстве	10	7
42	как мы	8	7
43	у него	3	7
44	в частности	2	7
45	той же	2	6
46	в ее	2	6
47	в этой	1	6
48	но в	8	6
49	эпохи и	2	6
50	на его	8	6
51	своего времени	1	6
52	точки зрения	16	6
53	языка и	12	6
54	вовсе не	7	6
55	мы видим	2	6
56	связи с	2	6
57	большинстве случаев	6	6
58	прежде всего	8	6
59	в той	10	6
60	все они	7	6
61	и все	4	6
62	потому что	2	6
63	одним из	4	5
64	с ее	4	5
65	с его	4	5
66	но не	2	5
67	в пределах	14	5
68	он не	3	5
69	так сказать	5	5
70	роль в	2	5
71	мы видели	1	5
72	в отношении	6	5
73	в процессе	4	5
74	никогда не	3	5
75	один из	4	5
76	ни с	1	5
77	не было	3	5
78	как и	4	5
79	в условиях	2	5
80	в результате	3	5
81	есть и	1	5
82	и другие	1	5
83	они не	1	5
84	ту же	4	4
85	например в	2	4
86	и потому	4	4
87	других языков	1	4
88	но по	2	4
89	они были	2	4
90	в ней	4	4
91	не был	1	4
92	за пределы	4	4
93	и к	5	4
94	в которой	4	4
95	в себе	3	4
96	при этом	6	4
97	что все	2	4
98	литературного языка	20	4
99	и ее	3	4
100	и более	1	4
101	даже в	2	4
102	одна из	2	4
103	того чтобы	1	4
104	по своей	1	4
105	во всем	1	4
106	форм и	3	4
107	в духе	2	4
108	наконец в	2	4
109	вещи и	1	4
110	и которые	1	4
111	к языку	3	4
112	и других	3	4
113	о том	3	4
114	язык в	4	4
115	с одной	4	4
116	в качестве	3	4
117	конечно не	3	4
118	так как	3	4
119	в особенности	8	4
120	в основе	5	4
121	в их	4	3
122	конечно и	2	3
123	меньшей степени	4	3
124	и быта	1	3
125	время в	1	3
126	не просто	1	3
127	в едином	1	3
128	связи и	1	3
129	в своем	3	3
130	перед нами	4	3
131	кроме того	4	3
132	и наконец	4	3
133	его к	1	3
134	всех этих	4	3
135	и самый	1	3
136	слова и	13	3
137	ведь в	1	3
138	не в	7	3
139	но он	2	3
140	языков и	9	3
141	и почти	3	3
142	национального языка	5	3
143	в форме	1	3
144	во все	1	3
145	рядом с	4	3
146	и о	2	3
147	характер и	1	3
148	в другом	2	3
149	и здесь	3	3
150	все его	4	3
151	а также	2	3
152	между тем	2	3
153	существенную роль	1	3
154	слов и	2	3
155	в литературе	1	3
