N	2gram	Vygotskiy__4	EvropaiC
1	таким образом	25	32
2	в том	42	31
3	и в	20	24
4	том что	35	20
5	все эти	5	19
6	не может	6	18
7	то что	15	17
8	может быть	12	15
9	все же	5	15
10	точки зрения	24	13
11	самом деле	7	12
12	в своем	4	12
13	до сих	1	12
14	в этом	24	12
15	сих пор	1	12
16	с этим	5	11
17	между тем	9	11
18	все это	1	11
19	во всех	1	10
20	по отношению	1	10
21	так и	5	10
22	из себя	1	10
23	мы знаем	1	10
24	как бы	7	10
25	отношению к	1	10
26	того же	9	9
27	на то	5	9
28	при этом	12	9
29	как и	9	9
30	с другом	7	9
31	друг с	7	9
32	в результате	8	9
33	что в	19	9
34	в самом	6	8
35	с точки	11	8
36	мы говорили	3	8
37	знаем что	1	8
38	не в	4	8
39	ясно что	2	8
40	если бы	5	8
41	так же	11	8
42	на самом	1	7
43	из этих	2	7
44	в силу	6	7
45	о которых	1	7
46	не менее	3	7
47	по существу	3	7
48	того чтобы	7	7
49	по своей	6	7
50	к тому	6	7
51	для этого	1	7
52	о том	5	7
53	и что	8	7
54	что он	6	7
55	для того	5	7
56	но и	9	7
57	и не	8	7
58	о котором	1	7
59	из этого	1	7
60	должна быть	2	6
61	еще не	2	6
62	и на	6	6
63	тогда как	2	6
64	что касается	1	6
65	в этой	3	6
66	в сознании	4	6
67	и при	4	6
68	от друга	1	6
69	с ним	1	6
70	что и	9	6
71	того что	10	6
72	говорили выше	3	6
73	только в	10	6
74	так что	3	6
75	так как	10	6
76	мы можем	5	6
77	друг от	1	6
78	с другой	12	6
79	вместе с	8	6
80	отличается от	2	6
81	у них	1	6
82	между двумя	2	5
83	из всех	1	5
84	столь же	3	5
85	и к	5	5
86	но в	3	5
87	в которой	3	5
88	ступени развития	2	5
89	что это	2	5
90	в целом	11	5
91	в себе	10	5
92	тому же	6	5
93	не только	15	5
94	но все	1	5
95	что все	3	5
96	и с	4	5
97	на все	3	5
98	его в	6	5
99	что с	4	5
100	в то	1	5
101	что при	2	5
102	по сравнению	4	5
103	в его	11	5
104	потому что	12	5
105	и их	1	5
106	у него	2	5
107	именно в	3	5
108	далеко не	2	5
109	другой стороны	9	5
110	по своему	4	5
111	сравнению с	3	5
112	и для	4	5
113	и от	3	5
114	случае если	1	5
115	к этому	4	5
116	одним из	2	4
117	в такой	1	4
118	и то	10	4
119	то же	16	4
120	мы уже	5	4
121	та же	1	4
122	между собой	5	4
123	хотя и	1	4
124	он не	1	4
125	в одну	1	4
126	факт что	2	4
127	том случае	1	4
128	из них	4	4
129	должно быть	3	4
130	и конец	1	4
131	в их	12	4
132	признать что	1	4
133	выше мы	1	4
134	тем не	1	4
135	том же	2	4
136	этой области	2	4
137	из которых	1	4
138	что эта	3	4
139	связи с	3	4
140	и сейчас	1	4
141	в дальнейшем	1	4
142	никогда не	5	4
143	и т.д	2	4
144	на вопрос	1	4
145	представление об	1	4
146	сильнее чем	1	4
147	и у	2	4
148	если мы	10	4
149	не есть	2	4
150	в виде	3	4
151	в конце	1	4
152	в области	4	4
153	а с	2	4
154	конце концов	1	4
155	его собственной	1	4
156	тот факт	1	4
157	не могут	3	4
158	в течение	1	4
159	это есть	1	4
160	самого себя	2	4
161	в состоянии	1	4
162	этом случае	3	4
163	мы должны	11	4
164	прямой линии	1	4
165	совершенно не	3	4
166	в таком	2	4
167	как известно	3	3
168	же как	6	3
169	с более	2	3
170	вопрос о	1	3
171	но по	1	3
172	но даже	1	3
173	в данном	2	3
174	мы будем	2	3
175	которые не	2	3
176	в истории	10	3
177	целый ряд	5	3
178	в нашем	4	3
179	в тех	1	3
180	в нем	2	3
181	и по	1	3
182	и может	1	3
183	они должны	1	3
184	в совершенно	3	3
185	на этой	1	3
186	заключается в	18	3
187	это не	5	3
188	с тем	6	3
189	чем в	3	3
190	и того	5	3
191	одного и	6	3
192	в этих	3	3
193	что если	2	3
194	таким же	2	3
195	представление о	1	3
196	только те	1	3
197	даже в	2	3
198	что их	1	3
199	образом в	1	3
200	для нас	4	3
201	в разных	1	3
202	во всем	3	3
203	уже и	2	3
204	от того	3	3
205	у нас	1	3
206	что оно	4	3
207	как для	1	3
208	ничего общего	3	3
209	и это	2	3
210	то ни	1	3
211	данном случае	2	3
212	с одной	9	3
213	настоящее время	2	3
214	может не	2	3
215	подлежит сомнению	1	3
216	сомнению что	1	3
217	тот же	9	3
218	конечно не	1	3
219	в начале	2	3
220	и других	3	3
221	от тех	3	3
222	может служить	2	3
223	отличие от	2	3
224	как у	1	3
225	прежде всего	2	3
226	же не	2	3
227	в связи	3	3
228	и потому	1	3
229	по одному	3	3
230	целом ряде	2	3
231	сейчас же	2	3
232	не подлежит	3	3
233	в настоящее	2	3
234	что только	1	3
235	не то	1	3
236	бы в	3	3
237	тем более	1	3
238	только что	4	3
239	а в	2	3
240	что мы	7	3
241	указывают на	4	3
242	ту же	2	2
243	тех же	1	2
244	что эти	2	2
245	также и	2	2
246	время от	1	2
247	в сущности	4	2
248	так чтобы	1	2
249	и ее	1	2
250	мы и	2	2
251	же что	1	2
252	в ней	2	2
253	свою очередь	2	2
254	что оба	1	2
255	бы то	1	2
256	тем как	3	2
257	во всяком	4	2
258	друг к	1	2
259	к такому	1	2
260	но как	2	2
261	только тогда	1	2
262	совершенно ясно	1	2
263	что они	14	2
264	только черты	1	2
265	общего с	1	2
266	общую группу	1	2
267	то в	1	2
268	и те	4	2
269	но на	1	2
270	этот процесс	6	2
271	что она	1	2
272	при виде	1	2
273	он должен	1	2
274	том чтобы	2	2
275	одной и	5	2
276	из него	2	2
277	а затем	2	2
278	к другу	1	2
279	всех остальных	2	2
280	между отдельными	3	2
281	же образом	1	2
282	мы видели	6	2
283	одну группу	1	2
284	такой же	2	2
285	в один	3	2
286	на первый	4	2
287	которую он	2	2
288	но если	1	2
289	давно уже	1	2
290	что развитие	6	2
291	представить себе	2	2
292	на каждом	6	2
293	в которых	1	2
294	точку зрения	1	2
295	образом и	1	2
296	и более	7	2
297	тому что	4	2
298	тем самым	7	2
299	этими двумя	2	2
300	тогда когда	8	2
301	на него	1	2
302	в процессе	27	2
303	в основе	17	2
304	говорить о	1	2
305	только не	5	2
306	общим именем	1	2
307	в самой	1	2
308	и весь	1	2
309	этих двух	1	2
310	в противоречие	2	2
311	на этом	3	2
312	заключает в	1	2
313	доказать что	1	2
314	что на	2	2
315	сходство с	4	2
316	виде как	1	2
317	имеет место	1	2
318	должен быть	1	2
319	как мы	13	2
320	рассматривать как	2	2
321	на нашу	1	2
322	выше что	3	2
323	в себя	1	2
324	стоят в	1	2
325	на том	4	2
326	и сам	1	2
327	те же	6	2
328	принять во	1	2
329	все его	1	2
330	в виду	3	2
331	и поэтому	3	2
332	другими словами	2	2
333	к нему	2	2
334	нас что	2	2
335	если это	1	2
336	было бы	8	2
337	но так	2	2
338	образом как	2	2
339	в вопросе	2	2
340	и так	1	2
341	к психологии	1	2
342	они могут	2	2
343	между этими	2	2
344	то и	1	2
345	ни было	1	2
346	тем сильнее	1	2
347	отдельные элементы	1	2
348	это обстоятельство	1	2
349	одно из	1	2
350	не будут	1	2
351	для него	2	2
352	всяком случае	3	2
353	которые могут	2	2
354	и только	4	2
355	однако это	1	2
356	только один	1	2
357	одной стороны	9	2
358	вопросе о	2	2
359	отнюдь не	3	2
360	во внимание	1	2
361	в частности	5	2
362	независимо от	1	2
363	но не	3	2
364	всякое новое	1	2
365	этого племени	1	2
366	усвоения и	1	2
367	многих других	1	2
368	этого слова	11	2
369	только то	1	2
370	с этой	4	2
371	и тому	5	2
372	к двум	1	2
373	но для	2	2
374	том виде	2	2
375	на более	2	2
376	с ними	1	2
377	между ними	4	2
378	не знает	2	2
379	в свою	2	2
380	что такие	2	2
381	они не	2	2
382	и наиболее	1	1
383	смысле слова	1	1
384	этого положения	6	1
385	в силе	1	1
386	говоря о	2	1
387	например в	1	1
388	первые шаги	1	1
389	он может	1	1
390	одному общему	1	1
391	силу не	1	1
392	на деле	3	1
393	по которым	1	1
394	оно было	1	1
395	отдельных элементов	3	1
396	высшей степени	2	1
397	без влияния	1	1
398	во-первых потому	1	1
399	в зависимости	1	1
400	и должен	1	1
401	приходится наблюдать	1	1
402	долгое время	1	1
403	той же	6	1
404	совершенно в	1	1
405	а как	1	1
406	мы не	1	1
407	что между	1	1
408	которую мы	1	1
409	не во	1	1
410	на место	3	1
411	имеет свою	1	1
412	правильности этого	1	1
413	этом не	1	1
414	такое положение	1	1
415	слов как	1	1
416	благодаря тому	1	1
417	время как	1	1
418	мы попытались	1	1
419	на практике	1	1
420	я не	1	1
421	вместо того	1	1
422	группы и	1	1
423	ступеней и	1	1
424	их лежит	2	1
425	зависимости от	2	1
426	пытающийся идти	1	1
427	стороны его	1	1
428	произведение и	1	1
429	и этого	1	1
430	иное как	1	1
431	в различных	1	1
432	всю свою	1	1
433	не отличается	1	1
434	бы не	1	1
435	и другие	9	1
436	а только	3	1
437	друг на	5	1
438	целой группы	1	1
439	если в	1	1
440	с психологической	2	1
441	себе и	3	1
442	со стороны	3	1
443	которые они	1	1
444	отличаются от	1	1
445	если она	1	1
446	как в	5	1
447	что именно	1	1
448	однако не	1	1
449	перед нами	5	1
450	и как	9	1
451	с понятием	1	1
452	психологии но	1	1
453	по пути	2	1
454	его к	4	1
455	тем же	4	1
456	будет представлять	1	1
457	и хотя	1	1
458	в этот	1	1
459	развития это	1	1
460	а во-вторых	1	1
461	самой природе	1	1
462	применительно к	1	1
463	то обстоятельство	3	1
464	нами в	4	1
465	во многих	2	1
466	на его	3	1
467	как оно	2	1
468	задний план	1	1
469	главным образом	1	1
470	момента когда	1	1
471	раз навсегда	1	1
472	связей между	1	1
473	роли в	1	1
474	одно целое	1	1
475	к одному	6	1
476	от понятий	1	1
477	наших глазах	1	1
478	свою силу	2	1
479	но вместе	2	1
480	его можно	1	1
481	наконец совсем	1	1
482	одному и	4	1
483	без исключения	1	1
484	одно и	6	1
485	в каждом	2	1
486	здесь мы	2	1
487	часть его	1	1
488	распространяется на	1	1
489	тем в	1	1
490	указывали на	1	1
491	работа как	1	1
492	различие между	3	1
493	затем уже	2	1
494	то станет	1	1
495	является конечно	1	1
496	и определить	1	1
497	знает что	3	1
498	входит в	2	1
499	с другими	1	1
500	только они	1	1
501	и тем	8	1
502	то увидим	7	1
503	в ином	2	1
504	самые различные	1	1
505	предметами и	1	1
506	на второй	1	1
507	и взрослым	2	1
508	всеми другими	1	1
509	на друга	5	1
510	слова что	1	1
511	которой он	1	1
512	говорили в	1	1
513	друга в	1	1
514	двум совершенно	1	1
515	его теории	1	1
516	в развитии	25	1
517	общее правило	1	1
518	в своей	7	1
519	что такое	5	1
520	нас не	1	1
521	этого необходимо	1	1
522	истинном смысле	1	1
523	это делает	1	1
524	бы к	1	1
525	то для	1	1
526	исходной точкой	1	1
527	зрения между	1	1
528	большей степени	1	1
529	иначе как	2	1
530	далее в	1	1
531	совершенно различным	1	1
532	и той	4	1
533	и определенной	1	1
534	но он	1	1
535	ребенком в	3	1
536	одинаково для	1	1
537	состоит в	4	1
538	более сложные	2	1
539	важную роль	3	1
540	их в	2	1
541	что этот	2	1
542	конец а	1	1
543	характер в	1	1
544	в отношении	10	1
545	стоит в	1	1
546	но отдельные	1	1
547	первый из	2	1
548	и другое	1	1
549	самого начала	1	1
550	как о	1	1
551	не имеет	2	1
552	на котором	2	1
553	и притом	1	1
554	наблюдать как	4	1
555	к этим	2	1
556	уже очень	1	1
557	не по	2	1
558	или лучше	1	1
559	он протекает	1	1
560	в уме	5	1
561	вытекает из	1	1
562	этого явления	3	1
563	больше чем	1	1
564	именно с	1	1
565	однако такое	1	1
566	они являются	7	1
567	бы все	1	1
568	видим что	2	1
569	и относится	1	1
570	уже говорили	2	1
571	это слово	2	1
572	и его	5	1
573	вправе рассматривать	1	1
574	общими понятиями	1	1
575	общения со	1	1
576	только с	1	1
577	которая по	1	1
578	их от	1	1
579	если только	1	1
580	свои составные	1	1
581	не совсем	2	1
582	обстоятельство что	3	1
583	уже о	1	1
584	с и	1	1
585	основных положений	1	1
586	относиться к	1	1
587	всем их	2	1
588	и другой	3	1
589	для развития	2	1
590	числе и	2	1
591	бы он	1	1
592	к обобщениям	1	1
593	к пониманию	3	1
594	никакого сомнения	1	1
595	и черты	1	1
596	т.е в	1	1
597	для себя	1	1
598	сходства между	1	1
599	оно может	3	1
600	приходит к	3	1
601	своего развития	10	1
602	психологическом отношении	1	1
603	непонятными и	1	1
604	вывод что	1	1
605	на нем	2	1
606	что составляет	1	1
607	говоря уже	1	1
608	здесь не	2	1
609	это единственный	1	1
610	без всякого	1	1
611	нами выше	4	1
612	сохраняет свою	1	1
613	с самого	1	1
614	лучше сказать	1	1
615	говорили что	1	1
616	то время	1	1
617	этих существ	1	1
618	так в	1	1
619	приводит к	3	1
620	роль в	4	1
621	невозможно даже	1	1
622	котором мы	1	1
623	невозможно и	1	1
624	поэтому мы	1	1
625	учит нас	3	1
626	и другими	1	1
627	даже что	1	1
628	вопрос этот	1	1
629	психический процесс	1	1
630	высокой ступени	1	1
631	составные части	3	1
632	равной мере	3	1
633	собой и	2	1
634	образом получается	2	1
635	своей собственной	1	1
636	ничего не	1	1
637	в определенной	1	1
638	находится в	1	1
639	говорят что	1	1
640	быть в	1	1
641	два момента	1	1
642	и та	1	1
643	более высокой	1	1
644	но мы	1	1
645	никак не	2	1
646	этой мысли	1	1
647	еще дальше	1	1
648	состоящее в	1	1
649	различать два	1	1
650	этим понятием	2	1
651	связанной с	1	1
652	являются скорее	1	1
653	котором они	1	1
654	образом все	1	1
655	ее от	1	1
656	мы указывали	3	1
657	решающую роль	2	1
658	видели выше	1	1
659	раньше чем	5	1
660	когда оно	2	1
661	ко всей	2	1
662	стоит и	1	1
663	на одном	2	1
664	ним и	1	1
665	во всей	4	1
666	в другой	2	1
667	от этих	1	1
668	бы нам	1	1
669	у одного	2	1
670	научной литературе	1	1
671	и следовательно	1	1
672	связь между	2	1
673	замечает что	1	1
674	наконец и	1	1
675	в современной	2	1
676	чем эта	1	1
677	как из	2	1
678	и история	3	1
679	на которой	1	1
680	один из	3	1
681	которое имело	1	1
682	видели что	2	1
683	совсем не	1	1
684	мы видим	10	1
685	зрения в	1	1
686	каждом шагу	6	1
687	самые разнообразные	1	1
688	по мнению	2	1
689	к детской	1	1
690	этот факт	1	1
691	по этому	1	1
692	согласно с	1	1
693	с которыми	1	1
694	в качестве	21	1
695	же и	1	1
696	внимание что	1	1
697	на всем	2	1
698	уже не	1	1
699	возрасте в	2	1
700	уже в	6	1
701	вопроса о	2	1
702	только на	2	1
703	положение что	1	1
704	в нашей	2	1
705	ее из	1	1
706	целого ряда	2	1
707	у отдельных	1	1
708	этому вопросу	2	1
709	этой новой	1	1
710	моментом этой	1	1
