N	2gram	Medvedev_U_1	Komedia
1	и в	14	26
2	в г	1	17
3	и не	8	14
4	так и	1	12
5	может быть	6	11
6	в том	2	11
7	в этом	7	10
8	но и	4	10
9	том что	2	9
10	если бы	2	9
11	что в	1	9
12	было бы	3	8
13	не только	10	7
14	что и	2	7
15	в своем	1	6
16	о том	1	6
17	в нем	1	6
18	таким образом	2	6
19	в то	3	6
20	то что	7	6
21	в которой	1	5
22	с его	2	5
23	что он	2	5
24	независимо от	1	5
25	с тем	1	5
26	и с	2	5
27	больше чем	1	5
28	в качестве	1	5
29	к этому	1	5
30	в наиболее	1	4
31	более чем	2	4
32	в самом	2	4
33	это было	2	4
34	как и	3	4
35	между тем	2	4
36	в его	2	4
37	только в	2	4
38	же в	1	4
39	у него	1	4
40	в последние	1	4
41	что для	1	4
42	прежде всего	8	4
43	в частности	3	4
44	все же	3	4
45	и для	2	4
46	в котором	1	3
47	то же	5	3
48	в их	4	3
49	той же	1	3
50	надо было	2	3
51	в ней	1	3
52	но не	2	3
53	но в	3	3
54	так или	1	3
55	в этой	4	3
56	друг другу	1	3
57	первую очередь	1	3
58	но если	1	3
59	того как	1	3
60	же время	3	3
61	для всех	2	3
62	мы можем	1	3
63	тем что	2	3
64	в первую	1	3
65	даже не	1	3
66	или иначе	1	3
67	не было	1	3
68	о чем	2	3
69	из которых	1	3
70	все это	5	3
71	в период	1	3
72	в своей	3	3
73	не может	7	3
74	одним из	2	2
75	мы имеем	1	2
76	мы не	2	2
77	из самых	1	2
78	не вполне	1	2
79	в виду	1	2
80	он был	1	2
81	бы то	3	2
82	отнюдь не	1	2
83	достаточно ясно	1	2
84	что по	1	2
85	бы и	2	2
86	что она	2	2
87	не следует	3	2
88	он не	1	2
89	то ни	3	2
90	же не	2	2
91	об этом	1	2
92	связанных с	1	2
93	это не	3	2
94	этом смысле	2	2
95	признать что	1	2
96	не в	2	2
97	в конце	2	2
98	не столь	1	2
99	с другом	1	2
100	если у	1	2
101	от которой	1	2
102	и это	1	2
103	и что	1	2
104	в пользу	1	2
105	и все	1	2
106	с которыми	1	2
107	тот же	1	2
108	с одной	1	2
109	и у	2	2
110	одно из	1	2
111	не для	1	2
112	ничуть не	1	2
113	нет и	1	2
114	до сих	2	2
115	с другой	4	2
116	одной стороны	1	2
117	г №	1	2
118	у других	1	2
119	ходов и	1	2
120	если не	2	2
121	должна была	2	2
122	в течение	1	2
123	в той	1	2
124	друг с	1	2
125	сих пор	2	2
126	бы в	1	2
127	хотя бы	5	2
128	ни было	3	2
129	самом деле	2	1
130	сам автор	1	1
131	по его	1	1
132	на первый	2	1
133	частности все	1	1
134	а для	1	1
135	один пример	1	1
136	первый план	1	1
137	в различных	1	1
138	не без	1	1
139	было сделать	1	1
140	конечном счете	4	1
141	шаг к	1	1
142	первый взгляд	1	1
143	в художественном	5	1
144	более или	1	1
145	не приходится	2	1
146	в себе	2	1
147	подобным образом	1	1
148	на его	1	1
149	насколько мы	1	1
150	бы счесть	1	1
151	делает этого	1	1
152	входит в	1	1
153	другом не	1	1
154	по себе	2	1
155	еще одно	1	1
156	из первых	1	1
157	со своими	1	1
158	к временам	1	1
159	он и	1	1
160	как таковой	2	1
161	или менее	1	1
162	сходных с	1	1
163	историю в	1	1
164	не столько	2	1
165	только для	1	1
166	обращение к	1	1
167	доказывает что	1	1
168	их в	1	1
169	и роль	2	1
170	у кого	1	1
171	было у	1	1
172	никогда не	1	1
173	ничего не	2	1
174	и является	2	1
175	буквальном смысле	1	1
176	с новой	1	1
177	сводится к	2	1
178	в области	3	1
179	представляется нам	2	1
180	отказаться от	1	1
181	для себя	1	1
182	лет с	1	1
183	такое что	1	1
184	и служит	1	1
185	только при	1	1
186	в пределах	1	1
187	приводит к	1	1
188	на положение	1	1
189	в ноги	1	1
190	является в	2	1
191	о котором	1	1
192	их образы	1	1
193	в порядке	1	1
194	все его	1	1
195	нас в	2	1
196	материал для	2	1
197	что же	1	1
198	приемов и	2	1
199	впрочем не	1	1
200	обе эти	1	1
201	с каждым	1	1
202	по мнению	1	1
203	конечно не	4	1
204	то и	1	1
205	не все	2	1
206	и явно	1	1
207	недаром в	1	1
208	для него	3	1
209	содержания и	1	1
210	содержание и	1	1
211	слово как	1	1
212	не о	3	1
213	как раз	2	1
214	время на	1	1
215	и даже	1	1
216	у нас	3	1
217	не делает	1	1
218	этого не	1	1
219	до конца	1	1
220	а не	10	1
221	другой стороны	3	1
222	этой же	1	1
223	или по	1	1
224	без труда	1	1
225	поскольку он	1	1
226	образом на	1	1
227	по существу	2	1
228	быть не	1	1
229	еще раз	1	1
230	но даже	2	1
231	больше к	1	1
232	это уже	2	1
233	может служить	1	1
234	при таком	2	1
235	себя на	1	1
236	само по	1	1
237	то о	1	1
238	тем более	1	1
239	приема но	1	1
240	впечатление которое	1	1
241	в искусстве	6	1
242	в системе	2	1
243	этой области	3	1
244	пример у	1	1
245	сказать что	1	1
246	только как	1	1
247	равно как	1	1
248	широкое развитие	1	1
249	и эта	1	1
250	как на	1	1
251	все что	1	1
