N	3gram	Medvedev_F_2	slovoVRo
1	и т п	9	23
2	то же время	5	12
3	в то же	5	12
4	в узком смысле	1	10
5	с точки зрения	7	8
6	в большинстве случаев	3	6
7	и в то	3	5
8	во всяком случае	5	5
9	и т д	5	5
10	и в особенности	1	4
11	с одной стороны	1	4
12	с другой стороны	3	4
13	большей или меньшей	1	4
14	но в то	1	4
15	в самом предмете	2	3
16	в зависимости от	3	3
17	в поэтическом произведении	1	3
18	в данном случае	1	3
19	в большей или	1	3
20	или меньшей степени	1	3
21	более или менее	1	3
22	таким образом в	1	3
23	так и в	3	3
24	во всех сферах	1	3
25	языка в смысле	1	3
26	в широком смысле	1	2
27	а вовсе не	1	2
28	в известной степени	1	2
29	но оно не	1	2
30	в этом случае	1	2
31	и там где	1	2
32	до сих пор	1	2
33	и не может	3	2
34	до известной степени	3	2
35	тем чем он	1	2
36	без другого невозможно	1	2
37	и в этом	5	2
38	не могут быть	4	2
39	а не как	1	2
40	в других случаях	1	2
41	того или иного	4	2
42	в свою очередь	1	2
43	или во всяком	1	2
44	к тому что	2	2
45	до последнего времени	1	2
46	слова как такового	1	2
47	и литературный язык	2	1
48	не могла быть	1	1
49	прежде всего как	1	1
50	все дело в	1	1
51	прежде всего в	2	1
52	в себе этим	1	1
53	как бы не	1	1
54	укладываются в рамки	1	1
55	дистанции между ними	1	1
56	имеем в виду	1	1
57	оно не может	1	1
58	же время и	1	1
59	и развертывается в	1	1
60	объект исследования и	1	1
61	лингвистическое явление в	1	1
62	с установкой на	1	1
63	на своем пути	1	1
64	и не в	2	1
65	языку как к	1	1
66	к диалектам и	1	1
67	то или иное	1	1
68	же время в	1	1
69	не входит в	2	1
70	в отличие от	2	1
71	в неразрывной связи	1	1
72	бы то ни	1	1
73	но и в	3	1
74	оставаясь в пределах	1	1
75	в этом отношении	7	1
76	языка в этом	1	1
77	по аналогии с	1	1
78	характерна и для	1	1
79	и в в	1	1
80	во всех своих	1	1
81	в направлении к	1	1
82	языку и его	1	1
83	в противном случае	1	1
84	по крайней мере	1	1
85	может быть и	3	1
86	но и всякое	1	1
87	в значительной степени	3	1
88	поэтического произведения не	2	1
89	взаимодействии с другими	1	1
90	каждый из этих	1	1
91	языковой системы и	1	1
92	на задний план	1	1
93	мы имеем в	1	1
94	и всякое иное	1	1
95	языка но именно	1	1
96	в языке не	1	1
97	в одной плоскости	1	1
98	во всех этих	1	1
99	неразрывной связи с	1	1
100	так или иначе	1	1
101	и сам он	1	1
102	в особенности в	1	1
103	как социальное явление	1	1
104	всех своих моментах	1	1
105	нового специально поэтического	1	1
106	науки о языке	1	1
107	все эти формы	1	1
108	не может быть	10	1
109	чем он был	1	1
110	тем не менее	1	1
111	что они не	1	1
112	и во всяком	1	1
113	нет подхода к	1	1
114	и некоторые другие	1	1
115	равно как и	1	1
116	же и в	1	1
117	его отношение к	1	1
118	с самого начала	2	1
119	слова и в	1	1
120	и речи но	1	1
121	но в этом	2	1
122	как его понимает	1	1
123	т п в	1	1
124	языка как такового	5	1
125	и прежде всего	2	1
126	лежит в основе	1	1
127	и литературного языка	1	1
128	специально поэтического языка	1	1
129	с помощью которых	1	1
130	для того чтобы	3	1
131	в том что	2	1
132	в последнем счете	1	1
133	как и в	1	1
134	произведения как мы	1	1
135	в основе этой	2	1
136	таким образом с	1	1
137	как мы видели	4	1
