N	3gram	Losev_Dial_4	formyVre
1	то же время	6	9
2	в то же	6	6
3	и в то	2	5
4	в связи с	1	5
5	для того чтобы	5	5
6	вполне понятно что	1	4
7	может быть только	1	3
8	в нем не	1	3
9	не может быть	6	3
10	в каком же	1	2
11	и в сущности	1	2
12	но все же	1	2
13	одних и тех	2	2
14	в чем не	1	2
15	прямо сказать что	1	2
16	дело в том	1	2
17	равно как и	2	2
18	же как и	1	2
19	с точки зрения	9	2
20	и не только	1	2
21	не было и	1	2
22	в отличие от	1	2
23	ни в чем	1	2
24	и тех же	2	2
25	и в частности	2	2
26	же что и	3	2
27	не только в	1	2
28	по сравнению с	2	2
29	по природе своей	1	2
30	можно прямо сказать	1	2
31	в нем нет	1	2
32	связи с этим	1	2
33	и прежде всего	1	2
34	той или иной	1	2
35	в том что	9	2
36	минуты и секунды	1	1
37	для всех этих	1	1
38	теперь мы должны	1	1
39	мы видим в	1	1
40	не могло не	1	1
41	в данный момент	2	1
42	ровно ничего не	6	1
43	в виду что	1	1
44	прежде всего в	1	1
45	в основе ее	1	1
46	всей его жизни	1	1
47	и вот когда	1	1
48	на первый план	1	1
49	в зависимости от	1	1
50	в той же	1	1
51	не входит в	1	1
52	в себе и	1	1
53	с тем что	1	1
54	совершенно ясно что	1	1
55	возможно лишь в	1	1
56	нет ничего что	1	1
57	это не имеет	1	1
58	включает в себя	1	1
59	в это время	1	1
60	основе ее лежит	1	1
61	личности и ее	2	1
62	тем полнее и	1	1
63	в данном случае	1	1
64	в особенности же	1	1
65	но в то	2	1
66	в которой нет	1	1
67	и все его	1	1
68	в себя и	1	1
69	в этот день	1	1
70	и в этом	3	1
71	ясно что в	1	1
72	и как бы	1	1
73	в нашем случае	1	1
74	в этот момент	1	1
75	кроме того в	1	1
76	не вызывает никаких	1	1
77	было и не	1	1
78	в религиозной сфере	1	1
79	с одной из	1	1
80	вызывает никаких сомнений	1	1
81	имел в виду	1	1
82	есть по существу	1	1
83	в свою очередь	2	1
84	и у них	1	1
85	та или иная	2	1
86	в этом случае	1	1
87	о том что	1	1
88	ни с чем	1	1
89	мы будем говорить	1	1
90	которые могут быть	1	1
91	в философии и	1	1
92	но дело в	1	1
93	сама по себе	5	1
94	все это не	1	1
95	конечно прежде всего	1	1
96	в себе не	1	1
97	в жизни и	1	1
98	мы еще не	1	1
