N	3gram	Propp_Isto_6	Marksizm
1	не может быть	3	13
2	и не может	1	9
3	до сих пор	4	8
4	с другой стороны	8	5
5	и те же	1	5
6	в этом случае	6	3
7	мы не будем	2	3
8	на этот вопрос	1	3
9	но все же	2	3
10	можно сказать что	1	3
11	для того чтобы	1	3
12	в том что	5	3
13	же как и	1	2
14	но при этом	1	2
15	в том числе	1	2
16	на первый план	2	2
17	в таком случае	1	2
18	том числе и	1	2
19	можно было бы	2	2
20	со всех сторон	1	2
21	так же как	1	2
22	во всяком случае	2	2
23	смысле этого слова	1	2
24	по отношению к	2	2
25	между этими двумя	1	2
26	от того что	1	2
27	в достаточной степени	1	2
28	тем не менее	1	2
29	в ней нет	2	1
30	как только мы	1	1
31	по ту сторону	1	1
32	подобно тому как	1	1
33	еще никем не	1	1
34	первый план выдвигается	1	1
35	том что он	1	1
36	всецело зависит от	2	1
37	никогда не будет	1	1
38	в одной из	1	1
39	но и в	2	1
40	независимо от того	1	1
41	по аналогии с	1	1
42	но и эта	1	1
43	с этой точки	1	1
44	нет места для	1	1
45	так или иначе	1	1
46	нам может быть	1	1
47	или как говорит	1	1
48	на эти вопросы	1	1
49	сих пор мы	2	1
50	ничего не означает	1	1
51	с одной стороны	7	1
52	так как они	1	1
53	может быть дано	1	1
54	мы не видим	1	1
55	все же не	1	1
56	это не значит	1	1
57	в этом направлении	1	1
58	другой стороны оно	1	1
59	тем что в	1	1
60	вообще не существует	1	1
61	после этого мы	1	1
62	мы уже знаем	2	1
63	и пр есть	1	1
64	сих пор не	1	1
65	с переходом на	1	1
66	более или менее	1	1
67	таким образом в	1	1
68	так и в	1	1
69	этой точки зрения	1	1
70	с тем что	1	1
71	только после этого	1	1
72	это значит что	1	1
73	не только в	4	1
74	о чем речь	1	1
75	как мы видим	1	1
76	с другом и	1	1
77	таким образом и	2	1
78	друг с другом	1	1
79	не попасть в	1	1
80	как мы видели	2	1
