N	3gram	Bakhtin_Pr_2	Stilisti
1	в то же	3	9
2	в зависимости от	3	7
3	то же время	3	7
4	для того чтобы	1	7
5	с точки зрения	9	5
6	прежде всего в	1	4
7	с самого начала	1	4
8	той или иной	3	4
9	на самом деле	1	3
10	в этом случае	1	3
11	во всех своих	1	3
12	не только в	1	3
13	в конце концов	3	3
14	но все же	2	3
15	и т.п и	1	3
16	как мы видели	3	3
17	в каждом слове	1	2
18	и той же	1	2
19	не было бы	1	2
20	в этом отношении	2	2
21	может показаться что	1	2
22	но в то	3	2
23	смысле этого слова	2	2
24	как бы в	2	2
25	не может быть	6	2
26	и как бы	2	2
27	о том что	3	2
28	можно сказать что	2	2
29	мы видим что	1	2
30	одной и той	1	2
31	тех или иных	1	2
32	не так как	1	2
33	то все же	1	1
34	в другом месте	1	1
35	и того же	1	1
36	вполне понятно что	1	1
37	нет и не	1	1
38	по себе не	1	1
39	сознания при этом	1	1
40	точка зрения не	1	1
41	же мы должны	1	1
42	по отношению к	8	1
43	более или менее	1	1
44	так как и	1	1
45	в самом деле	3	1
46	же время и	1	1
47	что могло бы	1	1
48	в нем и	1	1
49	как раз и	1	1
50	точку зрения на	3	1
51	в котором они	1	1
52	до сих пор	2	1
53	по самой своей	1	1
54	котором мы говорили	1	1
55	вокруг одного центра	1	1
56	сказать что у	1	1
57	независимо от того	1	1
58	можно было бы	1	1
59	на этот вопрос	1	1
60	человека с человеком	1	1
61	здесь же мы	1	1
62	по крайней мере	2	1
63	слова были бы	1	1
64	нужно отметить что	1	1
65	жизни и в	1	1
66	хотя бы и	2	1
67	в большинстве случаев	2	1
68	в нашем смысле	1	1
69	выражать одну и	1	1
70	точки зрения и	1	1
71	и в этом	6	1
72	по сравнению с	2	1
73	тем не менее	1	1
74	виду прежде всего	1	1
75	согласие или несогласие	1	1
76	не является чем-то	1	1
77	кому из них	1	1
78	мы будем называть	1	1
79	и в романе	1	1
80	но не только	1	1
81	о котором мы	1	1
82	но уже не	1	1
83	друг друга и	1	1
84	и т.д наконец	1	1
85	могло бы стать	1	1
86	его согласие или	1	1
87	не менее и	1	1
88	по ту сторону	1	1
89	про себя в	1	1
90	в виду прежде	1	1
91	таким образом в	2	1
92	их в целом	1	1
93	с точкой зрения	2	1
94	таким образом мы	1	1
95	не только ее	1	1
96	уже говорили в	1	1
97	само по себе	2	1
98	всего того что	1	1
99	об этом мы	1	1
100	своей жизни и	2	1
101	и не может	2	1
102	в русской литературе	2	1
103	мы имеем в	2	1
104	с другой стороны	1	1
105	одного и того	1	1
106	является одной из	1	1
107	слова то есть	1	1
108	уже не только	1	1
109	лишь там где	2	1
110	все это как	1	1
111	в нем борьбу	1	1
112	вовсе не является	1	1
113	в том что	4	1
114	именно потому что	1	1
115	и эта форма	1	1
116	в жизни и	1	1
117	и здесь остается	1	1
