N	3gram	Vinokur_Ku_2	Tvorches
1	и т д	14	11
2	то же время	3	7
3	в то же	3	7
4	в соответствии с	2	4
5	до сих пор	1	3
6	не может быть	4	3
7	в самом деле	7	2
8	влечет за собой	1	2
9	в отличие от	2	2
10	в наше время	2	2
11	на этот вопрос	2	2
12	по крайней мере	6	2
13	едва ли не	1	2
14	так же как	2	2
15	во всяком случае	5	2
16	с другой стороны	7	2
17	и т п	24	2
18	о том что	1	2
19	с полным правом	1	2
20	в том что	10	2
21	том что в	1	1
22	хотя и не	1	1
23	что однако не	1	1
24	дело в том	1	1
25	и потому что	2	1
26	может и не	1	1
27	т д и	1	1
28	уже в процессе	1	1
29	сих пор еще	1	1
30	на точку зрения	1	1
31	сами по себе	1	1
32	в первую очередь	1	1
33	можно было бы	9	1
34	точно так же	3	1
35	большую роль в	1	1
36	то или иное	2	1
37	не то что	1	1
38	только потому что	6	1
39	в том смысле	1	1
40	выше было показано	1	1
41	только то что	1	1
42	отвечает на вопрос	1	1
43	в первый раз	1	1
44	тем что он	2	1
45	в противоречии с	1	1
46	не должен быть	1	1
47	в году в	1	1
48	в известном смысле	1	1
49	не могут быть	1	1
50	т п эта	1	1
51	не только для	1	1
52	это своего рода	1	1
53	в свою очередь	2	1
54	это все же	1	1
55	в связи с	3	1
56	в виду что	1	1
57	не только потому	2	1
58	к тому же	1	1
59	ответ на этот	1	1
60	потому что они	1	1
61	по себе не	2	1
62	в то время	1	1
63	того или иного	2	1
64	д и т	1	1
65	т д в	1	1
66	хотя и с	1	1
67	ничего общего с	1	1
68	и никогда не	1	1
69	с самого начала	1	1
70	в конечном счете	2	1
71	мы знаем что	2	1
72	можно встретить и	1	1
73	но это не	1	1
74	не значит что	1	1
75	и прежде всего	1	1
76	в предисловии к	1	1
77	и в том	2	1
78	они имеют смысл	1	1
79	как и в	1	1
80	известно что в	1	1
81	мы говорим о	2	1
82	положение нуждается в	1	1
83	и в другом	2	1
