N	3gram	Bakhtin_Fr_1	Marksizm
1	с точки зрения	3	20
2	не может быть	1	13
3	в самом деле	1	9
4	и не может	1	9
5	до сих пор	4	8
6	в связи с	1	7
7	в настоящее время	1	6
8	в отличие от	4	5
9	до настоящего времени	1	5
10	с другой стороны	1	5
11	в отношении к	1	4
12	вполне понятно что	2	3
13	этот вопрос мы	2	3
14	в этом отношении	3	3
15	на этот вопрос	2	3
16	и здесь мы	1	3
17	и пр в	1	3
18	то же время	1	3
19	и т.п в	2	3
20	но все же	2	3
21	можно сказать что	1	3
22	в большинстве случаев	2	3
23	в то же	1	3
24	для того чтобы	1	3
25	в том что	6	3
26	нет и не	1	2
27	или хотя бы	1	2
28	пр и пр	1	2
29	все формы и	1	2
30	сводится к тому	1	2
31	в чем же	1	2
32	но при этом	1	2
33	в том числе	10	2
34	всякой связи с	1	2
35	на первый план	1	2
36	на самом же	3	2
37	том числе и	7	2
38	и пр и	1	2
39	во всех областях	1	2
40	в узком смысле	2	2
41	но в то	1	2
42	во всяком случае	1	2
43	не могут быть	1	2
44	по отношению к	1	2
45	дополняют друг друга	1	2
46	точки зрения тех	1	2
47	жизни в этом	1	2
48	и прежде всего	3	2
49	в нем нет	1	2
50	самом же деле	3	2
51	все более и	1	1
52	все разобранные нами	1	1
53	в ней в	1	1
54	еще только в	1	1
55	и пр но	1	1
56	чуть ли не	1	1
57	прав отказываясь выводить	1	1
58	по ту сторону	1	1
59	там где они	1	1
60	большей или меньшей	4	1
61	и так сказать	1	1
62	и все остальные	1	1
63	xix века и	1	1
64	она нашла свое	1	1
65	первый план выдвигается	1	1
66	т.п все эти	1	1
67	том что он	1	1
68	а между тем	1	1
69	как бы ни	2	1
70	за пределы нашей	2	1
71	нашла свое наиболее	1	1
72	языка но и	1	1
73	жизни в ее	1	1
74	до известной степени	1	1
75	сами по себе	1	1
76	сказать что и	1	1
77	но и в	2	1
78	и т.п но	1	1
79	большое место в	1	1
80	это вовсе не	1	1
81	связанных как с	1	1
82	в основе своей	2	1
83	следовательно и к	1	1
84	так и с	1	1
85	чем иным как	1	1
86	может быть только	1	1
87	и вовсе не	2	1
88	так сказать в	1	1
89	почти ничего не	1	1
90	нет места для	1	1
91	к частному и	1	1
92	в значительной степени	2	1
93	не чем иным	1	1
94	лежит в основе	1	1
95	пределы нашей работы	2	1
96	с одной стороны	2	1
97	и в большинстве	1	1
98	этих форм с	1	1
99	прежде всего необходимо	1	1
100	половины xix века	1	1
101	в последнее время	1	1
102	в большей или	4	1
103	на этой же	1	1
104	и не касается	1	1
105	нам придется неоднократно	1	1
106	взаимно дополняют друг	1	1
107	в целом ряде	1	1
108	все эти формы	1	1
109	в его целом	1	1
110	был связан с	1	1
111	до наших дней	1	1
112	на французской почве	1	1
113	нем нет ничего	1	1
114	вовсе не в	2	1
115	всей нашей работы	1	1
116	вне всякой связи	1	1
117	при таком подходе	2	1
118	так и в	2	1
119	он не знает	1	1
120	второй половины xix	2	1
121	xvii и xviii	2	1
122	нашей работы мы	1	1
123	очень далек от	2	1
124	более и более	1	1
125	не только в	1	1
126	выходит за пределы	3	1
127	не может стать	1	1
128	и полнее всего	1	1
129	в новое время	3	1
130	и его формы	1	1
131	друг от друга	1	1
132	и т.п все	2	1
133	как мы уже	5	1
134	в применении к	3	1
135	на самом деле	2	1
136	друг с другом	1	1
137	и в нем	1	1
138	во многих отношениях	1	1
139	одна из основных	1	1
140	и до настоящего	1	1
141	в его концепции	2	1
142	как мы говорили	1	1
143	той или иной	5	1
144	его формы и	1	1
