1	до сих пор	3	5
2	в то же	5	5
3	то же время	5	5
4	можно сказать что	2	4
5	более или менее	3	3
6	в том что	16	3
7	как мы уже	1	3
8	как и в	2	3
9	так и в	2	2
10	он не знает	1	2
11	в смысле совокупности	1	2
12	все то что	1	2
13	тем не менее	3	2
14	а между тем	2	2
15	о том что	1	2
16	в собственном смысле	2	2
17	сих пор еще	1	2
18	и вообще в	1	2
19	и человека и	1	1
20	в целом и	1	1
21	можно себе представить	1	1
22	если скажем что	1	1
23	но и в	4	1
24	а потому и	1	1
25	с нашей точки	1	1
26	каждого из этих	1	1
27	таким образом и	1	1
28	после того как	1	1
29	смысле этого слова	7	1
30	и то что	1	1
31	свою мысль так	1	1
32	в ней происходит	1	1
33	потому что я	1	1
34	то что я	2	1
35	то же самое	1	1
36	друг от друга	1	1
37	не подлежит сомнению	1	1
38	но тем не	2	1
39	жизни и потому	2	1
40	в сознании и	2	1
41	по крайней мере	5	1
42	не может быть	3	1
43	по отношению к	5	1
44	что для этого	1	1
45	в этом отношении	2	1
46	и может быть	2	1
47	одной и той	2	1
48	может быть только	3	1
49	равно как и	1	1
50	и тот же	1	1
51	на него как	1	1
52	что касается до	1	1
53	в сущности совершенно	1	1
54	каждого из них	1	1
55	мысли как бы	1	1
56	именно тем что	1	1
57	и в каждой	2	1
58	к одной и	1	1
59	это было бы	1	1
60	и той же	2	1
61	так или иначе	1	1
62	именно потому что	1	1
63	а вместе с	1	1
64	к вопросу о	1	1
65	и здесь как	1	1
66	здесь как и	1	1
67	между людьми и	1	1
68	и тем самым	1	1
69	с другой стороны	4	1
70	потому что они	1	1
71	не все равно	1	1
72	а может быть	1	1
73	носит в себе	1	1
74	в своей совокупности	1	1
75	еще не знает	1	1
76	один и тот	1	1
77	вместе с ним	1	1
78	в область истории	1	1
79	к мысли о	1	1
80	а не в	1	1
