N	3gram	Voloshinov_1	Istorich
1	и т д	1	18
2	мы знаем что	3	10
3	до сих пор	3	6
4	в этом случае	1	5
5	в том что	4	5
6	но все же	1	4
7	что он не	1	4
8	со всех сторон	1	4
9	по отношению к	9	3
10	с одной стороны	1	3
11	мы уже знаем	2	3
12	мы увидим что	4	3
13	и может быть	2	2
14	что он умер	1	2
15	иметь в виду	1	2
16	на самом деле	2	2
17	так как в	1	2
18	знаем что он	1	2
19	мы не будем	1	2
20	в таких случаях	2	2
21	но и в	1	2
22	во всех этих	1	2
23	не может быть	3	2
24	о том что	1	2
25	с самого начала	5	2
26	то же явление	1	2
27	знаем что в	1	2
28	том что в	1	1
29	его таким образом	1	1
30	говорит об этом	1	1
31	его в том	1	1
32	и той же	1	1
33	через некоторое время	1	1
34	из них но	1	1
35	в одной из	1	1
36	в зависимости от	2	1
37	сам по себе	2	1
38	не умирает и	1	1
39	они сами должны	1	1
40	в отличие от	1	1
41	в свою противоположность	1	1
42	оно и есть	1	1
43	этим же объясняется	1	1
44	а может быть	1	1
45	то это означает	1	1
46	наступления половой зрелости	2	1
47	связь с другими	1	1
48	что он был	1	1
49	до конца и	1	1
50	в высшей степени	2	1
51	ответ на это	1	1
52	в себя и	1	1
53	и то же	1	1
54	в мифах и	1	1
55	тем не менее	2	1
56	но вместе с	2	1
57	то что он	1	1
58	в следующей главе	3	1
59	тесно связанным с	1	1
60	во время сна	1	1
61	на вопрос о	1	1
62	мы можем сказать	2	1
63	бы он действительно	1	1
64	все это только	1	1
65	мы не можем	1	1
66	все же остается	1	1
67	это и есть	1	1
68	к этому времени	2	1
69	что мы знаем	1	1
70	и прежде всего	5	1
71	ситуация при которой	1	1
72	это как бы	2	1
73	из этих двух	1	1
74	одной и той	1	1
75	взять на себя	1	1
76	и дать ему	1	1
77	том что он	2	1
78	можем сказать что	2	1
79	может быть даже	1	1
80	но никогда не	1	1
81	но в отличие	1	1
82	мы видели что	1	1
83	но если мы	2	1
