N	3gram	Tiupa_Narr_1	Dialekti
1	с точки зрения	2	9
2	в том что	8	9
3	что иное как	2	8
4	не что иное	2	8
5	по крайней мере	1	7
6	не может быть	5	6
7	то же время	3	6
8	в то же	3	6
9	есть не что	1	5
10	в этом смысле	1	4
11	само по себе	1	4
12	подобно тому как	2	4
13	и тем более	1	4
14	в меру того	1	4
15	есть прежде всего	1	3
16	то или иное	2	3
17	в данный момент	1	2
18	и в то	1	2
19	мы не имеем	1	2
20	сам по себе	1	2
21	точно так же	2	2
22	с этой точки	1	2
23	может быть без	1	2
24	ту или иную	2	2
25	ни на что	1	2
26	этой точки зрения	2	2
27	иметь в виду	1	2
28	что оно есть	1	2
29	в свою очередь	3	2
30	тем не менее	3	2
31	не может не	2	1
32	что в этом	1	1
33	только потому что	1	1
34	не могло не	1	1
35	мы имеем дело	2	1
36	прежде всего в	1	1
37	дело в том	1	1
38	а не в	2	1
39	не только о	2	1
40	и даже не	1	1
41	в себе не	1	1
42	же как и	1	1
43	он не может	1	1
44	может быть только	1	1
45	не было и	1	1
46	из них в	1	1
47	не входит в	1	1
48	в отличие от	5	1
49	можно сказать что	4	1
50	во всей его	1	1
51	в основе своей	4	1
52	и не в	4	1
53	некоторые из них	1	1
54	и то что	1	1
55	как и на	2	1
56	а не только	1	1
57	содержит в себе	1	1
58	в данном случае	4	1
59	не только в	2	1
60	как переход от	1	1
61	или иное состояние	1	1
62	не есть само	1	1
63	дело прежде всего	1	1
64	и при этом	1	1
65	качестве одного из	1	1
66	это не так	1	1
67	и как бы	1	1
68	жизнь личности в	1	1
69	то что было	1	1
70	так или иначе	2	1
71	в нем не	1	1
72	вовсе и не	1	1
73	в качестве одного	1	1
74	а именно с	1	1
75	в связи с	2	1
76	а не как	1	1
77	было и не	1	1
78	по себе не	1	1
79	не имеет значения	1	1
80	все те же	4	1
81	его жизни и	1	1
82	как того требует	1	1
83	о том что	6	1
84	и прежде всего	1	1
85	в себя и	2	1
86	речь идет о	2	1
87	но все же	4	1
88	включает в себя	1	1
89	ни с чем	1	1
90	с другой стороны	4	1
91	может и не	1	1
92	друг от друга	1	1
93	совершенно очевидно что	1	1
94	но это не	1	1
95	легко может быть	1	1
96	тех или иных	1	1
97	оно и не	1	1
98	даже если это	1	1
99	никогда и не	1	1
100	перед нами не	2	1
101	по себе а	1	1
102	поскольку речь идет	1	1
103	той или иной	4	1
104	он еще не	1	1
