N	3gram	Propp_Isto_5	Mirosoze
1	не может быть	3	8
2	для того чтобы	3	4
3	что и в	2	4
4	же как и	2	3
5	до сих пор	2	3
6	так же как	3	3
7	у него нет	1	3
8	и он же	1	2
9	а не в	1	2
10	это означает что	1	2
11	подобно тому как	1	2
12	потому что он	2	2
13	в свою противоположность	2	2
14	но это не	2	2
15	т е в	3	2
16	о том что	4	2
17	по отношению к	2	2
18	как и в	2	2
19	после того как	3	2
20	в том что	2	2
21	мы увидим что	1	2
22	в тот момент	1	1
23	мы видим в	1	1
24	потому что в	1	1
25	только тогда когда	1	1
26	в нем и	3	1
27	с точки зрения	1	1
28	и с изображением	1	1
29	сам по себе	1	1
30	что он не	1	1
31	но и в	2	1
32	в себе и	1	1
33	не сам по	1	1
34	на то что	2	1
35	для него с	1	1
36	он думает что	1	1
37	он доходит до	1	1
38	мира и не	1	1
39	что у него	1	1
40	но так как	2	1
41	что случилось с	1	1
42	они не имеют	1	1
43	на наших глазах	1	1
44	хотя бы в	1	1
45	в землю и	1	1
46	на самом деле	1	1
47	то же что	1	1
