N	2gram	Tiupa_Anal_1	Problema
1	то есть	11	46
2	в его	13	43
3	и не	21	42
4	и в	18	38
5	эстетический объект	6	37
6	эстетического объекта	11	37
7	познания и	1	30
8	не может	22	27
9	может быть	29	26
10	как бы	5	22
11	по отношению	6	21
12	в художественном	3	20
13	отнюдь не	15	19
14	отношению к	5	19
15	и с	2	17
16	и его	5	16
17	и поступка	1	15
18	в этом	13	15
19	в нем	3	15
20	и т	3	14
21	эстетического анализа	2	13
22	только в	6	13
23	т п	3	13
24	прежде всего	6	13
25	независимо от	1	13
26	но не	10	12
27	за пределы	2	12
28	художественного творчества	2	12
29	в искусстве	2	12
30	художественного произведения	5	11
31	во всех	1	11
32	в области	4	11
33	ни в	4	11
34	и для	1	11
35	не входит	1	10
36	отношение к	2	10
37	таким образом	3	10
38	в их	5	10
39	художественном творчестве	1	10
40	к нему	3	10
41	не только	15	9
42	его в	1	9
43	имеет дело	1	9
44	но и	17	9
45	и как	5	8
46	входит в	1	8
47	было бы	2	8
48	точки зрения	6	8
49	место в	3	8
50	произведения как	7	8
51	в том	27	8
52	и др	1	8
53	художественное произведение	5	8
54	то что	6	8
55	еще не	3	7
56	в самом	6	7
57	как и	13	7
58	и становится	1	7
59	не в	14	7
60	как мы	2	7
61	художественное творчество	2	7
62	с другой	4	7
63	между тем	5	7
64	слова в	1	7
65	эстетический анализ	2	7
66	объекта и	3	7
67	но отнюдь	1	7
68	совершенно не	1	7
69	в своей	6	7
70	что в	5	7
71	отношения к	2	6
72	самом деле	2	6
73	на основе	2	6
74	и наконец	1	6
75	в пределах	2	6
76	не к	2	6
77	не всегда	4	6
78	с точки	4	6
79	в психике	2	6
80	не есть	8	6
81	ничего не	1	6
82	дело с	4	6
83	есть чисто	2	6
84	произведение в	2	6
85	все же	4	6
86	а в	9	6
87	себя как	1	5
88	художественном произведении	1	5
89	тем как	1	5
90	отличие от	6	5
91	все эти	2	5
92	объекта в	1	5
93	при этом	12	5
94	то же	9	5
95	это не	6	5
96	в них	1	5
97	далеко не	6	5
98	в отличие	6	5
99	творчества и	2	5
100	так и	4	5
101	произведения в	11	5
102	в основе	6	5
103	и о	2	5
104	никогда не	2	5
105	с ним	4	5
106	может иметь	2	5
107	а не	17	5
108	могут быть	4	5
109	должно быть	2	5
110	эстетическим объектом	4	5
111	все они	1	5
112	имеет место	5	5
113	на самом	2	4
114	объект как	1	4
115	должна быть	1	4
116	в виду	1	4
117	в ней	1	4
118	объект не	1	4
119	конечном счете	4	4
120	как в	1	4
121	но в	8	4
122	к художественному	1	4
123	в нашем	3	4
124	в себе	11	4
125	произведение как	1	4
126	в данном	2	4
127	объект и	1	4
128	с миром	1	4
129	не менее	1	4
130	тем самым	7	4
131	в то	9	4
132	здесь не	2	4
133	в ее	1	4
134	данном случае	2	4
135	в произведении	5	4
136	не с	4	4
137	о том	5	4
138	направленной на	1	4
139	в конечном	4	4
140	принципиально не	3	4
141	и только	1	4
142	что не	3	4
143	в романе	1	4
144	более того	3	4
145	не способна	1	4
146	и потому	2	4
147	искусства но	1	4
148	себя самого	1	4
149	хотя бы	3	4
150	может и	1	4
151	между ними	1	4
152	другой стороны	2	4
153	также и	2	3
