N	2gram	Potebnia_M_1	Istorich
1	и в	39	28
2	и т	6	25
3	может быть	27	25
4	т д	4	22
5	а не	21	15
6	не может	22	15
7	никогда не	4	14
8	мы имеем	1	13
9	мы должны	3	13
10	для нас	9	13
11	то же	6	12
12	не только	21	12
13	что в	22	12
14	мы видим	4	11
15	только в	25	11
16	мы не	10	10
17	все же	6	10
18	и что	10	10
19	что он	1	10
20	мы увидим	3	10
21	но и	20	10
22	прежде всего	4	10
23	не в	15	9
24	так и	13	9
25	о том	2	9
26	то что	10	9
27	в том	26	9
28	и не	18	9
29	в этом	15	8
30	но в	9	8
31	что это	3	8
32	таким образом	13	8
33	не всегда	1	8
34	если бы	14	8
35	в ней	7	7
36	это не	7	7
37	еще не	6	7
38	этот вопрос	2	7
39	что мы	4	7
40	так же	5	7
41	том что	16	7
42	было бы	12	7
43	в этих	7	7
44	а в	5	7
45	в этой	3	6
46	его в	1	6
47	так например	3	6
48	тем не	6	6
49	не менее	6	6
50	к тому	4	6
51	что и	6	6
52	вслед за	1	6
53	так как	21	6
54	с другой	7	6
55	вместе с	8	6
56	когда он	1	6
57	видно что	2	6
58	например в	1	5
59	должна быть	3	5
60	вопрос о	4	5
61	мы будем	2	5
62	что они	1	5
63	в своем	3	5
64	более или	1	5
65	увидим что	4	5
66	что она	1	5
67	их в	1	5
68	или менее	1	5
69	можно было	1	5
70	в его	5	5
71	но не	8	5
72	в одном	8	5
73	до сих	1	5
74	к которому	3	5
75	сих пор	1	5
76	или в	2	5
77	не должен	1	5
78	сказать что	3	5
79	другой стороны	5	5
80	и даже	4	4
81	и для	5	4
82	и на	1	4
83	то мы	2	4
84	одним словом	2	4
85	не то	1	4
86	не все	2	4
87	с этим	7	4
88	все эти	1	4
89	на то	2	4
90	но все	2	4
91	и с	3	4
92	с тем	5	4
93	как и	9	4
94	даже в	1	4
95	на него	3	4
96	связи с	3	4
97	должны быть	7	4
98	здесь не	1	4
99	так в	1	4
100	того что	8	4
101	с одной	3	4
102	потому что	52	4
103	так что	16	4
104	к ним	2	4
105	превращается в	1	4
106	один из	1	4
107	связь с	2	4
108	одной стороны	3	4
109	могут быть	9	4
110	там где	4	4
111	как будто	2	4
112	все это	1	4
113	в связи	1	4
114	это так	1	4
115	хотя бы	2	4
116	но это	5	4
117	но оно	3	4
118	и другие	1	4
119	они не	1	4
120	чтобы не	2	3
121	начинается с	1	3
122	ему в	1	3
123	то это	5	3
124	видели что	1	3
125	по отношению	13	3
126	перед нами	1	3
127	могли бы	2	3
128	при этом	6	3
129	ключ к	2	3
130	не как	1	3
131	и по	6	3
132	на этом	1	3
133	же не	1	3
134	в другом	1	3
135	из них	1	3
136	не с	1	3
137	показывает что	3	3
138	во время	1	3
139	нас не	1	3
140	в котором	1	3
141	в их	2	3
142	выше мы	1	3
143	и эти	1	3
144	бы быть	4	3
145	что например	3	3
146	по себе	10	3
147	эта мысль	2	3
148	в то	4	3
149	дело в	2	3
150	того как	6	3
151	есть только	11	3
152	должен быть	1	3
153	как мы	2	3
154	действия и	1	3
155	в образе	1	3
156	для этого	2	3
157	и должно	2	3
158	связь между	2	3
159	в какой	1	3
160	во всем	4	3
161	в стороне	4	3
162	должен был	1	3
163	и его	5	3
164	уже не	2	3
165	не можем	2	3
166	если мы	3	3
167	следовало бы	1	3
168	в начале	2	3
169	или даже	3	3
170	силы природы	1	3
171	и их	3	3
172	то время	1	3
173	которые могут	1	3
174	тем что	9	3
175	эти формы	2	3
176	именно в	1	3
177	что же	2	3
178	будто бы	1	3
179	отношению к	13	3
180	к сожалению	1	3
181	точно так	11	3
182	отношения к	1	2
183	одним из	2	2
184	же как	1	2
185	и потому	5	2
186	в зависимости	1	2
187	по его	7	2
188	что если	3	2
189	не вполне	1	2
190	в некотором	2	2
191	когда мы	2	2
192	зависимости от	1	2
193	стороны его	1	2
194	на них	1	2
195	столь же	3	2
196	бы то	2	2
197	во всех	5	2
198	то он	2	2
199	легко может	1	2
200	а только	4	2
201	значение и	2	2
202	ответ на	1	2
203	должны были	1	2
204	что формы	1	2
