N	2gram	Vygotskiy__2	NovoeSre
1	а не	7	17
2	и в	32	16
3	не может	17	16
4	и не	10	11
5	что в	20	9
6	как не	2	8
7	в том	37	8
8	жизни и	4	8
9	он не	6	8
10	культуры и	1	7
11	в этом	13	7
12	к новому	1	7
13	в новой	2	7
14	может быть	18	7
15	не будет	1	7
16	как и	10	7
17	это есть	1	7
18	высшей степени	1	6
19	с его	2	6
20	не в	8	6
21	ни в	2	6
22	в высшей	1	6
23	никогда не	9	6
24	но это	2	6
25	должен быть	1	5
26	с ее	3	5
27	в ней	5	5
28	и к	3	5
29	не только	12	5
30	в жизни	4	5
31	все это	5	5
32	в нем	4	5
33	быть может	1	4
34	о том	6	4
35	и мы	6	4
36	в них	2	4
37	то что	21	4
38	это не	2	4
39	прежде всего	1	4
40	не было	2	4
41	должно быть	1	4
42	есть лишь	1	4
43	по своему	3	4
44	значит что	3	4
45	не менее	8	4
46	и для	4	4
47	не имеет	4	4
48	и все	4	4
49	потому что	21	4
50	наши дни	1	3
51	с другой	3	3
52	смысле слова	1	3
53	в ее	2	3
54	человека и	1	3
55	еще не	2	3
56	во всех	3	3
57	за пределы	1	3
58	в истории	1	3
59	наряду с	4	3
60	как в	9	3
61	конечно не	1	3
62	не значит	2	3
63	к ним	2	3
64	подобно тому	2	3
65	но и	10	3
66	это было	3	3
67	не есть	1	3
68	с тем	11	3
69	в своей	3	3
70	тому как	3	3
71	в россии	1	3
72	она не	2	3
73	эти формы	1	3
74	не существует	2	3
75	жизни не	1	3
76	в основе	11	3
77	к тому	7	3
78	в наши	1	3
79	сказать что	7	3
80	и это	4	2
81	же как	4	2
82	это и	1	2
83	переходе от	2	2
84	время как	3	2
85	роль в	2	2
86	не имеют	2	2
87	можно было	7	2
88	так и	3	2
89	времени и	1	2
90	мы не	3	2
91	мира и	1	2
92	и с	4	2
93	для этого	3	2
94	стремление к	1	2
95	и должно	1	2
96	и что	22	2
97	и на	5	2
98	много ли	1	2
99	но не	2	2
100	которую она	1	2
101	сильнее и	1	2
102	века и	1	2
103	все время	6	2
104	с этим	4	2
105	ни к	1	2
106	но в	3	2
107	все эти	7	2
108	с одной	1	2
109	думать что	3	2
110	в себе	2	2
111	уже не	1	2
112	начал и	1	2
113	не могла	1	2
114	ли есть	1	2
115	не к	3	2
116	том чтобы	3	2
117	нашего времени	1	2
118	люди не	1	2
119	что она	16	2
120	и заключается	3	2
121	в одну	1	2
122	что все	9	2
123	и даже	5	2
124	этом смысле	1	2
125	к более	1	2
126	зависит от	2	2
127	духовной жизни	1	2
128	и было	1	2
129	для чего	1	2
130	том что	21	2
131	вместе с	2	2
132	так же	18	2
133	мы говорим	1	2
134	место в	2	2
135	одной стороны	1	2
136	такого рода	1	2
137	мир и	1	2
138	другой стороны	2	2
139	по существу	3	2
140	не могли	3	2
141	том и	2	2
142	как будто	7	2
143	и формы	1	2
144	как это	4	2
145	такой же	7	2
146	в смысле	3	2
147	в то	5	2
148	одна из	1	2
149	того чтобы	14	2
150	формы и	6	2
151	и от	2	2
152	в русском	2	2
153	хотя бы	3	2
154	а в	4	2
155	от всякого	1	2
156	ли это	2	2
157	заключается что	1	2
158	когда мы	2	2
159	могут быть	4	2
160	из ее	1	2
161	и служить	1	1
162	применить к	1	1
163	от этой	1	1
164	производят впечатление	1	1
165	людей в	1	1
166	для себя	1	1
167	он может	1	1
168	только потому	2	1
169	характер и	1	1
170	и острее	1	1
171	по преимуществу	1	1
172	приводит к	1	1
173	и до	4	1
