N	2gram	Propp_Isto_5	Tvorches
1	и в	25	21
2	как бы	2	17
3	в то	3	15
4	то же	4	13
5	в его	12	13
6	как и	7	12
7	же время	1	12
8	что в	8	12
9	том что	8	11
10	все это	4	10
11	как в	6	8
12	он не	4	8
13	то что	7	8
14	и на	8	7
15	но в	1	7
16	не только	13	7
17	при этом	1	7
18	тем самым	1	7
19	во многом	1	7
20	у него	2	7
21	и не	11	7
22	в том	6	7
23	в свою	3	7
24	в этом	10	6
25	человека в	3	6
26	в котором	1	6
27	не менее	4	6
28	и его	9	6
29	он сам	1	6
30	о том	7	6
31	и все	3	6
32	что он	22	6
33	для него	1	6
34	xix века	1	6
35	а в	3	6
36	отнюдь не	1	5
37	все же	10	5
38	в этой	3	5
39	таким образом	9	5
40	вовсе не	2	5
41	в своих	1	5
42	в русской	3	5
43	потому что	7	5
44	как будто	1	5
45	только в	7	5
46	может быть	17	5
47	а не	2	5
48	но это	7	5
49	это уже	2	5
50	хотя бы	1	5
51	человека и	2	4
52	не имеют	1	4
53	в своем	1	4
54	и как	3	4
55	та же	1	4
56	в целом	3	4
57	это не	6	4
58	в своей	2	4
59	человек по	1	4
60	одной из	1	4
61	прежде всего	6	4
62	в момент	1	4
63	не может	6	4
64	и от	1	4
65	в основном	4	4
66	один из	2	4
67	с большой	2	4
68	одним из	2	4
69	ту же	2	3
70	и т	20	3
71	на самом	1	3
72	той же	1	3
73	я не	1	3
74	не был	1	3
75	время в	2	3
76	в самом	1	3
77	сливается с	1	3
78	представляет собой	7	3
79	в нем	7	3
80	он ни	1	3
81	и по	2	3
82	что все	4	3
83	и с	3	3
84	и других	2	3
85	соответствии с	1	3
86	в их	1	3
87	место в	1	3
88	представление о	17	3
89	даже в	2	3
90	дело не	1	3
91	самого начала	1	3
92	не по	1	3
93	никогда не	3	3
94	он видит	4	3
95	приходит к	1	3
96	и другие	1	3
97	с самого	1	3
98	в дальнейшем	4	3
99	с ним	4	3
100	в ту	1	3
101	того что	2	3
102	по мнению	1	3
103	уже не	11	3
104	уже в	2	3
105	в виде	9	3
106	говорит о	2	3
107	не так	1	3
108	так как	11	3
109	в соответствии	1	3
110	в которой	4	3
111	связан с	2	3
112	и даже	1	3
113	с другой	9	3
114	но и	13	3
115	что человек	1	3
116	ни на	1	3
117	но не	5	3
118	в книге	3	3
119	на берегу	2	3
120	но если	1	3
121	жизни и	2	3
122	ее в	2	3
123	так же	5	3
124	себя как	1	2
125	вряд ли	1	2
126	в нашей	1	2
127	того же	2	2
128	самом деле	2	2
129	когда человек	2	2
130	а как	2	2
131	есть не	1	2
132	на первом	1	2
133	и он	6	2
134	героя и	3	2
135	в ней	5	2
136	в отличие	1	2
137	не нужно	1	2
138	не то	1	2
139	если в	3	2
140	отличие от	1	2
141	человек может	1	2
142	в одной	1	2
143	как к	1	2
144	что как	1	2
145	когда он	2	2
146	говорит что	1	2
147	и наконец	1	2
148	то в	2	2
149	в себе	1	2
150	что она	1	2
151	тем не	4	2
152	в комнату	1	2
153	здесь мы	5	2
154	а затем	7	2
155	этом он	1	2
156	известно что	1	2
157	свою противоположность	2	2
158	и тем	4	2
159	в данном	3	2
160	такой же	2	2
161	в этих	6	2
162	говорит об	1	2
163	не в	6	2
164	но он	2	2
165	на свете	1	2
166	он испытывает	1	2
167	одна из	2	2
168	в основе	1	2
169	к ней	1	2
