N	2gram	Bakhtin_Fr_4	Tvorches
1	и в	29	21
2	как бы	8	17
3	в то	10	15
4	то же	10	13
5	в его	8	13
6	то есть	21	12
7	как и	12	12
8	же время	8	12
9	что в	1	12
10	с его	4	11
11	том что	3	11
12	все это	4	10
13	в романе	10	10
14	как в	2	8
15	он не	3	8
16	то что	4	8
17	в году	3	7
18	и на	11	7
19	но в	12	7
20	не только	10	7
21	при этом	3	7
22	у него	5	7
23	и не	16	7
24	в том	7	7
25	в свою	1	7
26	в этом	11	6
27	в котором	2	6
28	и его	8	6
29	по природе	1	6
30	он сам	1	6
31	о том	2	6
32	и все	13	6
33	что он	4	6
34	для него	1	6
35	жизни в	2	6
36	все же	3	5
37	в этой	13	5
38	таким образом	20	5
39	вовсе не	9	5
40	в своих	2	5
41	потому что	1	5
42	как будто	2	5
43	только в	2	5
44	может быть	2	5
45	но это	4	5
46	человека и	1	4
47	конечном счете	1	4
48	в своем	3	4
49	и как	3	4
50	в целом	1	4
51	это не	5	4
52	в своей	5	4
53	мысли и	1	4
54	своего рода	6	4
55	не случайно	3	4
56	в мире	1	4
57	времени и	2	4
58	в конечном	1	4
59	одной из	2	4
60	прежде всего	8	4
61	на эту	3	4
62	не может	2	4
63	и от	1	4
64	один из	4	4
65	ту же	1	3
66	на самом	4	3
67	это и	5	3
68	той же	3	3
69	что я	2	3
70	со всеми	1	3
71	хотя и	2	3
72	в самом	1	3
73	сливается с	1	3
74	в нем	5	3
75	в россии	1	3
76	на его	2	3
77	на земле	1	3
78	и по	5	3
79	что все	1	3
80	и с	9	3
81	и других	3	3
82	на протяжении	1	3
83	соответствии с	2	3
84	далеко не	5	3
85	в их	2	3
86	место в	2	3
87	даже в	1	3
88	дело не	1	3
89	самого начала	3	3
90	дело в	2	3
91	не по	1	3
92	никогда не	2	3
93	с ее	3	3
94	и другие	2	3
95	с самого	3	3
96	в дальнейшем	3	3
97	с ним	2	3
98	там же	3	3
99	в ту	2	3
100	того что	3	3
101	времени как	1	3
102	уже не	2	3
103	уже в	2	3
104	в виде	1	3
105	говорит о	1	3
106	так как	7	3
107	в соответствии	1	3
108	в которой	4	3
109	связан с	4	3
110	и даже	3	3
111	с другой	4	3
112	но и	9	3
113	но не	2	3
114	в книге	1	3
115	это как	1	3
116	жизни и	4	3
117	это в	2	3
118	так же	7	3
119	себя как	1	2
120	вряд ли	1	2
121	того же	5	2
122	самом деле	1	2
123	некоторые из	3	2
124	по преимуществу	3	2
125	мировоззрения и	1	2
126	а как	2	2
127	но она	2	2
128	кто же	1	2
129	и он	1	2
130	в ней	3	2
131	собой в	1	2
132	в отличие	1	2
133	людей в	1	2
134	ту эпоху	2	2
135	во имя	1	2
136	в чем	3	2
137	если в	2	2
138	отличие от	1	2
139	в одной	2	2
140	как к	3	2
141	этот город	1	2
142	и наконец	2	2
143	и будущее	1	2
144	то в	3	2
145	но его	1	2
146	отчасти и	1	2
147	в себе	3	2
148	на площади	2	2
149	что она	1	2
150	так сказать	2	2
151	здесь мы	1	2
152	не будет	1	2
153	а затем	3	2
154	этом он	2	2
155	о котором	1	2
156	в данном	1	2
157	такой же	3	2
158	в один	2	2
159	и того	1	2
160	в этих	2	2
161	не столько	2	2
162	но он	6	2
163	на свете	2	2
164	между людьми	1	2
165	в основе	2	2
166	но только	2	2
167	людей и	1	2
168	прямо в	1	2
169	которого он	1	2
170	в духе	1	2
171	в кн	5	2
