N	2gram	Voloshinov_2	StatiiOP
1	и в	19	29
2	том что	10	27
3	в том	7	27
4	в этом	15	21
5	не только	13	19
6	но и	10	19
7	что в	2	19
8	о том	3	17
9	в его	5	13
10	что он	4	13
11	в которой	1	11
12	то что	4	11
13	все это	1	11
14	таким образом	14	10
15	к тому	6	10
16	в своем	2	9
17	он не	3	9
18	потому что	1	9
19	так и	10	9
20	этом отношении	1	9
21	и не	19	9
22	как на	2	9
23	но в	7	8
24	как раз	4	8
25	и пр	25	8
26	по поводу	1	8
27	в ней	3	7
28	в самом	6	7
29	так например	1	7
30	но все	1	7
31	в своей	3	7
32	в котором	3	7
33	не столько	1	7
34	тому что	4	7
35	для того	6	7
36	с тем	1	7
37	вместе с	2	7
38	одним из	2	6
39	вопрос о	2	6
40	и на	5	6
41	все же	5	6
42	вовсе не	11	6
43	того чтобы	6	6
44	и его	16	6
45	и что	1	6
46	в одном	1	6
47	до сих	3	6
48	в течение	1	6
49	было бы	4	5
50	точки зрения	17	5
51	в русской	1	5
52	в языке	7	5
53	того что	4	5
54	между тем	6	5
55	в качестве	3	5
56	прежде всего	7	5
57	а не	9	5
58	о чем	2	5
59	в той	5	5
60	как бы	19	5
61	сих пор	3	5
62	если б	3	4
63	речь идет	1	4
64	кроме того	1	4
65	хотя и	1	4
66	не приходится	1	4
67	в нем	11	4
68	в другом	3	4
69	и с	2	4
70	не в	10	4
71	дело в	1	4
72	ничего не	4	4
73	но также	1	4
74	и о	2	4
75	внимание на	1	4
76	но с	1	4
77	связи с	13	4
78	для него	9	4
79	с другой	3	4
80	именно в	2	4
81	в речи	2	4
82	еще более	2	4
83	того времени	1	4
84	а как	4	4
85	к этому	5	4
86	например в	1	3
87	самом деле	9	3
88	на самом	7	3
89	в их	5	3
90	его не	1	3
91	хотя бы	6	3
92	подчеркнуть что	1	3
93	и он	2	3
94	но не	2	3
95	как в	1	3
96	с этим	3	3
97	не было	3	3
98	что это	2	3
99	тому же	2	3
100	вообще не	1	3
101	в начале	2	3
102	из них	1	3
103	ни в	6	3
104	в этих	3	3
105	но он	1	3
106	по себе	3	3
107	не менее	1	3
108	что эта	1	3
109	самого начала	5	3
110	одной из	3	3
111	не могло	1	3
112	никогда не	7	3
113	на себя	1	3
114	это слово	1	3
115	тем что	2	3
116	у нас	3	3
117	и именно	2	3
118	оно не	1	3
119	с самого	5	3
120	на нее	1	3
121	и здесь	5	3
122	должно было	1	3
123	но это	1	3
124	так что	1	3
125	ни одного	1	3
126	кажется что	1	3
127	всяком случае	2	3
128	из нее	1	3
129	и даже	2	3
130	еще и	1	3
131	а с	2	3
132	до конца	2	3
133	так же	5	3
134	xix века	2	3
135	другой стороны	1	3
136	не является	8	3
137	отношении к	5	3
138	во всяком	3	3
139	как известно	1	2
140	также и	1	2
141	того же	5	2
142	тем же	4	2
143	с фактической	1	2
144	то же	16	2
145	почти все	1	2
146	в сочетании	1	2
147	французском языке	3	2
148	бы то	4	2
149	с его	8	2
150	отличие от	3	2
151	что они	2	2
152	на то	4	2
153	были не	1	2
154	и я	1	2
155	там где	2	2
156	в истории	3	2
157	в одной	2	2
158	и как	6	2
159	на тот	1	2
160	более или	2	2
161	все эти	3	2
162	выражение в	5	2
163	в этой	3	2
164	в себе	4	2
165	как он	1	2
166	в статье	1	2
167	при этом	9	2
168	если бы	11	2
169	тем не	1	2
170	видел в	1	2
171	не к	3	2
172	и более	7	2
173	значительной степени	2	2
174	то ни	5	2
175	конечно в	3	2
176	не дает	1	2
177	литературного языка	1	2
178	не нашел	1	2
179	его в	7	2
180	это было	2	2
181	на почве	9	2
182	в это	1	2
183	о которых	1	2
184	как и	9	2
185	во внимание	1	2
186	несмотря на	1	2
187	или менее	2	2
188	что такое	1	2
189	сочетании с	1	2
190	нас не	2	2
191	в отношении	4	2
192	к истории	1	2
193	с точки	13	2
194	в отличие	3	2
195	от его	1	2
196	что было	1	2
197	не могли	1	2
198	в устах	3	2
199	и вся	1	2
200	нет никакого	1	2
201	но они	2	2
202	что с	1	2
203	в то	8	2
204	не имеет	3	2
205	в процессе	18	2
206	это еще	1	2
207	вообще нет	1	2
208	и всегда	1	2
209	не может	18	2
210	только с	2	2
211	в каком	3	2
212	языка в	3	2
213	с и	1	2
214	в духе	1	2
215	искусства и	1	2
216	и это	3	2
217	в ее	3	2
218	и сам	1	2
219	еще в	1	2
220	он был	2	2
221	другом месте	1	2
222	в значительной	2	2
223	что и	3	2
224	которой в	1	2
225	в какой	3	2
226	только в	8	2
227	сами по	1	2
228	так как	3	2
229	случае не	1	2
230	на меня	1	2
231	свое выражение	1	2
232	может быть	28	2
233	в них	1	2
234	ближайшим образом	2	2
235	в особенности	2	2
236	со стороны	1	2
237	и речи	2	2
238	ему не	1	2
239	с той	1	2
240	и др	1	2
241	говорит о	1	2
242	в обращении	1	2
243	и самый	1	2
244	в некоторых	1	2
245	только по	1	2
246	не на	2	2
247	его как	1	2
248	или с	1	2
249	если не	1	2
250	и вообще	1	2
251	связь с	4	2
252	и потому	2	2
253	как это	1	2
254	что именно	1	2
255	в данном	5	2
256	в тех	2	2
257	из этой	1	2
258	ее в	1	2
259	конечно и	2	2
260	только что	3	2
261	во время	1	2
262	ни было	6	2
263	сказать что	4	2
264	об истории	1	2
265	совершенно не	5	2
266	и другие	1	2
267	они не	2	2
268	не иначе	1	1
269	литературной жизни	2	1
270	языка с	1	1
271	xvii века	1	1
272	оно принадлежит	1	1
273	сам по	1	1
274	и то	3	1
275	это и	1	1
276	основан на	1	1
277	нет совсем	1	1
278	перемена в	1	1
279	и принципиально	1	1
280	с выражением	1	1
281	ii и	1	1
282	и до	3	1
283	в конкретном	3	1
284	а об	1	1
285	не имеют	3	1
286	для понимания	3	1
287	высшей степени	3	1
288	в зависимости	2	1
289	той же	3	1
290	на тех	1	1
291	и значение	6	1
292	на материале	3	1
293	мы не	2	1
294	бы что	1	1
295	ответить на	1	1
296	лишенных всякого	1	1
297	в сущности	14	1
298	совпадает с	1	1
299	говорить о	1	1
300	из того	1	1
301	в составе	1	1
302	не совсем	1	1
303	их не	1	1
304	которое в	1	1
305	так а	1	1
306	одного слова	3	1
307	еще не	3	1
308	этой почве	5	1
309	что речи	1	1
310	совсем не	1	1
311	и принципиальной	1	1
312	но как	2	1
313	в голове	1	1
314	темой и	4	1
315	ответ на	2	1
316	по отношению	8	1
317	не связанный	1	1
318	из важнейших	2	1
319	чем же	3	1
320	же цели	1	1
321	независимо от	2	1
322	и представляют	1	1
323	что история	1	1
324	когда он	1	1
325	и хотя	1	1
326	что слово	1	1
327	для которого	1	1
328	к другому	5	1
329	формы в	1	1
330	так или	1	1
331	в ответ	1	1
332	из этих	1	1
333	с их	1	1
334	данном контексте	2	1
335	зависимости от	2	1
336	с громадным	1	1
337	есть но	1	1
338	и если	1	1
339	к выводу	1	1
340	что она	1	1
341	не следует	2	1
342	в определенном	2	1
343	но именно	1	1
344	где все	1	1
345	и найти	1	1
346	перестает быть	1	1
347	в первую	1	1
348	свою собственную	1	1
349	не нуждаются	1	1
350	к одному	1	1
351	этого вопроса	1	1
352	не как	3	1
353	фактической стороны	1	1
354	слога и	1	1
355	почвы для	1	1
356	языком и	1	1
357	реагирования на	1	1
358	разрешения проблемы	1	1
359	одно и	3	1
360	в основу	1	1
361	русском языке	4	1
362	в совершенно	1	1
363	значение в	4	1
364	различие между	2	1
365	же касается	1	1
366	связанных с	1	1
367	на этой	5	1
368	заключается в	1	1
369	не умеет	1	1
370	первую очередь	1	1
371	с другими	3	1
372	основным и	1	1
373	у современных	1	1
374	роль в	1	1
375	в социальной	1	1
376	и тем	4	1
377	еще одно	1	1
378	но уже	1	1
379	нет в	1	1
380	в высшей	3	1
381	к которым	3	1
382	на основании	1	1
383	мы видели	4	1
384	которая становится	1	1
385	от своего	2	1
386	и их	4	1
387	оценки на	1	1
388	и известный	1	1
389	уже к	1	1
390	одним и	2	1
391	место в	2	1
392	языке но	1	1
393	в условиях	1	1
394	о языке	1	1
395	значение для	1	1
396	не стоят	1	1
397	данном отношении	1	1
398	значения с	2	1
399	и почти	2	1
400	иной раз	1	1
401	на один	1	1
402	значений слов	1	1
403	какие бы	1	1
404	при всех	1	1
405	мысли в	1	1
406	и проч	1	1
407	одна из	7	1
408	было не	1	1
409	в основе	9	1
410	но только	1	1
411	для всего	3	1
412	дает возможность	1	1
413	однако если	1	1
414	же время	8	1
415	этих двух	1	1
416	и лишь	3	1
417	прежде чем	1	1
418	на все	2	1
419	и социального	1	1
420	в стиле	1	1
421	по нашему	1	1
422	уже о	1	1
423	исходить из	1	1
424	из элементов	1	1
425	не могут	1	1
426	он и	2	1
427	на границе	2	1
428	сравнительно с	2	1
429	является еще	1	1
430	они и	1	1
431	слова с	1	1
432	этого рода	1	1
433	для кого	1	1
434	языка по	1	1
435	как мы	15	1
436	значения и	3	1
437	что все	1	1
438	свою очередь	5	1
439	здесь не	1	1
440	только при	1	1
441	были бы	1	1
442	и настроений	2	1
443	пр или	1	1
444	мысль о	1	1
445	не оставляют	1	1
446	под какие	1	1
447	в пределах	10	1
448	так в	1	1
449	слова а	1	1
450	на том	1	1
451	не так	2	1
452	не с	2	1
453	здесь нет	1	1
454	которые он	1	1
455	русского литературного	1	1
456	с реальными	1	1
457	по сравнению	1	1
458	поэтому в	2	1
459	еще так	1	1
460	иногда к	1	1
461	к языку	1	1
462	образом в	1	1
463	говорят одним	1	1
464	связанное с	1	1
465	действия но	1	1
466	их точки	1	1
467	не существовало	1	1
468	но к	2	1
469	столь же	3	1
470	можно сказать	1	1
471	научной жизни	1	1
472	пр но	2	1
473	или иначе	1	1
474	по наследству	1	1
475	эти два	1	1
476	нуждается в	1	1
477	этой социальной	1	1
478	в форме	5	1
479	в середине	1	1
480	все время	2	1
