N	3gram	Medvedev_F_2	KulturaY
1	и т п	9	18
2	для того чтобы	3	15
3	в том что	2	15
4	и т д	5	14
5	с точки зрения	7	9
6	в том чтобы	1	8
7	в самом деле	5	7
8	с другой стороны	3	6
9	в зависимости от	3	5
10	в этом отношении	7	5
11	по крайней мере	1	5
12	во всяком случае	5	5
13	мере в какой	1	5
14	той мере в	1	5
15	в той мере	1	5
16	что же касается	1	4
17	до сих пор	1	4
18	не в том	3	4
19	т е как	2	4
20	хотя бы в	3	4
21	тем не менее	1	4
22	более или менее	1	3
23	в этом смысле	2	3
24	того или иного	4	3
25	только в том	1	3
26	вместе с тем	4	3
27	в связи с	10	3
28	о языке как	1	3
29	в свою очередь	1	3
30	не может быть	10	3
31	тесно примыкают к	1	2
32	сводится к тому	1	2
33	чуть ли не	1	2
34	на самом деле	3	2
35	так или иначе	1	2
36	в этом случае	1	2
37	потому что не	1	2
38	того что они	1	2
39	т е в	1	2
40	может быть заменено	1	2
41	так и в	3	2
42	в сторону от	1	2
43	именно в том	1	2
44	то же время	5	2
45	но все же	2	2
46	в то же	5	2
47	к тому что	2	2
48	что иное как	1	1
49	как например в	1	1
50	язык с его	1	1
51	слову как орудию	1	1
52	органов речи и	1	1
53	не могло не	1	1
54	в какой мере	2	1
55	прежде всего на	1	1
56	иметь в виду	1	1
57	в ней все	1	1
58	то только в	1	1
59	не говоря уже	1	1
60	т е то	1	1
61	значения между тем	1	1
62	и в особенности	1	1
63	в настоящее время	1	1
64	значение все это	1	1
65	в самом широком	1	1
66	с его значением	1	1
67	более отчетливо и	1	1
68	и там где	1	1
69	чтобы показать что	1	1
70	можно и должно	3	1
71	с одной стороны	1	1
72	как раз и	3	1
73	находится в противоречии	1	1
74	том случае если	1	1
75	и в то	3	1
76	сами по себе	2	1
77	прежде всего то	1	1
78	можно говорить о	1	1
79	в отличие от	2	1
80	особенно важное значение	1	1
81	таким образом не	2	1
82	в первом и	1	1
83	вследствие того что	1	1
84	мы говорим о	2	1
85	но они не	1	1
86	можно только в	1	1
87	языка в этом	1	1
88	в собственном смысле	1	1
89	к тому чтобы	2	1
90	язык как предмет	2	1
91	языка таким образом	1	1
92	на этот вопрос	1	1
93	языке как о	1	1
94	в противном случае	1	1
95	т п все	1	1
96	и не в	2	1
97	в том случае	2	1
98	в применении к	2	1
99	в особенности в	1	1
100	роль в истории	1	1
101	ничего общего с	1	1
102	к вопросу о	1	1
103	и в его	1	1
104	с помощью которого	1	1
105	и пр это	1	1
106	главным образом на	1	1
107	во всех этих	1	1
108	столько же сколько	1	1
109	имеем в виду	1	1
110	в том смысле	3	1
111	а вовсе не	1	1
112	не для того	1	1
113	как социальное явление	1	1
114	значение и в	1	1
115	но и с	1	1
116	язык как система	1	1
117	и больше всего	1	1
118	роковую роль в	1	1
119	и пр и	4	1
120	связывается с тем	1	1
121	рядом с этим	1	1
122	то во всяком	1	1
123	русского языка и	1	1
124	не в результате	1	1
125	что он есть	1	1
126	очевидно что в	1	1
127	т е все	1	1
128	чтобы можно было	1	1
129	и все те	1	1
130	том смысле что	2	1
131	по аналогии с	1	1
132	лишь в том	1	1
133	с тем что	5	1
134	и тем самым	1	1
135	языка как такового	5	1
136	мы имеем в	1	1
137	смысле этого слова	1	1
138	в большинстве случаев	3	1
139	смысла т е	2	1
140	сюда же относятся	1	1
141	мы приходим к	2	1
142	было бы сказать	1	1
143	говорим о языке	1	1
144	не что иное	1	1
145	таким образом в	1	1
146	пр и пр	4	1
147	внутренняя форма слова	1	1
148	и мы получим	1	1
149	то что они	1	1
150	лишь как о	1	1
151	что слово есть	1	1
152	что и в	1	1
153	именно так и	1	1
