1	в том что	6	11
2	так или иначе	2	8
3	в то же	4	5
4	то же время	4	5
5	не только в	4	4
6	в уме своем	1	4
7	в данном случае	2	4
8	этой точки зрения	2	3
9	с этой точки	2	3
10	и прежде всего	1	3
11	с одной стороны	1	2
12	дело в том	2	2
13	и то что	4	2
14	с точки зрения	4	2
15	тем не менее	5	2
16	во всяком случае	1	2
17	из того что	3	2
18	подобно тому как	3	2
19	о том что	1	2
20	и в частности	2	1
21	тот или иной	1	1
22	в xix веке	1	1
23	то ни было	9	1
24	не мог бы	1	1
25	один из моментов	1	1
26	потому что я	1	1
27	уже и не	1	1
28	то что я	1	1
29	и не только	3	1
30	том что он	1	1
31	в отношении к	1	1
32	какой бы то	1	1
33	как раз с	2	1
34	нельзя сказать что	1	1
35	в зависимости от	1	1
36	одного и того	1	1
37	не есть ли	2	1
38	мне но и	1	1
39	имеется в виду	1	1
40	можно было бы	3	1
41	уже не просто	2	1
42	как раз и	1	1
43	по крайней мере	6	1
44	не может быть	18	1
45	по тем же	1	1
46	это уже не	1	1
47	не может и	1	1
48	и того же	1	1
49	в самом деле	3	1
50	в свою очередь	5	1
51	но все же	1	1
52	того что они	1	1
53	если бы я	2	1
54	с тем же	1	1
55	еще и в	1	1
56	бы то ни	9	1
57	как это было	1	1
58	с другой стороны	1	1
59	между прочим и	1	1
60	а не в	1	1
61	на то что	6	1
62	тем более не	1	1
63	но в то	1	1
64	только потому что	1	1
65	тех или иных	1	1
66	и в этом	1	1
67	как и во	1	1
68	только то что	3	1
69	резко отличается от	1	1
70	до сих пор	1	1
