N	2gram	Voloshinov_1	Formalny
1	и в	38	38
2	в этом	10	27
3	может быть	13	23
4	и его	7	21
5	и пр	4	21
6	таким образом	7	20
7	и не	14	20
8	в самом	4	16
9	не в	6	15
10	прежде всего	21	15
11	не может	12	14
12	в нем	4	13
13	связи с	3	13
14	но и	13	13
15	языка и	4	12
16	с его	7	11
17	с тем	8	11
18	в том	2	11
19	языка как	1	11
20	вовсе не	2	11
21	с другими	2	10
22	в его	6	10
23	в связи	2	10
24	с помощью	6	10
25	не только	27	9
26	при этом	9	9
27	и с	5	9
28	как и	10	9
29	языка в	2	9
30	в процессе	6	9
31	язык как	1	8
32	самом деле	4	8
33	отнюдь не	10	8
34	все же	7	8
35	точки зрения	10	8
36	так и	6	8
37	что и	3	8
38	тем что	2	8
39	как мы	9	7
40	лишь в	4	7
41	по себе	1	7
42	для него	3	7
43	в своей	2	7
44	с точки	5	7
45	язык и	9	7
46	уже не	4	7
47	этом отношении	2	7
48	не могут	1	7
49	слова и	5	7
50	что в	1	7
51	художественного произведения	1	6
52	в ней	8	6
53	в истории	1	6
54	все эти	2	6
55	в этой	6	6
56	то же	14	6
57	было бы	7	6
58	он не	2	6
59	в их	1	6
60	все время	5	6
61	только в	6	6
62	то что	8	6
63	не было	2	6
64	вместе с	5	6
65	а не	6	6
66	речевого общения	8	6
67	как раз	1	6
68	в результате	1	6
69	хотя бы	18	6
70	а в	5	6
71	это и	1	5
72	говорить о	1	5
73	во всех	6	5
74	в общем	1	5
75	в слове	3	5
76	в то	9	5
77	в основе	2	5
78	же время	7	5
79	если бы	4	5
80	идеологического кругозора	1	5
81	что он	2	5
82	если мы	4	5
83	именно в	1	5
84	с этим	2	5
85	что же	8	5
86	и для	3	5
87	бы в	5	5
88	еще более	2	5
89	или иного	5	5
90	в сущности	1	4
91	одним словом	1	4
92	что оно	3	4
93	в сторону	1	4
94	независимо от	5	4
95	как в	2	4
96	и наконец	5	4
97	и к	4	4
98	как таковое	2	4
99	не как	1	4
100	материала и	1	4
101	мы видели	5	4
102	о языке	2	4
103	раз и	1	4
104	ничего не	8	4
105	конструкции и	1	4
106	к тому	4	4
107	здесь не	2	4
108	в дальнейшем	2	4
109	социального общения	14	4
110	того или	5	4
111	но в	5	4
112	и теперь	1	4
113	в большинстве	1	4
114	из них	3	4
115	так как	7	4
116	не о	1	4
117	даже и	2	4
118	в особенности	1	4
119	и даже	3	4
120	другой стороны	1	4
121	там где	1	4
122	как бы	28	4
123	элементы языка	1	4
124	совершенно не	3	4
125	к этому	2	4
126	например в	1	3
127	же как	1	3
128	тем же	3	3
129	и до	1	3
130	в зависимости	5	3
131	из всего	2	3
132	мы не	9	3
133	жизненных высказываний	1	3
134	между этими	1	3
135	зависимости от	5	3
136	общения в	4	3
137	и на	6	3
138	значение и	1	3
139	если в	1	3
140	как к	1	3
141	однако не	1	3
142	хотя и	3	3
143	и как	9	3
144	от этого	1	3
145	что это	4	3
146	в целом	4	3
147	из этих	1	3
148	но ведь	6	3
149	роль в	3	3
150	только на	3	3
151	так сказать	4	3
152	время и	1	3
153	всех этих	1	3
154	значительной степени	2	3
155	главным образом	3	3
156	его в	4	3
157	без нее	1	3
158	для них	2	3
159	как таковой	3	3
160	его нельзя	1	3
161	и правильно	1	3
162	место в	2	3
163	произведения и	1	3
164	не является	5	3
165	в области	5	3
166	но все	4	3
167	его с	1	3
168	не есть	1	3
169	того чтобы	7	3
170	отвлечься от	1	3
171	и здесь	3	3
172	одного из	1	3
173	в значительной	2	3
174	должно было	3	3
175	к нему	2	3
176	как ее	1	3
177	того что	4	3
178	в какой	2	3
179	большинстве случаев	1	3
180	и их	5	3
181	слова в	5	3
182	каждый из	2	3
183	для того	9	3
184	с другой	1	3
185	а о	1	3
186	не то	1	3
187	речи и	6	3
188	все это	4	3
189	на самом	3	3
190	или в	2	3
191	и все	4	3
192	была бы	1	3
193	жизни и	3	3
194	вряд ли	3	2
195	можно говорить	1	2
196	относится и	1	2
197	и то	3	2
198	между двумя	2	2
199	был и	2	2
200	его не	2	2
201	при анализе	1	2
202	до крайности	1	2
203	они были	1	2
204	от всей	1	2
205	столь же	1	2
206	с реальной	1	2
207	было говорить	1	2
208	но не	2	2
209	но как	2	2
210	очевидно что	2	2
211	отношение к	2	2
212	стал бы	1	2
213	к сожалению	1	2
214	речи именно	1	2
215	в одной	1	2
216	что именно	3	2
217	для создания	1	2
218	в художественном	1	2
219	перед нами	3	2
220	кроме того	2	2
221	жизненные высказывания	1	2
222	языка не	1	2
223	то в	1	2
224	со своей	1	2
225	та же	3	2
226	в которой	7	2
227	уже в	5	2
228	он в	1	2
229	речи но	2	2
230	борьбы с	1	2
231	своем развитии	1	2
232	не к	3	2
233	широком смысле	1	2
234	языком и	3	2
235	высказывание может	1	2
236	приходим к	1	2
237	на этом	1	2
238	в основу	1	2
239	говорить не	1	2
240	должен был	1	2
241	и тем	6	2
242	ни в	1	2
243	в развитии	1	2
244	должно быть	2	2
245	жизненного общения	2	2
246	лучше всего	1	2
247	том что	3	2
248	на первый	1	2
249	нужно было	2	2
250	в этих	2	2
251	не так	3	2
252	во второй	3	2
253	мы приходим	1	2
254	установка на	1	2
255	должны были	2	2
256	органов речи	2	2
257	их в	3	2
258	для этого	1	2
259	тому что	5	2
260	она не	1	2
261	на один	1	2
262	тем самым	7	2
263	что эта	1	2
264	для определения	1	2
265	с теми	1	2
266	самого начала	4	2
267	ее с	2	2
268	этими двумя	1	2
269	никогда не	7	2
270	слово и	3	2
271	слова как	2	2
272	и лишь	1	2
273	значащий звук	1	2
274	не останется	2	2
275	стоит перед	1	2
276	один шаг	1	2
277	всего в	3	2
278	если же	1	2
279	и это	7	2
280	литературного творчества	2	2
281	тем и	2	2
282	и о	1	2
283	в ее	3	2
284	грамматических форм	1	2
285	и от	7	2
286	с самого	4	2
287	времени и	2	2
288	было в	4	2
289	подойти к	2	2
290	мы в	3	2
291	с ним	2	2
292	в виду	3	2
293	только так	1	2
294	от идеологического	1	2
295	является в	1	2
296	жизненное высказывание	2	2
297	между тем	3	2
298	мы ни	3	2
299	же является	1	2
300	отметить что	1	2
301	это не	3	2
302	от этих	1	2
303	языка мы	2	2
304	статье о	1	2
305	в самый	1	2
306	один из	4	2
307	с ними	1	2
308	этот вопрос	2	2
309	эти утверждения	1	2
310	не происходит	1	2
311	не будет	3	2
312	потому что	5	2
313	в качестве	4	2
314	же и	1	2
315	социального события	1	2
316	вопроса о	4	2
317	является не	1	2
318	или даже	2	2
319	при помощи	1	2
320	в котором	3	2
321	в конце	6	2
322	слово как	7	2
323	от тех	1	2
324	общения и	4	2
325	образом не	1	2
326	не просто	2	2
327	со стороны	1	2
328	даже не	1	2
329	язык в	6	2
330	всякое высказывание	3	2
331	в каких	1	2
332	между ними	3	2
333	что для	1	2
334	превращается в	1	2
335	ничем не	1	2
336	конце концов	3	2
337	его как	1	2
338	и литературного	1	2
339	и становятся	1	2
340	ни на	3	2
341	как это	5	2
342	в той	5	2
343	в тех	3	2
344	речевых выступлений	1	2
345	как например	2	2
346	художественное произведение	1	2
347	как предмет	1	2
348	но это	2	2
349	в чем	1	2
350	должна была	2	2
351	в конструкции	3	2
352	а к	2	2
353	значение лишь	1	2
354	ибо они	1	2
355	от всякого	1	2
356	слово в	2	2
357	сказать что	3	2
358	от всех	1	2
359	равно как	2	2
360	перестали быть	1	2
361	фразе и	1	2
362	в характере	1	2
363	в работах	1	2
364	и другие	1	2
365	в таком	1	2
366	говоря о	1	1
367	слова которые	1	1
368	языка с	1	1
369	до него	1	1
370	с исторической	1	1
371	того же	1	1
372	и без	4	1
373	своей основной	1	1
374	жизненной речи	2	1
375	к своей	1	1
376	значение эти	1	1
377	что слово	1	1
378	в конкретном	1	1
379	ведь и	2	1
380	собственном смысле	1	1
381	и больше	2	1
382	целого произведения	2	1
383	и этот	1	1
384	входящих в	1	1
385	социальных отношений	1	1
386	обойтись без	1	1
387	той же	5	1
388	есть не	2	1
389	мы имеем	2	1
390	словами в	1	1
391	и само	3	1
392	на слушателя	4	1
393	превратилась в	1	1
394	тех социальных	1	1
395	нам в	3	1
396	этом не	1	1
397	на эти	2	1
398	высказывания в	2	1
399	так чтобы	1	1
400	что иное	2	1
401	которое не	2	1
402	но даже	2	1
403	как не	2	1
404	себе что	1	1
405	из ее	1	1
406	слово не	4	1
407	без всякого	1	1
408	которые он	1	1
409	ней как	1	1
410	иное как	2	1
411	не найдем	1	1
412	привели к	1	1
413	то он	3	1
414	мы будем	6	1
415	подвести некоторые	1	1
416	и все-таки	2	1
417	всю конструкцию	1	1
418	значением и	1	1
419	только тогда	2	1
420	в эти	1	1
421	иным языком	1	1
422	и диалога	1	1
423	иногда и	1	1
424	оно является	2	1
425	или иное	4	1
426	же останется	1	1
427	явление как	1	1
428	всю эту	1	1
429	нашего сознания	2	1
430	эти новые	1	1
431	отвлечемся от	1	1
432	если она	1	1
433	дает нам	1	1
434	высказывания от	2	1
435	предмет природы	1	1
436	в своем	1	1
437	и нет	2	1
438	каком-нибудь определенном	1	1
439	языку в	1	1
440	высказывания это	1	1
441	и где	1	1
442	и есть	1	1
443	не обращаясь	1	1
444	даже просто	1	1
445	более или	1	1
446	в действительности	1	1
447	и неповторимым	1	1
448	именно эта	1	1
449	за собой	1	1
450	где все	1	1
451	от чего	2	1
452	помощью которого	1	1
453	в литературном	1	1
454	же слово	2	1
455	чуть ли	2	1
456	в нашем	5	1
457	бы не	2	1
458	которые в	2	1
459	выражение в	3	1
460	от действительности	1	1
461	их взаимоотношение	1	1
462	думать что	1	1
463	отчасти и	1	1
464	с их	1	1
465	слушателя и	1	1
466	особое место	1	1
467	имеем в	1	1
468	и резко	1	1
469	как он	1	1
470	на то	1	1
471	если он	3	1
472	не могла	1	1
473	было быть	1	1
474	от всяких	1	1
475	в первых	1	1
476	связанные с	2	1
477	тем не	1	1
478	которой не	1	1
479	нее и	1	1
480	он должен	3	1
481	к одному	1	1
482	речи в	1	1
483	слово или	2	1
484	служит им	1	1
485	же самая	2	1
486	же сколько	1	1
487	и укрепить	1	1
488	всех своих	4	1
489	и выражения	1	1
490	как материалом	2	1
491	под воздействием	2	1
492	и положения	1	1
493	каким образом	1	1
494	могла бы	1	1
495	он просто	1	1
496	тем в	1	1
497	другого человека	2	1
498	художественным произведением	1	1
499	в другом	1	1
500	в каком-нибудь	1	1
501	некоторые итоги	1	1
502	связанных с	3	1
503	в виде	1	1
504	самом широком	1	1
505	или если	1	1
506	понять его	1	1
507	литературном произведении	1	1
508	между отдельными	1	1
509	ведь в	3	1
510	человека на	1	1
511	он является	1	1
512	между говорящими	2	1
513	же мы	5	1
514	эти вопросы	2	1
515	все равно	1	1
516	основные элементы	1	1
517	и вне	1	1
518	языка конечно	1	1
519	этих мотивов	1	1
520	или менее	1	1
521	литература и	1	1
522	но если	1	1
523	и при	2	1
524	наиболее характерным	1	1
525	и художественно	1	1
526	нас не	2	1
527	уже несколько	1	1
528	язык с	1	1
529	теперь мы	1	1
530	те явления	1	1
531	новый язык	1	1
532	теперь как	1	1
533	все они	1	1
534	вопрос о	2	1
535	не путем	1	1
536	является только	1	1
537	нельзя было	1	1
538	не будем	1	1
539	творчества и	1	1
540	друг другу	2	1
541	по крайней	1	1
542	как от	1	1
543	не должно	2	1
544	в словах	3	1
545	жанр и	2	1
546	же такое	2	1
547	и вся	1	1
548	ему как	1	1
549	если и	1	1
550	теми или	1	1
551	слова мы	2	1
552	не менее	1	1
553	слов то	1	1
554	но они	1	1
555	является чем-то	1	1
556	элементов но	1	1
557	одну особенность	1	1
558	и форму	2	1
559	последнем счете	1	1
560	на него	4	1
561	останется как	1	1
562	о них	1	1
563	опираться на	1	1
564	иметь в	1	1
565	к такому	1	1
566	условиях в	1	1
567	это еще	1	1
568	все свои	1	1
569	вследствие того	1	1
570	учения о	1	1
571	всякий идеологический	1	1
572	на те	1	1
573	и является	5	1
574	орудию производства	1	1
575	говорить лишь	1	1
576	правильному решению	1	1
577	без определенного	1	1
578	вопрос в	1	1
579	здесь же	1	1
580	и сами	1	1
581	для осуществления	1	1
582	языка которые	1	1
583	словесный обмен	1	1
584	техники и	1	1
585	как будто	1	1
586	только одна	2	1
587	и несколько	2	1
588	одним из	1	1
589	у нас	4	1
590	подойти и	1	1
591	и оно	1	1
592	которых он	1	1
593	форм и	1	1
594	на гораздо	1	1
595	языке и	1	1
596	и другой	1	1
597	и такие	1	1
598	похож на	1	1
599	ли не	2	1
600	как только	4	1
601	той или	3	1
602	к пониманию	1	1
603	творчества не	1	1
604	для образования	1	1
605	должен быть	2	1
606	и замыкается	1	1
607	этим условиям	1	1
608	интересы но	1	1
609	слов мы	1	1
610	свою очередь	4	1
611	но при	3	1
612	говоря уже	1	1
613	в собственном	1	1
614	характер и	1	1
615	той реальной	2	1
616	то или	4	1
617	исторической жизни	1	1
618	так на	1	1
619	уже с	1	1
620	только то	1	1
621	в произведении	1	1
622	и выбор	4	1
623	решению вопроса	1	1
624	зависимости между	1	1
625	и сам	2	1
626	поэтому мы	1	1
627	с собой	2	1
628	можно было	4	1
629	те же	4	1
630	ясно что	2	1
631	с самим	2	1
632	как между	1	1
633	речь как	1	1
634	иногда в	1	1
635	к вопросам	1	1
636	высказывания нет	1	1
637	когда в	1	1
638	именно этот	1	1
639	должен иметь	1	1
640	это только	1	1
641	в скрытой	1	1
642	от определенного	1	1
643	в общих	1	1
644	самой формы	1	1
645	в различнейших	1	1
646	к языку	1	1
647	можно сказать	4	1
648	может в	1	1
649	только потому	2	1
650	слова из	1	1
651	на другого	4	1
652	о том	4	1
653	пришли к	1	1
654	и поэтому	3	1
655	мы убедимся	1	1
656	и та	1	1
657	что перед	2	1
658	до сих	1	1
659	иное значение	1	1
660	это даже	1	1
661	что его	1	1
662	же самым	1	1
663	вне всякой	1	1
664	и во	1	1
665	образом мы	1	1
666	события его	1	1
667	котором они	1	1
668	на отдельные	2	1
669	всего на	1	1
670	организма и	1	1
671	и хорошо	1	1
672	или иными	1	1
673	в форме	6	1
674	крайней мере	1	1
675	конструкции этого	1	1
676	и ни	2	1
677	на развитие	1	1
678	что бы	1	1
679	слов и	7	1
680	и смысл	1	1
681	всего у	1	1
682	и следовательно	5	1
683	может иметь	1	1
684	вопросов и	1	1
685	к самим	1	1
686	же речь	1	1
687	тот же	2	1
688	мы увидим	5	1
689	в себе	9	1
690	и действительно	1	1
691	и так	6	1
692	правда и	1	1
693	где они	1	1
694	так что	1	1
695	что язык	5	1
696	для всех	2	1
697	и языковых	1	1
698	к какому	1	1
699	события и	2	1
700	конечно не	3	1
701	не можем	1	1
702	указания на	1	1
703	звуков и	1	1
704	этой социальной	1	1
705	установлено на	1	1
706	не из	1	1
707	так называемый	1	1
708	речь в	1	1
709	знаком в	1	1
710	к установлению	1	1
711	отдельные элементы	1	1
712	был бы	1	1
713	себе в	2	1
714	его особенностей	1	1
715	содержание и	3	1
716	они сами	1	1
717	носит характер	1	1
718	и звуковая	1	1
719	заумной поэзии	1	1
720	можно с	1	1
721	ее не	1	1
722	но что	3	1
723	того социального	1	1
724	и оценки	1	1
725	речи нет	1	1
726	мы возьмем	1	1
727	не обладает	2	1
728	нет в	1	1
729	перейти к	2	1
730	это будет	1	1
731	точек зрения	4	1
732	имеет и	1	1
733	без понимания	1	1
734	за пределы	1	1
735	здесь в	1	1
736	и нельзя	1	1
737	к которому	1	1
738	в свою	6	1
739	мы обычно	2	1
740	слово с	1	1
741	как же	1	1
742	социальной жизни	2	1
743	всякое слово	3	1
744	а на	2	1
745	из тех	1	1
746	зависит от	2	1
747	на этот	1	1
748	литературное произведение	2	1
749	к литературному	1	1
750	именно так	1	1
751	слова для	1	1
752	же языком	1	1
753	на эту	1	1
754	ведь для	1	1
755	количество его	1	1
756	включить в	1	1
757	ближе к	1	1
758	если не	3	1
759	в речи	1	1
760	часть социальной	1	1
761	связь с	2	1
762	же делает	1	1
763	так же	4	1
764	он уже	1	1
765	внутреннее или	1	1
766	социальной среде	2	1
767	общения не	2	1
768	в историю	1	1
769	статье как	1	1
770	к своему	4	1
771	о чем	1	1
772	лица при	1	1
773	слагается из	1	1
774	здесь слово	1	1
775	смысле этого	2	1
776	в литературе	1	1
777	не что	4	1
778	да и	4	1
779	в первой	2	1
780	формы высказывания	2	1
781	является вопрос	1	1
782	материал для	1	1
783	этого слова	3	1
784	случае происходит	1	1
785	тем отчетливее	1	1
786	но почему	1	1
787	этом случае	3	1
788	высказывание является	1	1
789	сих пор	2	1
790	но для	3	1
791	должны быть	1	1
792	виду что	1	1
793	в более	1	1
794	условно назвать	1	1
795	фразы и	1	1
796	всего с	1	1
797	не существует	4	1
798	показать как	1	1
799	весь вопрос	1	1
800	уже как	1	1
801	который является	1	1
802	для нас	3	1
803	не имея	1	1
804	собственно говоря	1	1
805	целый ряд	3	1
806	увидим дальше	1	1
807	с языком	1	1
808	для его	1	1
809	мы должны	10	1
810	мотивов к	1	1
811	как безразличная	1	1
812	язык не	3	1
813	своего бытия	1	1
814	он станет	1	1
815	укладывается в	1	1
816	несмотря на	2	1
817	или не	1	1
818	же в	1	1
819	но оно	1	1
820	одной из	2	1
821	нам не	1	1
822	от лица	2	1
823	не говоря	2	1
824	может ведь	1	1
825	и впадают	1	1
826	возможно лишь	1	1
827	только как	1	1
828	высказывания как	3	1
829	развитие и	1	1
830	является и	1	1
831	нет но	1	1
832	в последнем	1	1
833	речевое общение	7	1
834	только о	1	1
835	значение не	1	1
836	слово становится	2	1
837	значения слова	1	1
838	в каком	2	1
839	не здесь	1	1
840	не выражает	1	1
841	увидим что	2	1
842	всецело зависит	1	1
843	в своих	2	1
844	и эта	3	1
845	языка эта	1	1
846	гораздо более	2	1
