N	3gram	Tiupa_Hudo_1	Formalny
1	с точки зрения	3	14
2	не может быть	3	14
3	в то же	5	7
4	то же время	5	7
5	здесь и теперь	1	6
6	с другой стороны	5	5
7	подобно тому как	1	4
8	в связи с	1	4
9	бы то ни	1	4
10	то ни было	1	4
11	для того чтобы	2	4
12	по отношению к	9	3
13	то же самое	1	3
14	все без исключения	1	3
15	в самом произведении	1	3
16	в художественном произведении	1	3
17	в том что	7	3
18	в истории литературы	1	3
19	в этом смысле	3	2
20	то или иное	1	2
21	и в то	1	2
22	до известной степени	2	2
23	в отличие от	7	2
24	химическом соединении с	1	2
25	только то что	1	2
26	в химическом соединении	1	2
27	именно потому что	1	2
28	к тому что	2	2
29	тем не менее	3	2
30	дело не в	1	2
31	говорить об искусстве	1	1
32	и того же	2	1
33	так и не	4	1
34	а в его	1	1
35	иметь в виду	1	1
36	в виду что	1	1
37	бы ни был	1	1
38	ни к каким	1	1
39	имеем в виду	3	1
40	в настоящее время	1	1
41	чего бы то	1	1
42	в этом случае	1	1
43	так и его	1	1
44	может быть определен	1	1
45	в одной из	1	1
46	виду что в	1	1
47	в том или	1	1
48	тот или иной	2	1
49	бы в точке	1	1
50	ни в коем	2	1
51	как система мотивов	1	1
52	не совпадает с	1	1
53	как это происходит	1	1
54	из того что	1	1
55	при этом не	1	1
56	в той мере	1	1
57	том или ином	1	1
58	в противном случае	2	1
59	одной из своих	1	1
60	вне произведения как	1	1
61	с этой точки	1	1
62	именно в этом	1	1
63	и в жизни	1	1
64	в коем случае	2	1
65	ту или иную	1	1
66	так или иначе	3	1
67	в значительной степени	1	1
68	не была бы	1	1
69	так же как	1	1
70	и который в	1	1
71	с одной стороны	2	1
72	можно говорить о	1	1
73	слова так и	1	1
74	всех без исключения	3	1
75	и по отношению	1	1
76	и в этой	1	1
77	коем случае не	2	1
78	не утрачивает своей	1	1
79	так что она	1	1
80	как впрочем и	1	1
81	жизни между тем	1	1
82	в таком случае	1	1
83	иметь место в	1	1
84	мере в какой	1	1
85	все то что	1	1
86	однако герой не	1	1
87	того же типа	1	1
88	этой точки зрения	1	1
89	о том что	1	1
90	того или иного	3	1
91	в частности в	1	1
92	не в качестве	1	1
93	между ними могут	1	1
94	это происходит в	1	1
95	и в самом	1	1
96	той или иной	4	1
97	актера на сцене	1	1
98	можно сказать что	3	1
99	мы имеем в	3	1
100	одного и того	2	1
101	в этих случаях	1	1
102	не сводится к	5	1
103	в данном контексте	2	1
104	в том числе	2	1
105	тех или иных	2	1
106	в отношении к	1	1
107	сама по себе	2	1
108	и в том	1	1
109	только при условии	1	1
110	той мере в	1	1
111	как и в	1	1
112	том числе и	1	1
