N	2gram	Bakhtin_Fr_4	Narrotol
1	не только	10	26
2	но и	9	15
3	при этом	3	14
4	в том	7	14
5	в качестве	3	14
6	и не	16	14
7	в этом	11	13
8	и в	29	13
9	том что	3	13
10	только в	2	11
11	в частности	3	11
12	может быть	2	10
13	в данном	1	10
14	своего рода	6	9
15	так и	11	9
16	то есть	21	9
17	к тому	2	9
18	в себе	3	8
19	то что	4	8
20	не может	2	8
21	у него	5	6
22	в своем	3	6
23	все же	3	6
24	и к	2	6
25	но в	12	6
26	в жизни	2	6
27	никогда не	2	6
28	ничего не	1	6
29	данном случае	1	6
30	и т.п	12	6
31	можно сказать	1	6
32	а также	2	6
33	в его	8	6
34	того что	3	6
35	со стороны	2	6
36	прежде всего	8	6
37	как бы	8	6
38	жизни в	2	6
39	отличие от	1	5
40	что он	4	5
41	как в	2	5
42	хотя и	2	5
43	в нем	5	5
44	он не	3	5
45	таким образом	20	5
46	на протяжении	1	5
47	далеко не	5	5
48	точки зрения	4	5
49	в котором	2	5
50	место в	2	5
51	не столько	2	5
52	в то	10	5
53	на него	1	5
54	о том	2	5
55	в форме	1	5
56	с одной	2	5
57	с другой	4	5
58	одной стороны	2	5
59	в той	2	5
60	в отличие	1	5
61	то же	10	4
62	в ее	3	4
63	в этой	13	4
64	перед нами	4	4
65	что это	5	4
66	тому же	1	4
67	в силу	1	4
68	уже не	2	4
69	в мире	1	4
70	об этом	1	4
71	все его	1	4
72	в своей	5	4
73	в конце	9	4
74	в себя	2	4
75	времени и	2	4
76	если бы	1	4
77	для него	1	4
78	у нее	1	4
79	как и	12	4
80	мира в	1	4
81	в литературе	4	4
82	и все	13	4
83	в герое	1	4
84	с ним	2	4
85	и у	2	4
86	жизни и	4	4
87	что в	1	4
88	все что	1	4
89	самом деле	1	3
90	а как	2	3
91	с его	4	3
92	но не	2	3
93	что они	2	3
94	как к	3	3
95	в целом	1	3
96	все эти	9	3
97	и его	8	3
98	так сказать	2	3
99	и по	5	3
100	конечном счете	1	3
101	в итоге	1	3
102	соответствии с	2	3
103	в слове	2	3
104	о которой	1	3
105	и того	1	3
106	что я	2	3
107	того чтобы	3	3
108	же время	8	3
109	по своей	3	3
110	этом отношении	1	3
111	как по	1	3
112	на том	1	3
113	и сам	3	3
114	мира и	4	3
115	о котором	1	3
116	в конечном	1	3
117	существенную роль	2	3
118	это не	5	3
119	один из	4	3
120	с ними	3	3
121	или даже	1	3
122	как раз	2	3
123	и даже	3	3
124	в соответствии	1	3
125	человек в	1	3
126	да и	2	3
127	с этой	1	3
128	в аспекте	1	3
129	и для	2	3
130	сказать что	5	3
131	к его	1	3
132	в таком	1	3
133	должна быть	1	2
134	мы не	1	2
135	же как	1	2
136	ему в	1	2
137	подчеркнуть что	1	2
138	в каждой	1	2
139	в ней	3	2
140	еще не	4	2
141	он сам	1	2
142	в чем	3	2
143	на самом	4	2
144	же она	1	2
145	в самом	1	2
146	в нашем	4	2
147	раз в	2	2
148	роль в	3	2
149	как он	2	2
150	на то	1	2
151	жизнью и	1	2
152	что она	1	2
153	когда все	1	2
154	не будет	1	2
155	той же	3	2
156	зрения на	1	2
157	центральное событие	1	2
158	в самую	1	2
159	со своими	2	2
160	бы на	2	2
161	с точки	2	2
162	и что	1	2
163	всякий раз	1	2
164	благодаря этим	1	2
165	но он	6	2
166	и такого	1	2
167	в обоих	1	2
168	говорить о	1	2
169	и внутренней	1	2
170	потому что	1	2
171	для нас	1	2
172	с таким	2	2
173	не вполне	1	2
174	у нас	1	2
175	и здесь	3	2
176	и он	1	2
177	подобно тому	3	2
178	здесь не	3	2
179	всей своей	1	2
180	что у	3	2
181	можно было	1	2
182	те же	1	2
183	начала и	3	2
184	во второй	2	2
185	быть может	2	2
186	все те	2	2
187	как было	1	2
188	его смысла	1	2
189	эти два	1	2
190	что и	1	2
191	вся жизнь	1	2
192	в современной	1	2
193	дело с	1	2
194	со всеми	1	2
195	себя в	2	2
196	в виде	1	2
197	не все	1	2
198	у меня	2	2
199	вовсе не	9	2
200	не случайно	3	2
201	жизни на	1	2
202	в других	2	2
203	только на	1	2
204	своему характеру	1	2
205	именно в	2	2
206	а с	1	2
207	мира это	1	2
208	нового времени	2	2
209	говорит о	1	2
210	превращается в	3	2
211	церкви и	3	2
212	и опять	1	2
213	когда же	2	2
214	принадлежности к	1	2
215	на фоне	1	2
216	так же	7	2
217	в него	1	2
218	в строгом	1	2
219	по своему	4	2
220	о чем	2	2
221	тому как	3	2
222	которое не	2	2
223	но это	4	2
224	это был	2	2
225	к которому	2	2
226	в результате	4	2
227	интерес к	1	2
228	не должен	1	2
229	истории а	1	2
230	от всего	1	2
231	только что	1	2
232	во время	10	2
233	о своем	2	2
234	в свою	1	2
235	разговоре с	1	2
236	в своих	2	2
237	как на	2	2
238	они не	2	2
239	границы между	3	1
240	как все	1	1
241	отношения к	1	1
242	также и	4	1
243	с кем	1	1
244	не имел	1	1
245	это и	5	1
246	фон для	1	1
247	каждый из	1	1
248	перед лицом	2	1
249	смерть в	1	1
250	из его	1	1
251	мать и	1	1
252	видеть в	1	1
253	века в	1	1
254	и весело	2	1
255	не была	1	1
256	но она	2	1
257	после первого	1	1
258	так называемые	2	1
259	жизни это	1	1
260	это время	1	1
261	собой в	1	1
262	проявляет себя	1	1
263	что вполне	1	1
264	а тем	1	1
265	в общем	1	1
266	в новом	2	1
267	отношение к	1	1
268	воплощенной в	1	1
269	за пределы	1	1
270	общий знаменатель	1	1
271	относится к	1	1
272	рассказ о	1	1
273	первый взгляд	1	1
274	смысловой значимости	1	1
275	в одной	2	1
276	не нуждаясь	1	1
277	до его	1	1
278	им в	2	1
279	кто не	1	1
280	и как	3	1
281	и наконец	2	1
282	его к	2	1
283	для которой	1	1
284	более или	3	1
285	здесь и	3	1
286	то в	3	1
287	за собой	1	1
288	в которой	4	1
289	бы и	1	1
290	бы не	2	1
291	по преимуществу	3	1
292	века однако	1	1
293	с их	1	1
294	и будущее	1	1
295	о ее	1	1
296	есть на	1	1
297	например как	1	1
298	после этого	2	1
299	на жизнь	1	1
300	в плане	4	1
301	на этом	2	1
302	когда на	1	1
303	людей и	1	1
304	прежде чем	1	1
305	мне даже	1	1
306	здесь мы	1	1
307	конечно в	1	1
308	в единую	1	1
309	слита с	1	1
310	входит в	1	1
311	по природе	1	1
312	делает его	1	1
313	в это	1	1
314	ни в	2	1
315	но мы	2	1
316	эту тему	1	1
317	ему по	1	1
318	автора и	1	1
319	еще раз	2	1
320	не мог	2	1
321	между ними	2	1
322	одного и	1	1
323	на первый	2	1
324	или менее	3	1
325	есть в	2	1
326	женщин и	4	1
327	и без	1	1
328	все и	1	1
329	от времени	1	1
330	то его	1	1
331	мысли и	1	1
332	мир и	2	1
333	с замечательным	1	1
334	что было	1	1
335	наиболее существенных	1	1
336	их в	2	1
337	новое и	2	1
338	связи с	2	1
339	раз и	1	1
340	них звучит	1	1
341	ему как	1	1
342	в отношении	1	1
343	между людьми	1	1
344	случае в	1	1
345	можно ли	1	1
346	вплоть до	1	1
347	представлений об	1	1
348	но они	4	1
349	дело не	1	1
350	на котором	2	1
351	принадлежат к	2	1
352	характер так	1	1
353	между жизнью	1	1
354	в основе	2	1
355	время как	1	1
356	веков и	2	1
357	чем не	1	1
358	не по	1	1
359	как будто	2	1
360	не бывает	1	1
361	в городе	1	1
362	принадлежит к	1	1
363	и вполне	3	1
364	и смертью	1	1
365	же самое	1	1
366	сходство с	1	1
367	на дворе	1	1
368	именно таким	1	1
369	встречаются и	1	1
370	в полной	1	1
371	если же	2	1
372	в безопасности	1	1
373	где этот	1	1
374	как мы	10	1
375	и о	5	1
376	эти не	1	1
377	с ее	3	1
378	что все	1	1
379	в виду	2	1
380	и образ	1	1
381	и сами	1	1
382	то время	2	1
383	настаивая на	1	1
384	природе своей	1	1
385	на нее	1	1
386	было в	2	1
387	особенно в	3	1
388	когда его	1	1
389	еще в	1	1
390	жизнь и	4	1
391	благодаря этому	1	1
392	о своей	2	1
393	собой и	1	1
394	он остается	1	1
395	не случайна	1	1
396	отсутствует даже	1	1
397	не на	2	1
398	полной мере	1	1
399	тех кто	2	1
400	в самой	1	1
401	другими словами	2	1
402	с того	1	1
403	звучит так	1	1
404	это была	1	1
405	это было	1	1
406	к нему	3	1
407	и откуда	1	1
408	которого не	1	1
409	и во	1	1
410	для второго	1	1
411	я вижу	1	1
412	в другой	2	1
413	них в	1	1
414	в споре	2	1
415	он обладает	1	1
416	также в	2	1
417	ее как	1	1
418	сложное и	1	1
419	все время	3	1
420	и она	1	1
421	который бы	1	1
422	происходит в	1	1
423	быть и	1	1
424	но с	1	1
425	оно и	1	1
426	одной из	2	1
427	с каждым	1	1
428	сына в	1	1
429	как нечто	1	1
430	очень много	1	1
431	и так	3	1
432	будто он	2	1
433	будущее время	1	1
434	временем и	2	1
435	именно на	1	1
436	именно тем	1	1
437	того же	5	1
438	события и	1	1
439	и детей	2	1
440	в большинстве	6	1
441	затем следует	1	1
442	ни одного	1	1
443	него и	1	1
444	большинстве случаев	5	1
445	мир в	2	1
446	и их	3	1
447	в одном	1	1
448	граница между	1	1
449	в системе	1	1
450	и рождается	1	1
451	тем что	4	1
452	образом что	1	1
453	они становятся	1	1
454	для того	3	1
455	как сам	1	1
456	до сих	1	1
457	эпизоде как	2	1
