N	3gram	Bakhtin_Fr_5	KFilosof
1	по отношению к	1	21
2	не может быть	2	11
3	с точки зрения	2	10
4	в его целом	1	9
5	и в своей	1	3
6	на самом деле	4	3
7	между тем как	1	3
8	дело здесь не	2	2
9	бы он ни	1	2
10	он ни был	1	2
11	во всех этих	1	2
12	то же время	9	2
13	той или иной	1	2
14	в то же	9	2
15	тем не менее	1	2
16	в том что	6	2
17	и только в	1	2
18	даже там где	1	1
19	но ни в	1	1
20	ничего не остается	1	1
21	ко всему что	1	1
22	и это нисколько	1	1
23	потому что в	1	1
24	ровно ничего не	1	1
25	и того же	1	1
26	это нисколько не	1	1
27	в средние века	2	1
28	он не может	1	1
29	менее всего можно	1	1
30	не подлежит сомнению	1	1
31	и во всех	3	1
32	и та же	1	1
33	и землю и	1	1
34	независимо от того	1	1
35	но это не	1	1
36	чтобы быть единым	1	1
37	здесь не в	3	1
38	в основе своей	1	1
39	и не в	2	1
40	вместе с тем	1	1
41	во всех великих	1	1
42	может быть и	1	1
43	нет места для	1	1
44	и в то	1	1
45	существенную связь с	1	1
46	все это в	1	1
47	всех этих моментов	1	1
48	но в то	5	1
49	мира и его	1	1
50	в себя и	1	1
51	мир а не	1	1
52	в отношении ко	1	1
53	в одном случае	1	1
54	в нем не	3	1
55	дело в том	2	1
56	одна и та	1	1
57	для того чтобы	6	1
58	мир в его	1	1
59	мы не можем	1	1
60	в значительной степени	1	1
61	она жива и	1	1
62	в свою очередь	1	1
63	жизни и смерти	2	1
64	в конечном счете	1	1
65	включает в себя	1	1
66	и все остальные	1	1
67	не было ни	1	1
68	одного и того	1	1
69	в другом случае	1	1
70	в большинстве случаев	2	1
71	конечно не в	1	1
72	его целом в	1	1
73	в себе в	1	1
74	а именно в	1	1
75	что и в	1	1
76	только тогда когда	1	1
77	то же самое	2	1
78	как бы он	1	1
