N	3gram	Losev_Prob_1	formyVre
1	и т п	1	11
2	с точки зрения	3	8
3	в связи с	4	7
4	для того чтобы	8	7
5	не только в	1	5
6	в том же	1	4
7	в то же	4	4
8	как мы уже	1	4
9	мы уже сказали	1	3
10	о том как	2	3
11	и в то	1	3
12	и в этом	2	3
13	во всех этих	2	3
14	в том что	5	3
15	и т д	10	3
16	а следовательно и	1	2
17	то же самое	9	2
18	в этом случае	2	2
19	на первый план	1	2
20	в дальнейшем мы	1	2
21	до сих пор	3	2
22	и во всех	1	2
23	сами по себе	3	2
24	друг на друга	1	2
25	не было бы	1	2
26	может быть и	3	2
27	то что было	1	2
28	и должно быть	1	2
29	не для того	1	2
30	в этом отношении	1	2
31	связи с этим	1	2
32	это значит что	1	2
33	себя как бы	1	1
34	и того же	2	1
35	мы будем говорить	1	1
36	сводится к тому	1	1
37	то есть как	1	1
38	а вовсе не	1	1
39	в скрытой форме	1	1
40	здесь в самом	1	1
41	на самом деле	4	1
42	есть прежде всего	1	1
43	мы вовсе не	2	1
44	тот или иной	1	1
45	они вовсе не	2	1
46	в конце концов	4	1
47	как мы увидим	2	1
48	по своему содержанию	2	1
49	потому что тут	2	1
50	то что в	3	1
51	же самое время	4	1
52	в погоне за	1	1
53	это вовсе не	2	1
54	в литературе и	4	1
55	вместе с тем	1	1
56	одно и то	1	1
57	так как он	2	1
58	и ни для	1	1
59	то время как	1	1
60	только в этом	1	1
61	как и в	1	1
62	в данном случае	8	1
63	о которых мы	2	1
64	мы здесь не	1	1
65	на первый взгляд	1	1
66	и то же	1	1
67	а также и	2	1
68	и никак не	1	1
69	литературе и в	1	1
70	это не значит	1	1
71	о чем подробно	1	1
72	с другой стороны	3	1
73	не может быть	2	1
74	но в то	1	1
75	но в конце	1	1
76	и как бы	2	1
77	то есть в	4	1
78	в то время	1	1
79	ни для кого	1	1
80	и в них	1	1
81	о том что	5	1
82	с тем что	2	1
83	сказать что здесь	1	1
84	выходит за пределы	1	1
85	не выходит за	1	1
86	можно сказать что	3	1
87	и в результате	1	1
88	и что будет	1	1
89	также и в	1	1
90	одного и того	2	1
91	же самое мы	1	1
92	в другом случае	1	1
93	к тому что	1	1
94	иной раз и	1	1
95	во всех случаях	1	1
96	вовсе не является	3	1
97	всех этих актов	1	1
98	всех этих случаях	1	1
99	со всеми своими	2	1
100	как мы видели	1	1
101	той или иной	4	1
102	и в другом	1	1
