N	2gram	Propp_Isto_3	Analitik
1	в качестве	2	31
2	может быть	11	29
3	в том	9	27
4	не может	4	22
5	и не	12	21
6	в частности	5	19
7	и в	22	18
8	но и	12	17
9	а не	6	17
10	представляет собой	3	16
11	отнюдь не	1	15
12	не только	14	15
13	тогда как	1	14
14	не в	4	14
15	в этом	17	13
16	как и	3	13
17	в его	3	13
18	при этом	2	12
19	том что	8	12
20	состоит в	3	11
21	но не	7	10
22	то же	6	9
23	в то	2	9
24	а в	6	9
25	есть не	1	8
26	в мире	1	8
27	но в	10	8
28	не есть	1	8
29	том чтобы	1	7
30	к тому	3	7
31	этого слова	1	7
32	особого рода	3	7
33	мы имеем	19	6
34	по отношению	2	6
35	это не	6	6
36	далеко не	3	6
37	точки зрения	2	6
38	в своей	1	6
39	в себя	1	6
40	только в	4	6
41	то что	7	6
42	прежде всего	3	6
43	что иное	3	5
44	и на	4	5
45	иное как	3	5
46	и как	3	5
47	в целом	3	5
48	в этой	5	5
49	и его	4	5
50	о том	3	5
51	между тем	2	5
52	как бы	1	5
53	отношению к	2	5
54	что в	15	5
55	не что	3	4
56	из того	2	4
57	столь же	1	4
58	более чем	1	4
59	все же	5	4
60	тому же	2	4
61	не следует	1	4
62	с другими	1	4
63	не всегда	4	4
64	с точки	1	4
65	и более	2	4
66	по себе	1	4
67	имеем дело	1	4
68	ни в	2	4
69	могут быть	5	4
70	так и	2	4
71	не с	2	4
72	с ним	1	4
73	как правило	2	4
74	в другом	2	4
75	с другой	7	4
76	того что	5	4
77	дело с	2	4
78	уже не	7	4
79	с другим	1	4
80	себя и	1	4
81	вместе с	9	4
82	исходя из	1	4
83	и т	16	3
84	одним из	4	3
85	таком случае	1	3
86	и есть	2	3
87	это всегда	1	3
88	что как	1	3
89	вступает в	3	3
90	и к	3	3
91	в нем	9	3
92	он не	5	3
93	в силу	2	3
94	подобно тому	1	3
95	таким образом	10	3
96	не будет	1	3
97	бы быть	1	3
98	даже в	2	3
99	ведет к	1	3
100	в котором	2	3
101	своего рода	1	3
102	однако в	1	3
103	в таком	1	3
104	как будто	2	3
105	могла бы	1	3
106	если бы	6	3
107	означает что	1	3
108	а также	2	3
109	к нему	5	3
110	еще не	10	3
111	с одной	2	3
112	никто не	2	3
113	что и	9	3
114	одной стороны	2	3
115	а именно	4	3
116	что не	2	3
117	тому как	1	3
118	что мы	1	3
119	она может	1	3
120	которая в	1	3
121	и все	3	3
122	хотя бы	1	3
123	что он	9	3
124	том числе	1	3
125	самом деле	1	2
126	на самом	2	2
127	также и	1	2
128	той же	2	2
129	а как	1	2
130	на место	1	2
131	на себя	2	2
132	и то	2	2
133	между собой	1	2
134	данном случае	3	2
135	не все	6	2
136	отношение к	4	2
137	не просто	1	2
138	нет и	1	2
139	как говорит	1	2
140	с двумя	1	2
141	его к	1	2
142	все эти	4	2
143	бы не	1	2
144	из этих	3	2
145	и до	1	2
146	на его	3	2
147	одному из	1	2
148	могут оказаться	1	2
149	и по	1	2
150	на этом	4	2
151	и с	4	2
152	на все	2	2
153	из них	7	2
154	вовсе не	2	2
155	так как	7	2
156	для чего	1	2
157	такой же	2	2
158	перед собой	1	2
159	художественного творчества	1	2
160	случае это	1	2
161	вопрос о	2	2
162	только для	1	2
163	для данного	1	2
164	которые в	1	2
