N	4gram	Bakhtin_Pr_2	Hudozhes
1	в то же время	3	6
2	одного и того же	1	3
3	в той или иной	2	2
4	в том числе и	2	2
5	по отношению к герою	3	2
6	как бы в точке	1	1
7	можно подсмотреть определить и	1	1
8	в той мере в	1	1
9	мы имеем в виду	2	1
10	как более или менее	1	1
11	той мере в какой	1	1
12	по отношению к нему	1	1
13	точке выхода его за	1	1
14	подлинная жизнь личности совершается	1	1
15	несовпадения человека с самим	1	1
16	собою в точке выхода	1	1
17	в точке этого несовпадения	1	1
18	этого несовпадения человека с	1	1
19	позицию по отношению к	1	1
20	жизнь личности совершается как	1	1
21	его за пределы всего	1	1
22	в преступлении и наказании	2	1
23	в точке выхода его	1	1
24	и предсказать помимо его	1	1
25	с самим собою в	1	1
26	выхода его за пределы	1	1
27	личности совершается как бы	1	1
28	совершается как бы в	1	1
29	за пределы всего что	1	1
30	человека с самим собою	1	1
31	но в таком случае	1	1
32	точке этого несовпадения человека	1	1
33	предсказать помимо его воли	1	1
34	подсмотреть определить и предсказать	1	1
35	в таком случае это	1	1
36	бы в точке этого	1	1
37	самим собою в точке	1	1
38	определить и предсказать помимо	1	1
