N	2gram	Tiupa_Lite_1	Myslijsy
1	то есть	6	34
2	потому что	3	33
3	то что	10	29
4	может быть	13	26
5	таким образом	3	24
6	в этом	12	23
7	в том	16	23
8	и в	8	23
9	в слове	2	22
10	и не	12	18
11	что в	3	17
12	при этом	19	15
13	только в	8	15
14	то же	5	14
15	в себе	7	14
16	как и	6	14
17	того что	6	14
18	так как	1	14
19	для нас	1	14
20	если бы	1	13
21	не было	3	12
22	а не	16	12
23	том что	14	12
24	что я	2	11
25	не в	8	11
26	но и	17	11
27	не может	5	11
28	по отношению	3	10
29	не только	24	10
30	мы можем	1	10
31	тем что	2	10
32	между тем	2	9
33	не есть	2	9
34	мы не	1	8
35	то это	2	8
36	в своем	11	8
37	но в	3	8
38	было бы	2	8
39	тогда когда	1	8
40	о том	2	8
41	сказать что	1	8
42	отношению к	2	8
43	поэзии и	2	7
44	очевидно что	1	7
45	как в	5	7
46	на то	1	7
47	в нем	2	7
48	в силу	4	7
49	что такое	2	7
50	это не	4	7
51	и что	1	7
52	что и	1	7
53	вовсе не	1	7
54	с тем	1	7
55	могут быть	2	7
56	в которой	1	6
57	человеческого духа	2	6
58	мысль о	1	6
59	так и	4	6
60	тех пор	1	6
61	что не	2	6
62	до тех	1	6
63	вместе с	1	6
64	и то	2	5
65	есть нечто	1	5
66	говорить о	1	5
67	один и	1	5
68	как бы	7	5
69	так сказать	1	5
70	и мы	1	5
71	должно быть	1	5
72	по крайней	1	5
73	значение слова	1	5
74	не менее	7	5
75	не имеет	1	5
76	к нему	1	5
77	крайней мере	1	5
78	не можем	1	5
79	уже в	5	5
80	в его	7	5
81	для него	2	5
82	что же	1	5
83	тем более	2	5
84	а в	3	5
85	во всяком	3	5
86	если б	1	4
87	только потому	1	4
88	есть не	1	4
89	и о	1	4
90	могли бы	1	4
91	и с	1	4
92	его в	3	4
93	и тем	4	4
94	мы имеем	1	4
95	между собою	1	4
96	точки зрения	6	4
97	в котором	1	4
98	сих пор	1	4
99	тем не	2	4
100	и более	1	4
101	в то	5	4
102	на котором	1	4
103	со своим	1	4
104	в сознании	2	4
105	в каком	1	4
106	быть может	1	4
107	на вопрос	1	4
108	можно сказать	1	4
109	что он	5	4
110	хотя бы	2	4
111	то и	2	4
112	в одном	1	4
113	тогда как	13	4
114	только на	2	4
115	до сих	1	4
116	на основании	1	4
117	в данном	5	4
118	в той	1	4
119	да и	3	4
120	и все	1	4
121	между ними	1	4
122	только как	1	4
123	по поводу	2	4
124	тем самым	5	4
125	например в	3	3
126	человека и	2	3
127	самом деле	2	3
128	на самом	1	3
129	и есть	3	3
130	слова в	1	3
131	той же	3	3
132	которое в	1	3
133	еще не	4	3
134	и на	1	3
135	в действительности	1	3
136	в самом	3	3
137	все эти	2	3
138	бы не	3	3
139	так в	1	3
140	и если	1	3
141	к одному	1	3
142	нашего времени	2	3
143	и по	1	3
144	ни был	1	3
145	на нее	1	3
146	в каждом	1	3
147	лишь в	4	3
148	в них	1	3
149	не всегда	1	3
150	ведет к	4	3
151	с точки	2	3
152	не от	1	3
153	в которых	1	3
154	есть всегда	1	3
155	что есть	1	3
156	никогда не	4	3
157	же время	5	3
158	связи с	6	3
159	только от	1	3
160	к тому	2	3
