N	3gram	Vinokur_St_2	Hudozhes
1	о том что	11	9
2	и т п	3	8
3	то же время	1	8
4	по отношению к	1	8
5	в то же	1	8
6	в том что	16	6
7	в самом деле	2	4
8	к тому что	5	4
9	с точки зрения	2	3
10	в этом отношении	9	3
11	в связи с	1	3
12	тем не менее	2	3
13	и т д	6	3
14	том что в	2	2
15	только потому что	2	2
16	что же касается	1	2
17	что он не	4	2
18	в первую очередь	1	2
19	до сих пор	5	2
20	для своего времени	1	2
21	как раз в	2	2
22	в значительной степени	2	2
23	так или иначе	1	2
24	не в том	2	2
25	в этих словах	2	2
26	что у него	1	2
27	вместо того чтобы	1	2
28	речь идет о	3	2
29	на то что	2	2
30	во второй половине	1	2
31	к тому времени	2	1
32	а между тем	1	1
33	потому что оно	1	1
34	на самом деле	1	1
35	в этом смысле	1	1
36	том что он	5	1
37	и в этом	2	1
38	в одной из	2	1
39	именно в этом	1	1
40	с самого начала	3	1
41	сами по себе	2	1
42	ответить на вопрос	1	1
43	более или менее	2	1
44	в отличие от	2	1
45	об этом в	1	1
46	в письме к	5	1
47	почти ничего не	1	1
48	в это время	2	1
49	не хотелось бы	1	1
50	здесь нет и	1	1
51	в высшей степени	1	1
52	в конце концов	1	1
53	так и в	2	1
54	имеет ничего общего	1	1
55	между тем в	1	1
56	не до конца	2	1
57	к одному из	1	1
58	во всяком случае	3	1
59	вне всякого сомнения	2	1
60	не укладывается в	1	1
61	вследствие того что	1	1
62	не имеет ничего	1	1
63	в свое время	1	1
64	в данном случае	1	1
65	это еще не	1	1
66	в свою очередь	1	1
67	ничего общего с	1	1
68	с того что	1	1
69	с тем что	2	1
70	не только не	2	1
71	но все же	2	1
72	ни у кого	1	1
73	за то что	2	1
74	не годится в	1	1
75	и быть не	1	1
76	в том смысле	2	1
77	в ответ на	1	1
