N	3gram	Savitsky_E_1	Istorich
1	и т д	1	15
2	с другой стороны	2	7
3	в том что	6	5
4	как мы видели	2	5
5	в данном случае	2	3
6	в некоторых случаях	1	3
7	в связи с	1	3
8	мы видели что	1	3
9	через некоторое время	1	2
10	можно утверждать что	1	2
11	с одной стороны	8	2
12	то время как	1	2
13	во всяком случае	3	2
14	в то время	1	2
15	в одном из	2	2
16	а через некоторое	1	2
17	к тому же	1	2
18	хотя и не	1	1
19	что в этом	1	1
20	в пределах этих	2	1
21	встречает на своем	1	1
22	между прочим и	2	1
23	это мы видим	1	1
24	в том числе	1	1
25	т е во	1	1
26	т е не	1	1
27	во многих случаях	1	1
28	в соответствии с	1	1
29	к предположению что	1	1
30	каждого из них	1	1
31	на своем пути	1	1
32	с этой точки	5	1
33	с точки зрения	16	1
34	так как мы	1	1
35	но и в	1	1
36	иначе обстоит дело	2	1
37	независимо от того	1	1
38	из того что	2	1
39	с тем что	1	1
40	можно было бы	3	1
41	не есть ли	1	1
42	может быть и	1	1
43	это может быть	1	1
44	в том смысле	1	1
45	в пределах этого	1	1
46	не только в	4	1
47	заключается в том	2	1
48	смысле этого слова	1	1
49	близко подходит к	2	1
50	так же как	5	1
51	в других случаях	1	1
52	этой точки зрения	5	1
53	в тех случаях	1	1
54	не можем входить	1	1
55	в северной америке	2	1
56	к ней в	1	1
57	не означает что	1	1
58	в свою очередь	2	1
59	и прежде всего	3	1
60	не может быть	2	1
61	при известных условиях	1	1
62	можно сказать что	3	1
63	также и в	1	1
64	на то что	2	1
65	друг от друга	2	1
66	в его руках	1	1
67	тех случаях когда	1	1
68	в большинстве случаев	2	1
69	друг с другом	3	1
70	но и то	1	1
71	на этот вопрос	1	1
