N	3gram	Vygotskiy__5	Tvorches
1	в то же	1	13
2	в том что	11	6
3	по нашему мнению	1	5
4	о том что	4	5
5	с самого начала	5	3
6	том что в	2	2
7	на самом деле	1	2
8	является одним из	1	2
9	в этой связи	1	2
10	можно сказать что	5	2
11	тем не менее	1	2
12	как и его	1	1
13	что иное как	1	1
14	не может не	1	1
15	да и в	1	1
16	в прямом смысле	1	1
17	и того же	3	1
18	мы никогда не	1	1
19	имеем в виду	1	1
20	значит что он	2	1
21	то же самое	4	1
22	в том же	1	1
23	те и другие	1	1
24	в этом пункте	1	1
25	по отношению к	12	1
26	до сих пор	3	1
27	что он не	2	1
28	в отличие от	2	1
29	в первую очередь	1	1
30	не менее чем	1	1
31	не могут быть	1	1
32	же самое время	1	1
33	означает в то	1	1
34	то и другое	2	1
35	вместе с тем	2	1
36	не то что	3	1
37	все более и	1	1
38	бы говорить о	1	1
39	и что в	1	1
40	в этой области	1	1
41	могут быть названы	1	1
42	с одной стороны	3	1
43	как частный случай	2	1
44	но при этом	2	1
45	в известном смысле	7	1
46	не только для	1	1
47	в связи с	1	1
48	мы уже говорили	1	1
49	язык в школе	1	1
50	я не могу	1	1
51	это означало бы	1	1
52	потому что я	1	1
53	мы узнаем что	1	1
54	он принадлежит к	1	1
55	означало бы что	1	1
56	заключается в том	5	1
57	в свою очередь	3	1
58	ту же самую	1	1
59	это значит что	4	1
60	более и более	1	1
61	мы имеем в	1	1
62	с другой стороны	2	1
63	одного и того	3	1
64	таким образом и	1	1
65	не что иное	1	1
66	к тому что	1	1
67	к вопросу о	1	1
68	но тем самым	1	1
69	а если мы	1	1
70	в основе этой	2	1
71	при этом она	1	1
