N	3gram	Medvedev_F_2	Problema
1	с точки зрения	7	8
2	в том что	2	8
3	в связи с	10	7
4	в конце концов	2	6
5	тем не менее	1	5
6	с другой стороны	3	5
7	по крайней мере	1	4
8	что иное как	1	3
9	в настоящее время	1	3
10	в этом смысле	2	3
11	вместе с тем	4	3
12	с одной стороны	1	3
13	все же не	1	3
14	не что иное	1	3
15	равно как и	1	2
16	но даже и	1	2
17	до сих пор	1	2
18	в таком случае	1	2
19	бы то ни	1	2
20	но и в	3	2
21	и не в	2	2
22	то и другое	2	2
23	не чем иным	1	2
24	в данном случае	1	2
25	не может быть	10	2
26	во всяком случае	5	2
27	чем иным как	1	2
28	но все же	2	2
29	по этому поводу	1	2
30	для того чтобы	3	2
31	и в конце	1	1
32	в чем не	1	1
33	по существу и	1	1
34	не так легко	1	1
35	чуть ли не	1	1
36	связи с теми	1	1
37	во что бы	1	1
38	не говоря уже	1	1
39	на самом деле	3	1
40	в самом деле	5	1
41	потому что не	1	1
42	одной из своих	1	1
43	как раз и	3	1
44	в одной из	1	1
45	не было и	2	1
46	и то и	2	1
47	сам по себе	3	1
48	не входит в	2	1
49	как мы увидим	1	1
50	и в дальнейшем	2	1
51	в этом отношении	7	1
52	по аналогии с	1	1
53	только тем что	1	1
54	говоря уже о	1	1
55	что бы то	1	1
56	таким образом мы	1	1
57	но в то	1	1
58	и в его	1	1
59	на задний план	1	1
60	этой точке зрения	1	1
61	то ни стало	2	1
62	и должно было	1	1
63	и в этом	5	1
64	с тем же	1	1
65	это не так	1	1
66	так или иначе	1	1
67	в такой же	1	1
68	а вовсе не	1	1
69	могут дать только	1	1
70	мере в какой	1	1
71	смерть а не	1	1
72	только в связи	1	1
73	ни в чем	2	1
74	то же время	5	1
75	по себе а	2	1
76	но тем не	1	1
77	том смысле что	2	1
78	так и в	3	1
79	это и есть	1	1
80	то или иное	1	1
81	связи с этим	3	1
82	с самого начала	2	1
83	и до сих	1	1
84	хотя бы в	3	1
85	ни о каком	3	1
86	времени и пространстве	1	1
87	в других областях	1	1
88	момент в понятии	1	1
89	в большинстве случаев	3	1
90	в то же	5	1
91	в том смысле	3	1
92	сама по себе	1	1
93	в предисловии к	2	1
94	вовсе не отрицает	1	1
95	и т д	5	1
