N	3gram	Tiupa_Hudo_2	Literetu
1	в том что	11	11
2	так или иначе	1	8
3	состоит в том	2	5
4	то же время	4	5
5	в то же	4	5
6	на наш взгляд	4	5
7	в данном случае	2	4
8	не только в	2	4
9	в конечном счете	3	4
10	байрон я другой	1	2
11	дело в том	1	2
12	по отношению к	7	2
13	подобно тому как	4	2
14	дело не только	2	2
15	все та же	1	2
16	с точки зрения	2	2
17	только в том	2	2
18	дамы с собачкой	1	2
19	в этом отношении	1	2
20	и то что	1	2
21	не могло быть	1	2
22	с одной стороны	3	2
23	но при этом	3	2
24	между я и	1	2
25	несет в себе	1	2
26	не оставляет места	1	2
27	я не байрон	1	2
28	о том что	7	2
29	не байрон я	1	2
30	нет я не	1	2
31	тем не менее	3	2
32	это уже не	1	1
33	на том что	1	1
34	не в состоянии	1	1
35	как например в	1	1
36	такова же и	1	1
37	то что я	1	1
38	о себе в	1	1
39	в этом контексте	1	1
40	собою без другого	1	1
41	образованию филолог но	1	1
42	по воле автора	1	1
43	внутреннего я во	1	1
44	казалось что он	1	1
45	а не в	2	1
46	к чужому я	1	1
47	по образованию филолог	1	1
48	в ответ на	1	1
49	в соответствии с	3	1
50	как раз и	1	1
51	так и не	4	1
52	к определенному месту	1	1
53	служит в банке	1	1
54	стать самим собою	1	1
55	личное существование держится	1	1
56	петь в частной	1	1
57	бы то ни	1	1
58	уединенного сознания а	1	1
59	между тем как	1	1
60	в частной опере	1	1
61	когда-то петь в	1	1
62	можно было бы	2	1
63	зрелого чеховского рассказа	2	1
64	тот или иной	1	1
65	внешнее и внутреннее	1	1
66	в это время	1	1
67	тогда как в	2	1
68	в этой связи	2	1
69	в значительной степени	1	1
70	в конечном итоге	1	1
71	за собой и	1	1
72	филолог но служит	1	1
73	в самом деле	3	1
74	каждое личное существование	1	1
75	а также и	1	1
76	и в этом	2	1
77	героя и читателя	1	1
78	а с другой	1	1
79	с действительной жизнью	1	1
80	москве два дома	1	1
81	готовился когда-то петь	1	1
82	о себе как	1	1
83	но служит в	1	1
84	а не как	1	1
85	все более и	1	1
86	в москве два	1	1
87	как нам представляется	1	1
88	в этом и	2	1
89	с другой стороны	1	1
90	не может быть	3	1
91	самим собою без	1	1
92	но бросил имеет	1	1
93	едва ли не	1	1
94	не несет в	1	1
95	нельзя сказать что	1	1
96	в финале рассказа	2	1
97	имеет в москве	1	1
98	держится на тайне	1	1
99	существование держится на	1	1
100	до сих пор	2	1
101	с самого начала	1	1
102	более и более	1	1
103	но все же	1	1
104	бросил имеет в	1	1
105	в художественном мире	1	1
106	опере но бросил	1	1
107	в том числе	1	1
108	пока еще не	1	1
109	однако и здесь	1	1
110	мы имеем дело	1	1
111	бы не было	1	1
112	к тому же	2	1
113	не нуждается в	1	1
114	как мы знаем	1	1
115	частной опере но	1	1
