N	2gram	Losev_Vlad_3	Problemy
1	и в	40	43
2	и не	25	29
3	может быть	8	23
4	как бы	3	22
5	не может	14	18
6	как и	7	14
7	но и	18	14
8	в этом	16	13
9	точки зрения	13	13
10	что он	5	13
11	в нем	3	12
12	в одном	5	12
13	слова и	1	12
14	не только	25	11
15	не в	3	11
16	по себе	6	11
17	и на	6	10
18	но в	4	10
19	как мы	8	10
20	в его	14	10
21	прежде всего	10	10
22	в сущности	2	9
23	еще не	4	9
24	он не	8	9
25	никогда не	11	9
26	то же	4	8
27	лишь в	1	8
28	для него	8	8
29	с точки	6	8
30	и его	10	8
31	с самим	1	8
32	перед нами	3	7
33	в самом	4	7
34	в то	7	7
35	и сам	1	7
36	в другом	2	7
37	до сих	1	7
38	а не	8	7
39	что же	9	7
40	сих пор	1	7
41	то что	28	7
42	и наконец	2	6
43	так сказать	1	6
44	при этом	3	6
45	к одному	1	6
46	не как	2	6
47	в этих	2	6
48	здесь не	3	6
49	в том	18	6
50	в котором	4	6
51	у него	24	6
52	и все	4	6
53	сам по	2	5
54	самом деле	1	5
55	и он	1	5
56	но не	4	5
57	хотя и	7	5
58	в себе	9	5
59	все эти	5	5
60	на то	4	5
61	да и	6	5
62	таким образом	11	5
63	и с	9	5
64	было бы	4	5
65	рядом с	1	5
66	это слово	1	5
67	о том	11	5
68	никак не	4	5
69	и что	8	5
70	же время	2	5
71	к нему	3	5
72	так что	14	5
73	вовсе не	13	5
74	все это	1	5
75	бы в	2	5
76	а в	7	5
77	мы не	2	4
78	я не	3	4
79	с его	2	4
80	во всех	1	4
81	себе и	2	4
82	отличие от	3	4
83	сама по	1	4
84	в своем	8	4
85	знаю что	1	4
86	же не	2	4
87	в них	1	4
88	далеко не	3	4
89	должно быть	5	4
90	во время	1	4
91	в своей	9	4
92	в отличие	3	4
93	но он	1	4
94	их в	1	4
95	том же	1	4
96	в самой	1	4
97	или как	4	4
98	в направлении	1	4
99	к тому	7	4
100	и это	6	4
101	почему же	6	4
102	только в	13	4
103	же и	2	4
104	так как	7	4
105	как раз	10	4
106	с другой	5	4
107	на этот	1	4
108	до конца	4	4
109	не на	2	4
110	то есть	24	4
111	не могут	2	4
112	и нет	1	4
113	но это	6	4
114	в результате	4	4
115	между ними	1	4
116	совершенно не	2	4
117	что в	17	4
118	но эти	1	4
119	себя как	1	3
