N	3gram	Vygotskiy__6	KFilosof
1	по отношению к	10	21
2	не может быть	2	11
3	с точки зрения	10	10
4	и в своей	1	3
5	на самом деле	1	3
6	в котором он	1	3
7	в этом смысле	2	3
8	и в этом	1	3
9	может быть в	1	3
10	то что я	1	2
11	бы он ни	1	2
12	один и тот	1	2
13	раз и навсегда	1	2
14	вопрос о том	1	2
15	той или иной	1	2
16	тем не менее	1	2
17	в том что	19	2
18	и тот же	1	2
19	отношение к предмету	2	1
20	на то что	4	1
21	не может не	1	1
22	нет и не	1	1
23	потому что в	1	1
24	зависит от того	1	1
25	и того же	4	1
26	конца и своего	1	1
27	в настоящее время	1	1
28	в том же	2	1
29	тогда когда оно	1	1
30	он не может	1	1
31	по самому своему	1	1
32	но все это	1	1
33	только в том	1	1
34	и во всех	1	1
35	в лучшем случае	1	1
36	было бы для	1	1
37	в зависимости от	5	1
38	мы не имеем	1	1
39	по своей структуре	1	1
40	и именно в	1	1
41	независимо от того	2	1
42	одновременно и в	1	1
43	несмотря на то	2	1
44	это не имеет	1	1
45	вместе с тем	2	1
46	случае мы имеем	1	1
47	и то что	2	1
48	и как бы	1	1
49	может быть понято	1	1
50	во всех остальных	1	1
51	за собой и	1	1
52	том что мы	2	1
53	не совпадает с	1	1
54	не потому что	1	1
55	в первом случае	3	1
56	ни на один	1	1
57	смысле этого слова	1	1
58	не содержит в	1	1
59	и по отношению	1	1
60	там где есть	1	1
61	не имеет места	1	1
62	а не как	1	1
63	отношению к таким	1	1
64	в одном случае	1	1
65	это не значит	1	1
66	заключать в себе	1	1
67	а только в	2	1
68	для того чтобы	8	1
69	вместо того чтобы	2	1
70	возможно там где	1	1
71	она исходит из	1	1
72	и все же	1	1
73	и должен быть	1	1
74	было бы совершенно	1	1
75	мы не можем	1	1
76	же самое что	1	1
77	в свою очередь	1	1
78	понятий и тем	1	1
79	до конца и	1	1
80	и тем самым	5	1
81	но отнюдь не	1	1
82	включает в себя	1	1
83	но в этом	1	1
84	не может стать	1	1
85	одного и того	4	1
86	но не в	1	1
87	во второй половине	1	1
88	в другом случае	1	1
89	когда мы говорим	2	1
90	к тому что	7	1
91	в том смысле	2	1
92	не может иметь	1	1
93	не значит что	1	1
94	если бы оно	2	1
95	этом смысле можно	1	1
96	что и в	1	1
97	и входит в	1	1
98	только тогда когда	1	1
99	то же самое	6	1
100	как бы он	1	1
