N	3gram	Bakhtin_fo_1	Problemy
1	с точки зрения	2	9
2	до сих пор	3	8
3	не может быть	3	8
4	по отношению к	3	5
5	то же время	9	5
6	в то же	6	5
7	друг с другом	1	5
8	в самом деле	1	4
9	в том числе	4	4
10	то перед нами	1	4
11	то есть в	1	4
12	к себе самому	4	3
13	как раз и	2	3
14	как мы сказали	1	3
15	в отличие от	2	3
16	как мы увидим	1	3
17	том числе и	2	3
18	с самим собою	3	3
19	имеем в виду	1	3
20	мы имеем в	1	3
21	как и в	2	3
22	и в сущности	2	2
23	а следовательно и	1	2
24	по своей природе	1	2
25	дело в том	2	2
26	и в словах	1	2
27	мы уже сказали	2	2
28	и до сих	1	2
29	здесь не место	2	2
30	мы находим в	1	2
31	и в других	4	2
32	сами по себе	1	2
33	в строгом смысле	2	2
34	но и в	2	2
35	но конечно не	1	2
36	в том что	2	2
37	как если бы	2	2
38	но в то	1	2
39	друг на друга	2	2
40	о том что	1	2
41	и в самой	1	2
42	сих пор не	1	2
43	той или иной	2	2
44	в этом романе	2	2
45	как мы уже	8	2
46	сама по себе	1	2
47	в конце романа	5	2
48	во всех его	1	2
49	с самим собой	2	2
50	то есть для	1	1
51	в той или	1	1
52	мы и в	1	1
53	остается тем же	1	1
54	лишь то что	1	1
55	ровно ничего не	1	1
56	прежде всего на	1	1
57	а вовсе не	1	1
58	прежде всего в	1	1
59	между собой поэтому	1	1
60	не исчерпали всех	1	1
61	том что все	1	1
62	биографического времени и	1	1
63	зрения этого нового	1	1
64	также и в	2	1
65	и внутренне не	1	1
66	в средние века	1	1
67	в том же	1	1
68	в этом случае	1	1
69	одной стороны и	2	1
70	же как и	2	1
71	с его специфической	1	1
72	пространства и времени	3	1
73	типа то есть	1	1
74	я для себя	1	1
75	вступают в брак	1	1
76	ко второму типу	1	1
77	не было и	2	1
78	и во всех	1	1
79	в мировой литературе	2	1
80	мы говорили в	1	1
81	и в то	5	1
82	в той же	1	1
83	и различные способы	1	1
84	в себе и	1	1
85	и подходом к	1	1
86	его специфической логикой	1	1
87	нет ничего что	1	1
88	смысле слова и	1	1
89	так сказать в	1	1
90	может быть и	2	1
91	остановимся прежде всего	1	1
92	одно и то	3	1
93	но дело в	1	1
94	все это время	1	1
95	в значительной степени	1	1
96	на этой почве	1	1
97	так же как	2	1
98	в данном случае	1	1
99	с одной стороны	2	1
100	и то же	3	1
101	как мы это	1	1
102	не входит в	1	1
103	мы будем говорить	1	1
104	по сравнению с	2	1
105	же время оно	1	1
106	в биографическом времени	1	1
107	не место для	1	1
108	в нем не	3	1
109	в связи с	5	1
110	в виду что	1	1
111	к тому же	2	1
112	жизни не может	1	1
113	во всяком случае	1	1
114	поэтому все эти	1	1
115	в точном смысле	2	1
116	снова и снова	1	1
117	его и нет	1	1
118	таким образом и	1	1
119	вот для этого-то	1	1
120	о которых мы	1	1
121	смертной казни и	1	1
122	было и не	1	1
123	в широком смысле	2	1
124	жизни то есть	2	1
125	влияние на всю	1	1
126	здесь не только	1	1
127	между этими двумя	3	1
128	в него как	1	1
129	не только и	1	1
130	степени и в	1	1
131	вся внутренняя жизнь	1	1
132	не могло быть	3	1
133	из того же	1	1
134	романа и в	1	1
135	была бы совершенно	1	1
136	так и в	1	1
137	роль в романе	1	1
138	в его мире	2	1
139	и т.п в	1	1
140	то что не	1	1
141	но и на	1	1
142	быть конечно и	2	1
143	с самого начала	2	1
144	что в нем	1	1
145	к третьему типу	1	1
146	не только в	2	1
147	но в этом	1	1
148	но все же	2	1
149	средние века и	1	1
150	как своего рода	1	1
151	типы и разновидности	2	1
152	как мы видим	2	1
153	эта форма в	1	1
154	к смертной казни	1	1
155	времени и пространства	4	1
156	и ту же	1	1
157	может быть лишь	1	1
158	но она не	1	1
159	в различных произведениях	1	1
160	никогда не бывает	1	1
161	это не внешняя	1	1
162	мы уже указывали	4	1
163	непосредственно переходит в	1	1
164	друг за другом	2	1
165	одну и ту	1	1
166	все это не	1	1
167	в высшей степени	1	1
168	героя и героини	5	1
169	и не могло	1	1
170	в жизни и	1	1
171	и время и	1	1
172	романах мы находим	1	1
173	в своей жизни	1	1
174	как во всякой	1	1
175	то есть к	1	1
