N	2gram	Propp_Isto_7	StatiiOP
1	и в	24	25
2	в этом	12	24
3	в том	7	20
4	что он	21	19
5	может быть	14	19
6	тем что	6	19
7	что в	13	19
8	что это	6	16
9	том что	10	15
10	в этой	1	14
11	и пр	1	13
12	не только	21	12
13	в его	1	12
14	то что	7	12
15	в этих	13	11
16	так что	3	11
17	таким образом	7	10
18	прежде всего	2	10
19	и не	4	10
20	у него	10	9
21	но и	11	9
22	и т	17	8
23	все это	8	8
24	о том	9	8
25	как например	1	8
26	т е	16	8
27	из его	1	7
28	с этим	2	7
29	это не	10	7
30	было бы	2	7
31	в то	2	7
32	не может	14	7
33	точки зрения	4	7
34	что такое	2	7
35	и на	2	6
36	как в	12	6
37	из этих	3	6
38	не в	9	6
39	в русской	5	6
40	только в	6	6
41	т п	1	6
42	в конце	3	6
43	как бы	4	6
44	а в	10	6
45	как на	1	6
46	то же	8	5
47	ответ на	6	5
48	независимо от	1	5
49	но в	5	5
50	на то	3	5
51	он не	6	5
52	об этом	6	5
53	ни в	2	5
54	мы имеем	12	5
55	в котором	2	5
56	потому что	9	5
57	и это	2	5
58	так и	5	5
59	в них	3	5
60	с другой	9	5
61	связано с	3	5
62	а не	8	5
63	того что	6	5
64	другой стороны	8	5
65	например в	3	4
66	что эти	2	4
67	в которой	2	4
68	время как	2	4
69	из которых	1	4
70	в чем	5	4
71	все же	9	4
72	и к	1	4
73	в целом	1	4
74	на его	2	4
75	состоит в	1	4
76	в каждом	1	4
77	на протяжении	1	4
78	и тем	2	4
79	в жизни	1	4
80	с тем	1	4
81	как и	6	4
82	в эту	1	4
83	а как	1	4
84	с точки	1	4
85	ничего не	5	4
86	к ней	2	4
87	связана с	1	4
88	отличается от	2	4
89	в ней	1	4
90	и с	1	4
91	если бы	1	4
92	можно сказать	1	4
93	а также	1	4
94	к нему	7	4
95	мы видим	10	4
96	всего в	1	4
97	в качестве	3	4
98	и др	2	4
99	в начале	1	4
100	отношение к	5	4
101	то время	2	4
102	в особенности	2	4
103	связь с	2	4
104	xix века	1	4
105	он говорит	2	4
106	что здесь	7	4
107	но это	3	4
108	сказать что	2	4
109	в своей	1	4
110	из этого	1	4
111	это в	1	4
112	можно назвать	1	4
113	он был	1	3
114	с его	3	3
115	своего рода	4	3
116	кроме того	3	3
117	что по	2	3
118	и наконец	3	3
119	все эти	2	3
120	и если	3	3
121	всех этих	6	3
122	что этот	2	3
123	в другом	1	3
124	о которых	1	3
125	показывает что	8	3
126	попадает в	2	3
127	в их	4	3
128	что я	1	3
129	но он	2	3
130	и более	1	3
131	тому что	2	3
132	во время	6	3
133	связи с	3	3
134	и здесь	12	3
135	нельзя не	1	3
136	со стороны	2	3
137	на вопрос	4	3
138	и что	10	3
139	царь и	2	3
140	по этому	2	3
141	раньше чем	3	3
142	и его	3	3
143	вот что	1	3
144	уже не	2	3
145	уже в	3	3
146	не так	2	3
147	так как	8	3
148	в некоторых	1	3
149	связан с	1	3
150	одной стороны	5	3
151	что мы	3	3
152	его как	1	3
153	в связи	2	3
154	быть это	1	3
155	с этой	6	3
156	между прочим	3	3
157	в мировой	1	3
158	тем более	2	3
159	обращается к	3	3
160	все они	1	3
161	к этому	2	3
162	в виде	1	3
163	в какой	1	3
164	самом деле	1	2
165	он может	4	2
166	такое же	2	2
167	в чисто	1	2
168	и за	1	2
169	как я	1	2
170	того же	2	2
171	царем и	1	2
172	еще у	1	2
173	не имел	1	2
174	которое он	1	2
175	во всех	7	2
176	тем как	1	2
177	то он	1	2
178	нет не	1	2
