N	2gram	Propp_Isto_3	Problemy
1	и не	12	31
2	и в	22	29
3	в его	3	24
4	может быть	11	24
5	в этом	17	22
6	а не	6	22
7	т е	16	21
8	в нем	9	19
9	точки зрения	2	19
10	как бы	1	19
11	не только	14	15
12	то что	7	15
13	то же	6	14
14	не как	1	14
15	и его	4	14
16	но и	12	14
17	в пределах	4	13
18	с точки	1	13
19	уже не	7	13
20	таким образом	10	12
21	как и	3	12
22	не может	4	12
23	о себе	3	12
24	в то	2	10
25	только в	4	10
26	в одном	2	10
27	там где	7	10
28	героя и	1	10
29	все эти	4	9
30	все же	5	9
31	это не	6	9
32	если бы	6	9
33	но не	7	9
34	по отношению	2	8
35	что в	15	8
36	по себе	1	8
37	как не	1	8
38	в том	9	8
39	что он	9	8
40	потому что	3	8
41	в своем	2	8
42	в своей	1	8
43	отношению к	2	8
44	а как	1	7
45	и на	4	7
46	и как	3	7
47	но в	10	7
48	входит в	1	7
49	с другими	1	7
50	том что	8	7
51	не в	4	7
52	вовсе не	2	7
53	она не	4	7
54	так и	2	7
55	прежде всего	3	7
56	а в	6	7
57	одним из	4	6
58	самом деле	1	6
59	так же	3	6
60	в одной	3	6
61	как в	2	6
62	в целом	3	6
63	что она	5	6
64	в мире	1	6
65	его в	3	6
66	могут быть	5	6
67	к нему	5	6
68	этого мира	1	6
69	так как	7	6
70	и потому	2	6
71	все это	1	6
72	на самом	2	5
73	это и	1	5
74	должна быть	1	5
75	той же	2	5
76	у него	3	5
77	перед нами	1	5
78	он не	5	5
79	в плане	1	5
80	но все	2	5
81	было бы	3	5
82	он и	3	5
83	и это	2	5
84	и о	2	5
85	еще не	10	5
86	с ним	1	5
87	ничего не	6	5
88	между тем	2	5
89	и др	2	5
90	героя не	2	5
91	во всяком	2	5
92	и т	16	4
93	тем как	1	4
94	в этой	5	4
95	перестает быть	1	4
96	человека в	1	4
97	что было	2	4
98	их в	3	4
99	даже в	2	4
100	как мы	8	4
101	от того	1	4
102	и с	4	4
103	в свете	5	4
104	тем что	4	4
105	были бы	1	4
106	что и	9	4
107	превращается в	3	4
108	не было	2	4
109	что же	1	4
110	но это	3	4
111	и для	2	4
112	героя в	1	4
113	они не	4	4
114	например в	2	3
115	я не	3	3
116	ни один	2	3
117	он сам	1	3
118	он в	1	3
119	не входит	1	3
120	себе и	2	3
121	в особом	2	3
122	и пр	11	3
123	кроме того	1	3
124	уже в	1	3
125	и до	1	3
126	подобно тому	1	3
127	далеко не	3	3
128	художественного творчества	1	3
129	мире в	1	3
130	одна из	2	3
131	героев и	1	3
132	никогда не	3	3
133	как будто	2	3
134	отличается от	1	3
135	если же	1	3
136	и этим	1	3
137	только то	1	3
138	в себя	1	3
139	и здесь	7	3
140	с другой	7	3
141	в них	6	3
142	в другой	4	3
143	мы должны	7	3
144	особенность его	1	3
145	но как	1	3
146	и у	3	3
147	героя с	2	3
148	за ним	3	3
149	всяком случае	2	3
150	ни в	2	3
151	сами по	1	3
152	друг друга	6	3
153	только у	1	3
154	тому как	1	3
155	не дает	2	3
156	не знает	1	3
157	сказать что	3	3
158	другой стороны	7	3
159	была бы	1	3
160	как на	1	3
161	все что	3	3
162	и есть	2	2
163	все те	1	2
164	мы уже	6	2
165	вопрос о	2	2
166	эта форма	1	2
167	на себя	2	2
168	что герой	3	2
169	в ней	2	2
170	отношение к	4	2
171	так что	5	2
172	его на	2	2
173	с этим	8	2
174	для создания	1	2
175	его к	1	2
176	и к	3	2
177	на его	3	2
178	он все	3	2
179	всех этих	2	2
180	войти в	1	2
181	здесь мы	5	2
182	же не	2	2
183	при этом	2	2
184	подходит к	1	2
185	дело здесь	1	2
186	с начала	1	2
187	в жизни	2	2
188	ни одной	1	2
189	со своими	2	2
190	и уже	2	2
191	чем в	1	2
192	выйти за	2	2
193	как таковой	2	2
194	в один	1	2
195	искать в	1	2
196	в котором	2	2
197	в которых	2	2
198	но он	4	2
199	друг другу	2	2
200	однако в	1	2
201	но они	2	2
202	как можно	1	2
203	самого начала	1	2
204	на себе	1	2
205	правда в	1	2
206	связи с	6	2
207	е не	1	2
208	уже и	1	2
209	к себе	1	2
210	во все	2	2
211	и входит	1	2
212	данном случае	3	2
213	и что	2	2
214	и сам	1	2
215	отсюда и	1	2
216	находится в	4	2
217	никак не	1	2
218	от них	3	2
219	один из	5	2
220	мы видим	8	2
221	тот же	1	2
222	хотя бы	1	2
223	они могут	2	2
224	и ее	3	2
225	именно на	1	2
226	конечно не	1	2
227	в большинстве	1	2
228	то и	6	2
229	большинстве случаев	2	2
230	или даже	1	2
231	его и	4	2
232	одно из	1	2
233	и даже	2	2
234	до сих	5	2
235	все время	2	2
236	себя и	1	2
237	к более	2	2
238	здесь действительно	1	2
239	на этот	1	2
240	она является	1	2
241	самый факт	1	2
242	мы остановимся	1	2
243	из возможных	1	2
244	нет ни	1	2
245	в данном	4	2
246	не существенно	1	2
247	друг с	1	2
248	с этой	1	2
249	сих пор	5	2
