N	2gram	Losev_Prob_4	RusskieA
1	и в	20	36
2	не только	24	22
3	том что	12	19
4	что в	3	19
5	в том	20	17
6	т е	1	17
7	но и	14	16
8	так как	5	15
9	во время	1	14
10	и другие	1	13
11	в этом	9	12
12	в других	2	11
13	и т	4	10
14	и на	3	10
15	в этот	1	10
16	это не	7	10
17	как и	6	10
18	как мы	3	10
19	вместе с	5	10
20	потому что	15	10
21	т д	3	9
22	об этом	6	9
23	а в	4	9
24	и по	2	8
25	с тем	4	8
26	у нас	14	8
27	о том	5	8
28	из них	3	8
29	может быть	9	8
30	как это	3	8
31	что они	2	7
32	так и	10	7
33	что и	3	7
34	мы не	7	6
35	в виде	22	6
36	таким образом	8	6
37	при этом	6	6
38	видно что	1	6
39	не имеет	4	6
40	уже не	5	6
41	в них	5	6
42	и не	28	6
43	все это	9	6
44	для нас	6	6
45	будто бы	2	6
46	то что	15	6
47	как в	5	5
48	все же	2	5
49	праздники и	1	5
50	при изучении	1	5
51	как будто	11	5
52	там же	2	5
53	с ними	2	5
54	и у	1	5
55	как бы	4	5
56	мы имеем	6	4
57	еще не	7	4
58	во всех	4	4
59	в эти	1	4
60	в россии	1	4
61	с собой	3	4
62	из этих	1	4
63	в их	1	4
64	что этот	1	4
65	тому что	1	4
66	вплоть до	3	4
67	связи с	3	4
68	к тому	3	4
69	и что	2	4
70	тем что	3	4
71	и др	1	4
72	того что	1	4
73	но это	6	4
74	в связи	3	4
75	петра i	1	4
76	не может	5	4
77	только в	23	4
78	песни и	1	3
79	на каждом	1	3
80	если в	1	3
81	в своем	3	3
82	что это	2	3
83	думать что	1	3
84	и те	1	3
85	связанные с	1	3
86	то же	7	3
87	но все	3	3
88	чаще всего	1	3
89	для них	2	3
90	по домам	1	3
91	далеко не	2	3
92	несмотря на	4	3
93	в этих	5	3
94	точки зрения	14	3
95	с точки	11	3
96	она в	2	3
97	тем не	10	3
98	но они	2	3
99	не менее	10	3
100	в разных	4	3
101	ничего не	1	3
102	к жизни	1	3
103	то есть	27	3
104	настоящее время	1	3
105	а также	6	3
106	связаны с	1	3
107	всякого рода	3	3
108	по этому	2	3
109	в качестве	10	3
110	только на	2	3
111	в одном	4	3
112	в области	3	3
113	о чем	1	3
114	так же	5	3
115	по содержанию	2	3
116	в это	2	3
117	не будем	2	3
118	в настоящее	1	3
119	в целях	5	3
120	и к	3	3
121	в свою	1	3
122	как известно	1	2
123	можно говорить	1	2
124	к другому	1	2
125	к нам	1	2
126	но она	3	2
127	что иное	2	2
128	на себя	1	2
129	это время	1	2
130	в ней	7	2
131	он был	3	2
132	иное как	2	2
133	природы и	1	2
134	друг к	1	2
135	на самом	5	2
136	но не	5	2
137	значение и	1	2
138	не просто	16	2
139	отнюдь не	10	2
140	независимо от	3	2
141	что именно	2	2
142	с этим	4	2
143	мы можем	3	2
144	хотя и	5	2
145	и как	3	2
146	но в	8	2
147	в целом	1	2
148	все эти	16	2
149	в нашем	12	2
150	и до	1	2
151	выводу что	1	2
152	как он	1	2
153	к выводу	1	2
154	что она	4	2
155	в нем	5	2
156	и лучше	1	2
157	всех этих	6	2
158	не значит	1	2
159	в силу	1	2
160	его от	1	2
161	в году	1	2
162	в каждом	1	2
163	и с	7	2
164	к другу	1	2
165	разница между	1	2
166	на этой	2	2
167	xx в	1	2
168	в жизни	3	2
169	вокруг этого	1	2
170	говорится о	1	2
171	домам и	1	2
172	как символ	6	2
173	должны были	1	2
174	если угодно	1	2
175	и более	3	2
176	том же	1	2
177	для этого	2	2
178	что ему	1	2
179	или другие	1	2
180	у него	1	2
181	представления и	1	2
182	с религией	1	2
183	до того	2	2
184	но даже	4	2
185	и здесь	1	2
186	и обычаи	1	2
187	могут быть	1	2
188	они и	2	2
189	ничего общего	5	2
190	как они	2	2
191	свою очередь	1	2
192	в образе	1	2
193	с ним	4	2
194	находится в	1	2
195	на все	2	2
196	и поэтому	1	2
197	этому поводу	1	2
198	в его	3	2
199	к ней	2	2
200	значит что	8	2
201	не случайно	1	2
202	на другие	1	2
203	в какой	4	2
204	в разные	1	2
205	так что	6	2
206	весны и	1	2
207	в прошлом	1	2
208	но что	1	2
209	тут же	3	2
210	не было	3	2
211	будущего урожая	1	2
212	чем в	1	2
213	такое же	1	2
214	но есть	1	2
215	с ней	2	2
216	только по	1	2
217	до конца	1	2
218	не на	1	2
219	а не	7	2
220	и непосредственно	2	2
221	его как	1	2
222	воздействовать на	1	2
223	большинстве случаев	1	2
224	в частности	2	2
225	и потому	7	2
226	в земле	1	2
227	быть и	1	2
228	только для	3	2
229	между прочим	3	2
230	между собой	2	2
231	мы видим	1	2
232	и для	4	2
233	или в	5	2
234	когда он	1	2
235	мы должны	3	2
236	не что	2	2
237	в отдельности	1	2
238	в своих	1	2
239	нас не	1	2
240	и методы	1	1
241	говоря о	1	1
242	не думает	1	1
243	также и	13	1
244	о каких	2	1
245	же как	1	1
246	таком случае	1	1
247	чтобы не	2	1
248	мы здесь	2	1
249	самом деле	3	1
250	только потому	1	1
251	зависимости от	3	1
252	весны когда	1	1
253	по преимуществу	2	1
254	что эти	1	1
255	и ее	4	1
256	становится ясной	1	1
257	чем именно	1	1
258	сего в	1	1
259	приходит к	2	1
260	собой как	1	1
261	что если	1	1
262	вопрос о	1	1
263	сливается в	1	1
264	вторая часть	1	1
265	не символ	1	1
266	на глазах	1	1
267	говорить о	2	1
268	не вполне	2	1
269	ему в	2	1
270	и самой	1	1
271	много разных	2	1
272	которое в	2	1
273	с религиозными	1	1
274	жизни это	1	1
275	того же	2	1
276	и он	2	1
277	в каждой	3	1
278	и был	1	1
279	на них	1	1
280	не был	1	1
281	всего этого	1	1
282	в чем	2	1
283	истории в	1	1
284	с его	2	1
285	а следовательно	1	1
286	другой более	1	1
287	в петербурге	2	1
288	особенно если	1	1
289	на основе	1	1
290	а только	6	1
