N	2gram	Losev_Vlad_1	Literetu
1	и не	17	22
2	тогда как	1	17
3	и в	31	16
4	при этом	2	15
5	в этом	14	14
6	не только	24	14
7	но и	19	14
8	в том	11	12
9	может быть	6	12
10	а не	1	12
11	то что	18	12
12	в частности	2	11
13	не в	5	10
14	такого рода	4	10
15	то же	6	9
16	так и	6	9
17	в то	8	9
18	того что	2	9
19	в этой	4	8
20	в жизни	3	8
21	том что	14	8
22	не может	6	8
23	к себе	2	8
24	в своей	4	7
25	тем самым	2	7
26	же время	4	7
27	только в	9	7
28	себя в	4	7
29	со стороны	2	7
30	точки зрения	2	7
31	я в	1	7
32	еще не	2	6
33	с его	11	6
34	в себе	4	6
35	в стихотворении	1	6
36	о том	11	6
37	и его	7	6
38	в его	12	6
39	с другой	3	6
40	к тому	3	6
41	в году	30	5
42	как в	3	5
43	в целом	3	5
44	тому же	2	5
45	то есть	3	5
46	лишь в	2	5
47	это не	1	5
48	как и	4	5
49	что я	2	5
50	этом отношении	1	5
51	что он	12	5
52	в качестве	6	5
53	именно в	1	5
54	а именно	2	5
55	вместе с	3	5
56	особого рода	2	5
57	а в	9	5
58	одним из	2	4
59	но не	3	4
60	по отношению	1	4
61	пути в	1	4
62	хотя и	4	4
63	и если	5	4
64	место в	2	4
65	даже в	2	4
66	не говоря	1	4
67	никогда не	9	4
68	говоря уже	1	4
69	а также	5	4
70	владимира соловьева	1	4
71	с одной	1	4
72	в начале	3	4
73	из них	2	4
74	одно из	1	4
75	в одном	1	4
76	как у	1	4
77	до конца	1	4
78	одной стороны	1	4
79	в данном	1	4
80	по существу	2	4
81	и для	2	4
82	жизни в	1	4
83	отношения к	1	3
84	самом деле	1	3
85	для которого	1	3
86	едва ли	3	3
87	той же	2	3
88	с ее	1	3
89	но уже	1	3
90	личности с	2	3
91	в сторону	1	3
92	отнюдь не	3	3
93	и как	4	3
94	и к	6	3
95	но в	12	3
96	то в	1	3
97	на его	3	3
98	и тем	1	3
99	в г	1	3
100	взгляд на	3	3
101	на свою	3	3
102	по своей	4	3
103	потому что	11	3
104	в области	1	3
105	личности в	1	3
106	уже о	1	3
107	для его	2	3
108	еще в	4	3
109	искусства и	1	3
110	прежде всего	1	3
111	ни к	1	3
112	совершенно не	2	3
113	уже не	3	3
114	в самом	2	3
115	о чем	1	3
116	и а	2	3
117	как это	7	3
118	я с	1	3
119	жизни и	5	3
120	как на	2	3
121	годов а	1	2
122	того же	6	2
123	субъект и	1	2
124	поэзии и	1	2
125	для своего	2	2
126	как мы	9	2
127	вопрос о	1	2
128	не вполне	1	2
129	на себя	3	2
130	я не	4	2
131	мы и	4	2
132	всю ночь	1	2
133	и на	3	2
134	бы то	1	2
135	во всех	1	2
136	а и	1	2
137	отношение к	3	2
138	и вовсе	1	2
139	без другого	1	2
140	все же	3	2
141	когда он	5	2
142	себе на	1	2
143	в противоположность	1	2
144	еще на	2	2
145	все мое	2	2
146	жизнь как	1	2
147	так или	1	2
148	представляет собой	1	2
149	он в	3	2
150	раз в	1	2
151	им в	1	2
152	на то	5	2
153	с чувством	1	2
154	в нем	4	2
155	чтобы он	2	2
156	о которой	3	2
157	не как	1	2
158	и вот	3	2
159	том чтобы	2	2
160	на жизнь	1	2
161	человека в	1	2
162	то ни	1	2
163	и с	14	2
164	а по	2	2
165	знает что	1	2
166	было бы	2	2
167	и даже	15	2
168	далеко не	1	2
169	со своими	3	2
170	он и	6	2
171	несмотря на	4	2
172	и тогда	1	2
173	со всей	1	2
174	жизненный путь	1	2
175	вплоть до	1	2
176	ни было	1	2
177	в конце	9	2
178	не менее	2	2
179	для меня	4	2
180	с которой	1	2
181	как о	1	2
182	в нас	4	2
183	того чтобы	2	2
184	как раз	7	2
185	другой стороны	3	2
186	целом и	1	2
187	у нас	6	2
188	же самое	1	2
189	для такого	1	2
190	с по	1	2
191	для себя	2	2
192	и сам	6	2
193	что у	4	2
194	не с	1	2
195	во второй	1	2
196	если бы	1	2
197	и перед	1	2
198	о нем	7	2
199	слова из	1	2
200	на страницах	1	2
201	одного из	1	2
202	можно сказать	6	2
203	что и	5	2
204	во всей	1	2
205	и только	1	2
206	еще оставался	1	2
207	что ему	1	2
208	но с	1	2
209	и одновременно	1	2
210	здесь не	3	2
211	с ними	2	2
212	со всеми	1	2
213	связи с	1	2
214	ни с	4	2
215	для него	7	2
216	тем что	2	2
217	и вместе	1	2
218	для того	2	2
219	или иначе	1	2
220	себя и	1	2
221	что не	1	2
222	с ней	1	2
223	и выше	1	2
224	него не	3	2
225	не знаю	1	2
226	если не	3	2
227	так же	1	2
228	и потому	6	2
229	к жизни	2	2
230	если это	1	2
231	человек с	1	2
232	на свете	1	2
233	никем не	1	2
234	быть не	1	2
235	с этой	1	2
236	своей жизни	2	2
237	один из	4	2
238	на слово	1	2
239	за его	1	2
240	что в	14	2
241	внимание на	1	2
242	со второй	1	2
243	же в	1	2
244	отношением к	2	2
245	в свою	1	2
246	жизни а	1	2
247	еще и	7	2
248	ее в	1	2
249	в своих	5	2
250	к этому	6	2
251	как известно	1	1
252	и т	2	1
253	и хотя	1	1
254	с кем	1	1
255	и то	10	1
256	на самом	1	1
257	тех же	2	1
258	это и	2	1
259	и есть	1	1
260	и до	2	1
261	из его	4	1
262	и за	2	1
263	по его	2	1
264	мы уже	7	1
265	который в	1	1
266	сильное впечатление	1	1
267	соловьева о	5	1
268	эти самые	1	1
269	и совсем	1	1
270	этом не	2	1
271	приводят к	1	1
272	владимира мономаха	1	1
273	что иное	1	1
274	и он	3	1
275	его основная	1	1
276	в ней	1	1
277	он был	14	1
278	он сам	2	1
279	иное как	1	1
280	мысли и	4	1
281	в чем	2	1
282	во имя	1	1
283	у вл	13	1
284	к которой	1	1
285	к богу	1	1
286	к практическому	1	1
287	он пишет	3	1
288	не просто	1	1
289	нет и	2	1
290	за пределы	3	1
291	соловьева с	6	1
292	однако от	1	1
293	в истории	4	1
294	поскольку они	1	1
295	встречи с	1	1
296	в своем	4	1
297	ней в	1	1
298	что касается	3	1
299	он себе	1	1
300	что по	1	1
301	более или	3	1
302	в этот	4	1
303	говорил он	1	1
304	от бога	1	1
305	году он	4	1
306	с места	1	1
307	жизни так	1	1
308	в нашем	4	1
309	и и	7	1
310	что к	3	1
311	заключение мы	1	1
312	уже в	7	1
313	близким и	1	1
314	всех такого	1	1
315	как он	4	1
316	еще одна	1	1
317	так сказать	1	1
318	больше всего	2	1
319	тем не	2	1
320	он не	10	1
321	творца и	1	1
322	и еще	2	1
323	свою собственную	1	1
324	в силу	1	1
325	жизнью и	1	1
326	содержит в	1	1
327	поэзия и	1	1
328	этим обстоятельством	1	1
329	было его	1	1
330	здесь мы	3	1
331	а то	1	1
332	на все	2	1
333	с другими	1	1
334	те годы	3	1
335	который и	1	1
336	они по	1	1
337	например с	1	1
338	и была	1	1
339	из первых	1	1
340	кажется что	2	1
341	обращаются к	2	1
342	только одно	1	1
343	в них	2	1
344	о которых	1	1
345	в самую	1	1
346	место и	1	1
347	и уже	1	1
348	жизни но	1	1
349	чем в	1	1
350	на этот	6	1
351	этом в	1	1
352	и того	1	1
353	соловьева поскольку	1	1
354	истории русской	1	1
355	на пути	1	1
356	на первый	2	1
357	во время	3	1
358	и одно	1	1
359	что такое	2	1
360	где мы	1	1
361	на месте	1	1
362	в их	1	1
363	то для	1	1
364	каким был	1	1
365	не столько	2	1
366	не к	1	1
367	по год	1	1
368	возрасте не	1	1
369	значение для	2	1
370	но это	3	1
371	но он	5	1
372	в россии	4	1
373	вот уже	1	1
374	была не	2	1
375	что сам	2	1
376	в таких	1	1
377	свобода и	1	1
378	вовсе не	5	1
379	в историческом	1	1
380	сам он	1	1
381	тому что	1	1
382	пять лет	1	1
383	в отношении	3	1
384	а а	4	1
385	этот был	1	1
386	она не	1	1
387	на два	1	1
388	чтобы в	1	1
389	и притом	3	1
390	и сама	1	1
391	и искусство	1	1
392	с и	2	1
393	он мог	1	1
394	он с	1	1
395	только не	1	1
396	вне человеческого	1	1
397	с нами	1	1
398	такого же	1	1
399	к концу	2	1
400	вл соловьева	160	1
401	писал в	1	1
402	поэт и	1	1
403	за исключением	1	1
404	во всем	4	1
405	всей жизни	3	1
406	той самой	1	1
407	как ни	1	1
408	и теперь	4	1
409	не по	2	1
410	ты видишь	1	1
411	не столь	1	1
412	уже и	2	1
413	ему не	1	1
414	у меня	2	1
415	становится для	1	1
416	деятельности и	1	1
417	начиная с	2	1
418	по плотину	1	1
419	слушателей и	1	1
420	отличались от	1	1
421	чтобы стать	1	1
422	однако по	1	1
423	правда не	1	1
424	и о	2	1
425	свою очередь	1	1
426	остается в	1	1
427	время его	1	1
428	и от	5	1
429	но одно	1	1
430	так в	1	1
431	вероятно и	1	1
432	было в	1	1
433	она была	2	1
434	можно только	1	1
435	разного рода	6	1
436	жизнь и	3	1
437	был не	2	1
438	о ней	1	1
439	познания и	1	1
440	уже были	1	1
441	другом месте	1	1
442	тех кто	1	1
443	на вопрос	1	1
444	столь же	1	1
445	том с	1	1
446	второй половине	1	1
447	но мы	2	1
448	с того	2	1
449	и который	2	1
450	как было	2	1
451	в значительной	1	1
452	времени в	2	1
453	нас в	1	1
454	на духовное	1	1
455	а во	1	1
456	собственно говоря	3	1
457	его личности	1	1
458	ко всей	1	1
459	гартмана в	1	1
460	бы в	1	1
461	по своим	3	1
462	человека как	3	1
463	вообще в	1	1
464	и мир	1	1
465	в литературе	1	1
466	тех пор	1	1
467	к нему	4	1
468	его собственная	1	1
469	одной из	2	1
470	с каждым	1	1
471	и действительно	3	1
472	между и	1	1
473	по мнению	1	1
474	в обществе	1	1
475	xix веке	1	1
476	в декабре	1	1
477	всякого человека	1	1
478	богом и	1	1
479	в эти	7	1
480	одновременно он	1	1
481	так что	10	1
482	для всех	1	1
483	бы по	1	1
484	нее и	1	1
485	и у	4	1
486	нами и	1	1
487	то и	2	1
488	в итоге	1	1
489	на протяжении	1	1
490	т и	2	1
491	и других	2	1
492	не стал	2	1
493	который сам	1	1
494	прямое и	1	1
495	в котором	6	1
496	представлений о	1	1
497	и переводчика	1	1
498	так как	8	1
499	его софийной	1	1
500	друг друга	1	1
501	бытия и	1	1
502	у него	15	1
503	случае не	1	1
504	ему казалось	1	1
505	дорогая моя	1	1
506	в каждом	1	1
507	автора как	1	1
508	в молодости	1	1
509	для молодого	1	1
510	только на	3	1
511	без того	1	1
512	не были	2	1
513	жизнь по	1	1
514	даже не	2	1
515	как сам	1	1
516	влияние на	1	1
517	в обращении	1	1
518	есть не	1	1
519	не один	1	1
520	что они	3	1
521	это все	1	1
522	а с	5	1
523	все яснее	1	1
524	или о	2	1
525	из жизненных	1	1
526	что для	4	1
527	не было	5	1
528	лет то	2	1
529	мы сами	1	1
530	с тем	2	1
531	и далее	1	1
532	у такого	1	1
533	было сказано	2	1
534	в руках	1	1
535	и я	2	1
536	без которых	1	1
537	большинства людей	1	1
538	в связи	3	1
539	из тупика	1	1
540	в те	8	1
541	которого не	1	1
542	этой же	1	1
543	я стал	1	1
544	подобного рода	1	1
545	в москве	8	1
546	в историю	1	1
547	нет ни	1	1
548	к своему	3	1
549	человек но	1	1
550	конечно не	2	1
551	есть только	1	1
552	соловьевым и	4	1
553	самого себя	1	1
554	что здесь	1	1
555	действительность в	1	1
556	все это	5	1
557	этом и	2	1
558	к другим	1	1
559	слова с	1	1
560	под названием	2	1
561	это уже	1	1
562	склонность к	1	1
563	и более	1	1
564	самые годы	1	1
565	я всегда	1	1
566	о котором	2	1
567	которая в	1	1
568	человек и	1	1
569	но отнюдь	1	1
570	годы когда	1	1
571	скорее вообще	1	1
572	свидетельствует о	3	1
573	для нас	4	1
574	или менее	3	1
575	и все	4	1
576	у них	1	1
577	в этих	1	1
578	не будучи	1	1
579	его уже	1	1
580	хотя бы	2	1
581	очень сильное	1	1
582	но вот	1	1
583	отношении к	1	1
584	не есть	1	1
585	нисколько не	2	1
586	себе и	1	1
587	в общем	3	1
588	себя всю	1	1
589	в период	5	1
590	из тех	1	1
591	от своего	1	1
592	сказать что	7	1
593	к его	3	1
594	не что	1	1
595	до какой	1	1
596	из этого	2	1
597	в таком	1	1
598	к этой	2	1
599	что за	1	1
600	он писал	4	1
601	у людей	1	1
