N	3gram	Bakhtin_Fr_8	Poddanst
1	в то же	10	7
2	то же время	10	7
3	в том что	6	4
4	с точки зрения	2	3
5	с одной стороны	2	3
6	и как раз	1	2
7	в том числе	3	2
8	одной стороны и	1	2
9	и в то	5	2
10	но и в	1	2
11	в значительной мере	1	2
12	заключается в том	1	2
13	мы видим в	1	1
14	о котором говорит	1	1
15	более или менее	2	1
16	будущее в свете	1	1
17	в настоящее время	3	1
18	в этом смысле	1	1
19	начала и конца	1	1
20	и в этом	1	1
21	но и другие	1	1
22	нет ничего более	1	1
23	в эту эпоху	1	1
24	мы не будем	1	1
25	же время в	1	1
26	только в условиях	1	1
27	в отличие от	1	1
28	с тем чтобы	1	1
29	что дело идет	1	1
30	вместе с тем	1	1
31	и то что	1	1
32	она должна была	1	1
33	и в частности	1	1
34	касается не только	1	1
35	там где он	1	1
36	если бы мы	1	1
37	дело идет именно	1	1
38	с величайшим трудом	1	1
39	по сравнению с	1	1
40	настоящее время в	1	1
41	не в том	1	1
42	бы оно ни	1	1
43	с другой стороны	2	1
44	не может быть	2	1
45	но в то	2	1
46	в частности в	1	1
47	в большинстве случаев	6	1
48	не будем касаться	1	1
49	друг с другом	1	1
50	более широкой и	2	1
51	в известном смысле	1	1
52	для того чтобы	2	1
53	том числе и	2	1
