N	2gram	Bakhtin_Fr_4	Formalny
1	и в	29	38
2	в этом	11	27
3	может быть	2	23
4	и его	8	21
5	таким образом	20	20
6	и не	16	20
7	в самом	1	16
8	прежде всего	8	15
9	не может	2	14
10	в нем	5	13
11	связи с	2	13
12	но и	9	13
13	с его	4	11
14	в том	7	11
15	вовсе не	9	11
16	в его	8	10
17	в связи	1	10
18	с помощью	4	10
19	не только	10	9
20	при этом	3	9
21	и с	9	9
22	как и	12	9
23	самом деле	1	8
24	все же	3	8
25	точки зрения	4	8
26	так и	11	8
27	что и	1	8
28	тем что	4	8
29	как мы	10	7
30	для него	1	7
31	в своей	5	7
32	с точки	2	7
33	уже не	2	7
34	этом отношении	1	7
35	в других	2	7
36	слова и	1	7
37	что в	1	7
38	и ее	1	6
39	в ней	3	6
40	все эти	9	6
41	в этой	13	6
42	то же	10	6
43	он не	3	6
44	в их	2	6
45	все время	3	6
46	только в	2	6
47	то что	4	6
48	как раз	2	6
49	в результате	4	6
50	это и	5	5
51	по преимуществу	3	5
52	должна быть	1	5
53	в первый	1	5
54	говорить о	1	5
55	всего этого	1	5
56	в общем	1	5
57	в слове	2	5
58	в то	10	5
59	в основе	2	5
60	же время	8	5
61	если бы	1	5
62	и должно	1	5
63	что он	4	5
64	именно в	2	5
65	с этим	1	5
66	и для	2	5
67	еще более	1	5
68	здесь и	3	4
69	в сущности	6	4
70	литературы и	1	4
71	что они	2	4
72	независимо от	1	4
73	как в	2	4
74	и наконец	2	4
75	и к	2	4
76	не как	1	4
77	как они	1	4
78	входит в	1	4
79	мы видели	7	4
80	не столько	2	4
81	раз и	1	4
82	ничего не	1	4
83	к тому	2	4
84	здесь не	3	4
85	в дальнейшем	3	4
86	но в	12	4
87	чем он	1	4
88	в большинстве	6	4
89	за счет	3	4
90	из них	6	4
91	так как	7	4
92	даже и	2	4
93	в особенности	2	4
94	и даже	3	4
95	в некоторых	1	4
96	другой стороны	3	4
97	там где	3	4
98	на фоне	1	4
99	вот как	2	4
100	как бы	8	4
101	известной степени	1	4
102	к этому	2	4
103	они не	2	4
104	же как	1	3
105	и до	5	3
106	а как	2	3
107	мы не	1	3
108	между этими	1	3
109	и на	11	3
110	если в	2	3
111	как к	3	3
112	хотя и	2	3
113	и как	3	3
114	не приходится	1	3
115	что это	5	3
116	в целом	1	3
117	роль в	3	3
118	только на	1	3
119	так сказать	2	3
120	время и	2	3
121	всех этих	3	3
122	главным образом	1	3
123	его в	9	3
124	это было	1	3
125	он и	5	3
126	такой же	3	3
127	место в	2	3
128	до известной	1	3
129	только и	1	3
130	но все	1	3
131	своего развития	1	3
132	того чтобы	3	3
133	так в	1	3
134	особенно в	3	3
135	и здесь	3	3
136	к нему	3	3
137	того что	3	3
138	именно на	1	3
139	большинстве случаев	5	3
140	мы знаем	1	3
141	и их	3	3
142	каждый из	1	3
143	для того	3	3
144	с другой	4	3
145	и др	4	3
146	а наоборот	1	3
147	он становится	2	3
148	речи и	1	3
149	без всякой	1	3
150	быть и	1	3
151	все это	4	3
152	на самом	4	3
153	или в	2	3
154	и все	13	3
155	жизни и	4	3
156	формы и	2	2
157	вряд ли	1	2
158	и то	2	2
159	при анализе	1	2
160	не была	1	2
161	они были	3	2
162	это время	1	2
163	он был	2	2
164	первый план	1	2
165	но не	2	2
166	но как	3	2
167	отношение к	1	2
168	отличие от	1	2
169	к сожалению	1	2
170	в одной	2	2
171	все остальные	3	2
172	перед нами	4	2
173	кроме того	2	2
174	то в	3	2
175	в которой	4	2
176	уже в	2	2
177	он в	1	2
178	ее как	1	2
179	основная задача	1	2
180	борьбы с	1	2
181	и философской	1	2
182	в плане	4	2
183	путем что	1	2
184	и по	5	2
185	на этом	2	2
186	в основу	2	2
187	они должны	1	2
188	том случае	1	2
189	ни в	2	2
190	от него	1	2
191	том что	3	2
192	на первый	2	2
193	в этих	2	2
194	во второй	2	2
195	в отличие	1	2
