N	2gram	Vinokur_Ku_2	Mirosoze
1	у достоевского	1	42
2	может быть	15	30
3	не только	20	29
4	и в	23	28
5	не может	9	28
6	но и	7	25
7	а не	10	25
8	он не	3	24
9	в этом	18	20
10	не было	4	18
11	у него	3	17
12	не в	8	16
13	потому что	25	16
14	в ней	3	15
15	в своей	2	15
16	переходит в	1	15
17	и есть	2	14
18	он был	1	14
19	никогда не	2	14
20	до конца	3	14
21	в нем	4	13
22	и он	1	12
23	и это	3	12
24	в самом	12	11
25	для него	1	11
26	и не	16	11
27	в своем	2	10
28	было бы	15	10
29	достоевского и	2	10
30	что в	10	10
31	прежде всего	8	10
32	что он	5	10
33	был бы	2	10
34	и потому	2	10
35	и все	2	10
36	те которые	1	9
37	с тем	2	9
38	но он	1	9
39	и его	3	9
40	не есть	1	9
41	в его	5	9
42	человек в	1	9
43	в котором	1	8
44	но не	6	8
45	не был	1	7
46	но в	11	7
47	в себе	1	7
48	быть может	1	7
49	в конце	4	7
50	в самой	2	7
51	к нему	2	7
52	того что	3	7
53	должна быть	5	6
54	и на	6	6
55	в которой	1	6
56	лишь в	5	6
57	в этой	6	6
58	ведет к	1	6
59	только в	5	6
60	он уже	2	6
61	вместе с	5	6
62	все это	5	6
63	в том	19	6
64	нет и	1	5
65	это не	6	5
66	как и	2	5
67	что есть	1	5
68	у нас	12	5
69	не могут	5	5
70	то что	9	5
71	и я	1	5
72	смысле слова	2	4
73	отношения к	2	4
74	это и	3	4
75	есть не	1	4
76	отношение к	1	4
77	привести к	1	4
78	не как	2	4
79	и по	3	4
80	должен был	1	4
81	в них	4	4
82	в этих	1	4
83	точки зрения	14	4
84	в их	2	4
85	в которых	2	4
86	она не	2	4
87	мог бы	1	4
88	что и	3	4
89	хотел бы	1	4
90	в середине	1	4
91	значит что	1	4
92	один из	5	4
93	уже не	8	4
94	уже в	3	4
95	а в	3	4
96	тем что	3	4
97	нет в	1	4
98	и там	1	4
99	с этой	2	4
100	не знает	3	4
101	вряд ли	4	3
102	с его	1	3
103	с этим	3	3
104	когда он	1	3
105	бы и	4	3
106	и еще	2	3
107	на том	2	3
108	этот процесс	1	3
109	и вот	5	3
110	на этом	3	3
111	и с	7	3
112	не мог	1	3
113	том что	11	3
114	русских писателей	1	3
115	не имеет	4	3
116	ничего не	4	3
117	к тому	4	3
118	в ее	1	3
119	все его	1	3
120	в него	1	3
121	конечно не	2	3
122	одно из	1	3
123	не так	1	3
124	и их	1	3
125	так как	15	3
126	не хотел	1	3
127	в иных	2	3
128	должно быть	4	3
129	он должен	1	3
130	для нас	4	3
131	хотя бы	9	3
132	будто бы	2	3
133	в свете	1	3
134	также и	5	2
135	чтобы не	2	2
136	не хочет	2	2
137	к чему	1	2
138	а как	1	2
139	вопрос о	9	2
140	время как	1	2
141	основании что	1	2
142	в виду	3	2
143	русская литература	1	2
144	не все	3	2
145	по отношению	1	2
146	себе и	1	2
147	что дух	3	2
148	относится к	1	2
149	т е	22	2
150	как в	3	2
151	все же	7	2
152	и как	1	2
153	и к	1	2
154	от этого	2	2
155	чего же	1	2
156	за собой	2	2
157	и у	2	2
158	все эти	12	2
159	приводит к	5	2
160	вообще не	1	2
161	если бы	12	2
162	не значит	1	2
163	прежде чем	1	2
164	и свободу	1	2
165	тому чтобы	1	2
166	на протяжении	1	2
167	который и	1	2
168	чем в	3	2
169	место в	1	2
170	сих пор	1	2
171	всегда остается	1	2
172	это особенно	1	2
173	в то	4	2
174	его есть	1	2
175	того чтобы	11	2
176	в каком	4	2
177	когда мы	1	2
178	могут быть	4	2
179	отличается от	3	2
180	всего в	3	2
181	мысли о	1	2
182	в наше	2	2
183	должен быть	5	2
184	смысле в	1	2
185	и уж	1	2
186	и от	2	2
187	то время	1	2
188	и что	8	2
189	различие между	3	2
190	и когда	1	2
191	есть также	1	2
192	по сравнению	2	2
193	о том	1	2
194	с того	1	2
195	пишет он	2	2
196	так называемый	1	2
197	ведь это	1	2
198	нет никаких	1	2
199	как будто	2	2
200	даже и	2	2
201	для того	9	2
202	до сих	1	2
203	этом пути	1	2
204	на этот	2	2
205	он и	2	2
206	есть одно	1	2
207	по своему	1	2
208	в той	2	2
209	как бы	4	2
210	том смысле	1	2
211	быть не	2	2
212	л толстой	1	2
213	и для	2	2
214	она может	1	2
215	всего что	2	2
216	бы в	1	2
217	конце концов	3	2
218	что без	1	2
219	в свою	2	2
220	сказать что	4	2
221	у которых	1	2
222	эти слова	1	2
223	к этой	3	2
224	к этому	4	2
225	хуже всего	1	1
226	всем и	1	1
227	ту же	6	1
228	также что	2	1
229	а под	1	1
230	и т	39	1
231	и то	5	1
232	становится в	1	1
233	совершенно новый	1	1
234	на самом	2	1
235	не отражается	1	1
236	и до	2	1
237	но те	1	1
238	с темой	1	1
239	в зависимости	4	1
240	из всех	1	1
241	бы уже	1	1
242	в нынешнем	1	1
243	мы имеем	5	1
244	мы не	1	1
245	уверен что	1	1
246	что иное	1	1
247	оно есть	1	1
248	я не	5	1
249	зависимости от	5	1
250	есть вместе	2	1
251	меньше чем	2	1
252	еще не	5	1
253	за это	1	1
254	иное как	1	1
255	мне все	1	1
256	не без	1	1
257	то мы	1	1
258	самом деле	9	1
259	иных случаях	1	1
260	россии и	1	1
261	отказ от	2	1
262	и никто	1	1
263	всех русских	1	1
264	тех же	2	1
265	отличие от	2	1
266	что они	2	1
267	показать в	1	1
268	более чем	1	1
269	как к	1	1
270	один только	1	1
271	такова же	1	1
272	если есть	1	1
273	нынешнем его	1	1
274	кто не	1	1
275	говорит что	1	1
276	его к	2	1
277	писателя как	1	1
278	в каком-то	1	1
279	не очень	1	1
280	что составляет	1	1
281	что же	5	1
282	сущности и	1	1
283	это единственная	1	1
284	что ничего	2	1
285	роль в	2	1
286	интересно что	2	1
287	во многих	1	1
288	но ведь	1	1
289	может уже	1	1
290	русское слово	1	1
291	он все	1	1
292	есть дело	1	1
293	всех этих	3	1
294	к одному	1	1
295	этого вопроса	3	1
296	в силу	7	1
297	его от	1	1
298	лишь с	2	1
299	писателем в	1	1
300	значительной степени	1	1
301	в каждом	1	1
302	том случае	2	1
303	к другу	1	1
304	на все	2	1
305	знает что	3	1
306	свет есть	1	1
307	употреблялось в	1	1
308	всю свою	1	1
309	кажется что	1	1
310	а что	1	1
311	и вся	1	1
312	нисколько не	3	1
313	смысл и	3	1
314	сказать в	1	1
315	литература и	2	1
316	к тем	1	1
317	что такое	3	1
318	основная тема	1	1
319	можно найти	1	1
320	в такой	1	1
321	и без	1	1
322	что вся	1	1
323	ведь не	1	1
324	в отличие	2	1
325	стоит в	2	1
326	есть явление	2	1
327	что я	4	1
328	нельзя ставить	1	1
329	нельзя было	2	1
330	точку зрения	1	1
331	исключительно на	1	1
332	творчества и	1	1
333	был только	1	1
334	и более	2	1
335	только те	1	1
336	как от	1	1
337	не должно	2	1
338	бы быть	1	1
339	вовсе не	9	1
340	не скрывается	1	1
341	если и	3	1
342	в атмосфере	2	1
343	в отношении	2	1
344	не менее	7	1
345	не раз	1	1
346	ничего кроме	1	1
347	культурной жизни	1	1
348	и именно	1	1
349	казалось бы	3	1
350	том только	1	1
351	действительно в	1	1
352	во всем	1	1
353	не нужен	1	1
354	наука или	1	1
355	что русский	1	1
356	хочет быть	1	1
357	только с	1	1
358	же до	1	1
359	не до	1	1
360	ли нам	1	1
361	в области	11	1
362	не потому	1	1
363	не знали	1	1
364	от того	4	1
365	только от	1	1
366	он лишен	2	1
367	все еще	1	1
368	творчества не	1	1
369	оно не	2	1
370	всегда в	1	1
371	уже теряет	1	1
372	приходит к	1	1
373	и о	4	1
374	связи со	1	1
375	сравнению со	1	1
376	указывать на	1	1
377	и всякой	2	1
378	уже с	1	1
379	в пределах	4	1
380	так в	3	1
381	это путь	1	1
382	слова а	1	1
383	природе своей	1	1
384	можно было	9	1
385	так и	4	1
386	нем есть	1	1
387	с русским	1	1
388	по природе	1	1
389	нужно было	1	1
390	подойти к	1	1
391	поэтому в	1	1
392	в эпоху	1	1
393	и даже	2	1
394	об этом	5	1
395	находится в	1	1
396	но нужно	1	1
397	своей книге	1	1
398	это я	1	1
399	при котором	1	1
400	одного из	2	1
401	не стоит	1	1
402	в руководстве	1	1
403	в значительной	1	1
404	нас в	1	1
405	заключается в	2	1
406	от них	1	1
407	и только	1	1
408	вообще и	2	1
409	мы уже	1	1
410	только может	1	1
411	концов этот	1	1
412	быть и	1	1
413	мысли не	1	1
414	одной из	1	1
415	этот вопрос	6	1
416	традиции в	1	1
417	в вопросе	1	1
418	то он	1	1
419	наше время	2	1
420	что как	1	1
421	между тем	6	1
422	первый период	2	1
423	с какой	1	1
424	так что	1	1
425	же и	2	1
426	к идее	1	1
427	говорить об	1	1
428	то и	3	1
429	в нашей	4	1
430	должны привести	1	1
431	ответ на	2	1
432	его и	1	1
433	не сам	1	1
434	но нет	1	1
435	всяком случае	5	1
436	что она	3	1
437	в первый	3	1
438	в одном	1	1
439	наука о	1	1
440	т п	24	1
441	у нее	1	1
442	ее не	1	1
443	к ним	1	1
444	уж тут	1	1
445	и никогда	1	1
446	вот оказывается	1	1
447	одного только	1	1
448	уже совершенно	1	1
449	рядом с	2	1
450	связан с	1	1
451	выходит за	2	1
452	русской интеллигенции	1	1
453	как у	2	1
454	а именно	2	1
455	с той	2	1
456	чем он	1	1
457	и др	1	1
458	или о	2	1
459	что не	6	1
460	а на	2	1
461	у других	1	1
462	не на	2	1
463	хотелось бы	2	1
464	жизнь в	1	1
465	свое собственное	1	1
466	в ряду	1	1
467	толстого и	1	1
468	если не	1	1
469	их есть	1	1
470	все более	1	1
471	но оно	2	1
472	в частности	2	1
473	суждений о	1	1
474	мы говорим	2	1
475	вопросе о	2	1
476	в европе	1	1
477	оно имеет	1	1
478	если так	1	1
479	сравнению с	1	1
480	она есть	1	1
481	знать что	1	1
482	наряду с	1	1
483	пишет в	1	1
484	да и	6	1
485	в это	1	1
486	потому и	1	1
487	более и	1	1
488	что мы	6	1
489	только для	2	1
490	но это	3	1
491	это выражение	1	1
492	он находил	1	1
493	процесса в	1	1
494	и часто	1	1
495	новое слово	1	1
496	уже на	1	1
497	совершается в	1	1
498	отношений и	1	1
499	не иное	1	1
500	сознания и	2	1
501	бы так	1	1
502	бы даже	1	1
503	что только	1	1
504	но также	4	1
505	то не	2	1
506	целый ряд	5	1
507	находит свое	1	1
508	себе что	1	1
509	тем более	1	1
510	не должен	1	1
511	теряет свою	2	1
512	ни к	15	1
513	я в	1	1
514	процесса как	1	1
515	что вообще	1	1
516	лежит в	1	1
517	давно уже	1	1
518	за этим	2	1
519	с формальной	1	1
520	в период	1	1
521	это все	1	1
522	лишь по	1	1
523	отношением к	1	1
524	для нашего	1	1
525	не что	1	1
526	на это	3	1
527	не давала	1	1
528	в искусстве	1	1
529	случае если	2	1
530	в своих	2	1
531	с первого	2	1
532	так же	4	1
533	во всяком	5	1
534	они не	1	1
535	которая не	1	1
536	смысле что	1	1
