N	2gram	Tiupa_Teor_1	Dialekti
1	и не	13	30
2	а не	9	18
3	может быть	17	17
4	то что	3	16
5	и в	18	15
6	– в	15	15
7	как бы	5	14
8	точки зрения	9	14
9	так как	1	14
10	что это	1	13
11	по себе	1	13
12	того что	4	13
13	это не	2	12
14	в этом	8	11
15	и вот	3	11
16	говорить о	3	11
17	в том	16	11
18	прежде всего	2	11
19	не может	4	11
20	том что	9	10
21	в основе	3	10
22	потому что	3	10
23	с ее	3	10
24	личности и	4	10
25	то же	7	9
26	было бы	1	9
27	с точки	3	9
28	в виду	5	9
29	и –	3	9
30	и что	3	9
31	уже не	4	9
32	все это	2	9
33	но –	2	8
34	что иное	1	8
35	в чем	1	8
36	не в	7	8
37	в себе	9	8
38	не только	16	8
39	ни в	2	8
40	и это	2	8
41	и о	4	8
42	и ее	3	8
43	иное как	1	8
44	не что	1	8
45	как и	4	7
46	по крайней	1	7
47	и его	8	7
48	только в	6	7
49	крайней мере	1	7
50	или в	3	7
51	что он	1	7
52	что в	9	7
53	перед нами	2	6
54	хотя и	3	6
55	и тем	3	6
56	если бы	3	6
57	в то	6	6
58	же время	5	6
59	что и	2	6
60	так что	1	6
61	вовсе не	3	6
62	и даже	2	6
63	а именно	2	6
64	в результате	1	6
65	тем более	1	6
66	сказать что	3	6
67	той же	1	5
68	мы имеем	7	5
69	в сущности	1	5
70	и на	1	5
71	с его	5	5
72	сама по	1	5
73	субъекта и	2	5
74	и объекта	1	5
75	в своем	4	5
76	то в	2	5
77	на то	1	5
78	что она	2	5
79	в нем	4	5
80	есть не	1	5
81	в жизни	2	5
82	на себе	1	5
83	того чтобы	1	5
84	я не	2	5
85	в каком	1	5
86	таким образом	3	5
87	о том	1	5
88	в себя	3	5
89	так и	10	5
90	можно сказать	3	5
91	именно в	3	5
92	если мы	2	5
93	не говорит	1	5
94	для того	1	5
95	личности в	3	5
96	– не	4	5
97	– это	18	5
98	и для	2	5
99	– как	2	5
100	также и	1	4
101	что они	1	4
102	в этой	3	4
103	и как	2	4
104	с их	2	4
105	в силу	1	4
106	подобно тому	1	4
107	то ни	1	4
108	этом смысле	2	4
109	с тем	1	4
110	она не	1	4
111	той или	1	4
112	что все	1	4
113	– и	2	4
114	еще не	4	4
115	в его	6	4
116	мы видим	1	4
117	с ними	1	4
118	есть в	2	4
119	в одном	2	4
120	как раз	2	4
121	отнюдь не	3	4
122	так же	2	4
123	в особенности	1	4
124	тому как	1	4
125	личность как	1	4
126	один из	2	4
127	тех или	3	4
128	бы в	1	4
129	именно о	1	4
130	но и	9	4
131	отношения к	2	3
132	и то	2	3
133	личности с	1	3
134	со стороны	2	3
135	как в	5	3
136	но в	9	3
137	все эти	2	3
138	на этом	1	3
139	об этом	2	3
140	– то	1	3
141	в данном	8	3
142	в своей	6	3
143	в их	2	3
144	– только	1	3
145	– у	1	3
146	и притом	2	3
147	свободы и	1	3
148	та или	1	3
149	могут быть	4	3
150	в собственном	1	3
151	то или	1	3
152	к жизни	2	3
153	и религии	1	3
154	в словах	1	3
155	быть и	2	3
156	д и	1	3
157	от всего	1	3
158	для всех	1	3
159	миф –	1	3
160	оно –	1	3
161	или иное	1	3
162	в области	4	3
163	за пределы	2	3
164	себя и	1	3
165	что не	1	3
166	говорит о	1	3
167	смысла и	1	3
168	у нас	2	3
169	и потому	2	3
170	личности как	2	3
171	оно и	1	3
172	е о	2	3
173	– все	3	3
174	личность и	1	3
175	в свою	3	3
176	совершенно не	1	3
177	в сравнении	1	3
178	только о	1	3
179	только не	2	3
180	тем самым	4	3
181	можно назвать	1	3
182	можно говорить	1	2
183	человека и	1	2
184	и без	1	2
185	мы говорим	1	2
186	специально для	1	2
187	вопрос о	1	2
188	совпадает с	3	2
189	бы ни	1	2
190	думаю что	1	2
191	как смысл	1	2
192	во всех	1	2
193	коем случае	2	2
194	но как	1	2
195	если она	1	2
196	данный момент	2	2
197	личности а	1	2
198	или иную	1	2
199	в самом	4	2
200	отношение как	1	2
201	в которой	2	2
202	первый момент	1	2
203	из этих	3	2
204	что даже	1	2
205	всей его	1	2
206	при этом	12	2
207	тем не	3	2
208	быть без	1	2
209	собственно говоря	1	2
210	не будет	2	2
211	лишь в	6	2
212	это было	2	2
213	заключается в	2	2
214	время и	1	2
215	весь мир	1	2
