N	3gram	Potebnia_M_2	Istorich
1	и т д	3	15
2	с другой стороны	2	7
3	в этом случае	1	5
4	до сих пор	4	5
5	в том что	7	5
6	тем не менее	5	5
7	в некоторых случаях	2	3
8	в связи с	1	3
9	мы видели что	1	3
10	состоит в том	1	2
11	с одним из	1	2
12	и в других	1	2
13	что и в	1	2
14	чем перейти к	1	2
15	с одной стороны	3	2
16	то время как	3	2
17	во всяком случае	7	2
18	но тем не	3	2
19	в то время	4	2
20	о том что	1	2
21	в одном из	1	2
22	но все же	1	2
23	как и в	1	2
24	известно что в	1	2
25	мы знаем что	1	1
26	потому что как	1	1
27	которое и в	1	1
28	и той же	1	1
29	подобно тому как	4	1
30	во многих случаях	1	1
31	с этой точки	1	1
32	об одном из	3	1
33	сами по себе	7	1
34	что в некоторых	1	1
35	из того что	1	1
36	то же в	2	1
37	с тем что	1	1
38	видно из того	1	1
39	друг другу и	1	1
40	в таком случае	2	1
41	мы до сих	1	1
42	том смысле как	2	1
43	на этом основано	1	1
44	нет но он	1	1
45	вместе с тем	1	1
46	того что они	2	1
47	в том смысле	4	1
48	но в таком	1	1
49	можно заметить что	1	1
50	в чем состоит	2	1
51	тогда как при	1	1
52	на мысль что	1	1
53	этом случае мы	1	1
54	не менее они	2	1
55	смысле этого слова	3	1
56	образом мы можем	1	1
57	все же не	1	1
58	чтобы убедиться что	1	1
59	в свою очередь	6	1
60	на самом деле	2	1
61	а не с	2	1
62	ничего общего с	1	1
63	не может быть	2	1
64	один из них	1	1
65	с самого начала	2	1
66	не только на	1	1
67	у нас в	1	1
68	может быть объяснен	1	1
69	на то что	3	1
70	из приведенных примеров	1	1
71	друг от друга	1	1
72	в большинстве случаев	1	1
73	после того как	2	1
74	одной и той	1	1
