N	2gram	Berdyaev_M_1	Formalny
1	т е	2	32
2	и не	11	30
3	вовсе не	1	28
4	и в	28	27
5	может быть	30	25
6	не может	28	24
7	так и	1	21
8	и его	9	19
9	в этом	20	18
10	а не	25	17
11	самом деле	1	16
12	точки зрения	4	16
13	в нем	13	15
14	на самом	1	14
15	как и	5	14
16	не в	16	12
17	если бы	2	12
18	и т	1	11
19	в самом	11	11
20	в жизни	3	11
21	и от	2	11
22	не могут	5	10
23	место в	2	10
24	но и	25	10
25	не только	29	9
26	лишь в	6	9
27	как его	1	9
28	так как	3	9
29	так же	1	9
30	как бы	2	8
31	входит в	2	8
32	в пределах	1	8
33	только в	6	8
34	то что	5	8
35	и все	10	8
36	что в	10	8
37	с тем	9	7
38	не менее	1	7
39	потому что	16	7
40	его в	3	7
41	между тем	1	7
42	в его	9	7
43	в том	6	7
44	для них	3	7
45	все это	6	7
46	в то	2	7
47	в искусстве	1	7
48	еще не	1	6
49	но в	7	6
50	все эти	2	6
51	в своей	15	6
52	и ее	1	6
53	всяком случае	1	6
54	все время	1	6
55	было бы	10	6
56	что он	10	6
57	вместе с	6	6
58	все же	2	6
59	и для	2	6
60	бы в	2	6
61	хотя бы	3	6
62	в своих	1	6
63	во всяком	1	6
64	становится в	1	5
65	в зависимости	1	5
66	зависимости от	1	5
67	но не	8	5
68	в истории	2	5
69	в одной	1	5
70	в каждом	1	5
71	войти в	1	5
72	того чтобы	2	5
73	в ней	15	5
74	что они	1	5
75	никогда не	14	5
76	и их	3	5
77	т п	1	5
78	лишь для	1	5
79	тем что	4	5
80	и потому	10	5
81	что же	1	5
82	не есть	9	4
83	мы не	1	4
84	смысл и	1	4
85	он был	14	4
86	менее всего	7	4
87	как в	2	4
88	и как	2	4
89	является лишь	1	4
90	и те	2	4
91	но ведь	1	4
92	а вовсе	1	4
93	бы ни	1	4
94	в ее	3	4
95	том что	3	4
96	она не	4	4
97	в смысле	1	4
98	могут быть	2	4
99	к тому	3	4
100	роль в	1	4
101	о том	2	4
102	же и	1	4
103	конечно не	3	4
104	уже в	4	4
105	для того	2	4
106	прежде всего	10	4
107	до конца	14	4
108	да и	1	4
109	от всех	1	4
110	жизни и	2	4
111	они не	1	4
112	одним из	2	3
113	должна быть	6	3
114	мы уже	1	3
115	в виду	2	3
116	стороны его	1	3
117	литературы и	2	3
118	и на	6	3
119	в которых	4	3
120	во всех	1	3
121	то мы	1	3
122	то он	1	3
123	нет и	5	3
124	бы и	3	3
125	в себе	7	3
126	зрения его	1	3
127	этот процесс	3	3
128	и с	3	3
129	искусства в	1	3
130	это не	5	3
131	он и	2	3
132	в этих	4	3
133	от его	2	3
134	творчества и	1	3
135	и более	1	3
136	как от	1	3
137	по отношению	2	3
138	между людьми	1	3
139	в основе	2	3
140	для нас	3	3
141	ничто не	1	3
142	исторического процесса	1	3
143	а что	1	3
144	оно не	1	3
145	совершается в	1	3
146	еще в	2	3
147	жизнь и	1	3
148	в эпоху	1	3
149	и что	2	3
150	в них	4	3
151	в него	3	3
152	уже не	4	3
153	его и	1	3
154	наука о	1	3
155	в конце	7	3
156	произведения и	1	3
157	души и	1	3
158	у нас	5	3
159	не на	1	3
160	к его	1	3
161	она есть	1	3
162	в той	2	3
163	того что	7	3
164	отношению к	2	3
165	в конструкции	1	3
166	является для	1	3
167	о нем	2	3
168	жизни в	2	3
169	сказать что	2	3
170	и эта	1	3
171	смысле слова	4	2
172	ту же	1	2
173	отношения к	4	2
174	чтобы не	2	2
