N	3gram	Vinokur_St_1	Vladivir
1	о том что	11	7
2	в том что	17	7
3	в свое время	2	5
4	то что он	1	5
5	дело в том	4	4
6	в этом смысле	1	4
7	что же касается	3	4
8	то же время	4	4
9	и то что	2	4
10	на то что	4	4
11	в то же	4	4
12	на этот раз	2	4
13	том что в	3	3
14	что он не	1	3
15	в конце концов	1	3
16	с другой стороны	6	3
17	не может быть	5	3
18	но даже и	1	2
19	он не только	1	2
20	и в то	1	2
21	также и то	1	2
22	у нас нет	7	2
23	то обстоятельство что	2	2
24	то что у	2	2
25	в том чтобы	1	2
26	не только в	4	2
27	в то время	2	2
28	и то обстоятельство	1	2
29	об этом и	1	2
30	во всяком случае	6	2
31	всей его жизни	1	2
32	тем более что	2	2
33	так что в	1	2
34	тем не менее	2	2
35	для того чтобы	10	2
36	том что он	1	2
37	что и в	4	2
38	и т д	21	2
39	я никогда не	1	1
40	как это делает	1	1
41	да и в	2	1
42	на протяжении всей	1	1
43	каком случае не	1	1
44	в которой он	1	1
45	мы имеем дело	1	1
46	что в своем	1	1
47	не говоря уже	1	1
48	не верил в	1	1
49	в самом деле	5	1
50	в настоящее время	1	1
51	не выходя за	1	1
52	в этой области	5	1
53	свидетельствует о том	1	1
54	несколько слов о	1	1
55	в том же	1	1
56	очень и очень	1	1
57	во время своего	1	1
58	было время когда	1	1
59	и не может	1	1
60	говоря уже о	1	1
61	в таких случаях	1	1
62	мне кажется что	2	1
63	по поводу того	1	1
64	но только совсем	1	1
65	бы то ни	1	1
66	и в своих	1	1
67	только то что	1	1
68	видно что он	2	1
69	то что тот	1	1
70	или иначе но	1	1
71	в то что	1	1
72	виде в каком	1	1
73	их в своей	1	1
74	об этом не	1	1
75	и я не	1	1
76	дело не в	2	1
77	в это время	1	1
78	было вполне естественно	1	1
79	как раз в	2	1
80	то время как	1	1
81	уже о том	1	1
82	содержит в себе	1	1
83	то что для	1	1
84	если бы мы	2	1
85	ясно что у	1	1
86	но в то	2	1
87	с одной стороны	2	1
88	смысле этого слова	1	1
89	а также и	2	1
90	потому что она	1	1
91	можно утверждать только	1	1
92	и в этом	3	1
93	ведь и сам	1	1
94	так например он	1	1
95	а с другой	1	1
96	имеем дело с	2	1
97	так или иначе	2	1
98	в каком случае	1	1
99	выходя за пределы	1	1
100	со всеми его	1	1
101	и в том	2	1
102	нет ни одного	1	1
103	а в том	1	1
104	вопросе о значении	1	1
105	ни в каком	1	1
106	ни в чем	1	1
107	протяжении всей его	1	1
108	и о том	1	1
109	грубо так что	1	1
110	заключается в том	3	1
111	так и в	4	1
112	даже и в	1	1
113	так как в	2	1
114	и без того	1	1
115	и никогда не	1	1
116	в котором он	1	1
117	вплоть до последних	1	1
118	за то что	3	1
119	что как раз	1	1
120	но это не	1	1
121	к тому что	1	1
122	пушкина и его	3	1
123	по этому поводу	2	1
124	мысль о том	1	1
125	в приведенных выше	1	1
126	и только в	3	1
127	и что в	1	1
128	т д в	1	1
129	том что и	1	1
130	этому поводу с	1	1
131	в этом отношении	7	1
132	также и в	1	1
