N	2gram	Voloshinov_1	Hudozhes
1	и в	15	28
2	том что	5	19
3	в ее	4	18
4	и не	16	18
5	в том	4	15
6	а не	2	14
7	в этом	13	13
8	не в	4	13
9	о том	1	12
10	перед нами	1	11
11	не только	5	11
12	при этом	7	11
13	как и	6	11
14	в его	9	11
15	уже не	5	10
16	в себе	4	9
17	но и	4	9
18	так и	10	8
19	между тем	2	8
20	что он	8	8
21	себя в	2	8
22	в жизни	5	8
23	в душе	13	8
24	может быть	13	8
25	я не	3	7
26	по отношению	11	7
27	что она	2	7
28	в мире	1	7
29	об этом	4	7
30	к тому	4	7
31	как это	1	7
32	и все	4	7
33	с ним	12	7
34	жизни в	3	7
35	отношению к	9	7
36	я и	6	6
37	в котором	1	6
38	то же	7	6
39	не было	4	6
40	и с	7	6
41	в своей	9	6
42	в то	6	6
43	тем что	1	6
44	если бы	3	6
45	сводится к	3	6
46	можно сказать	4	6
47	это не	2	6
48	а в	6	6
49	то что	10	6
50	жизни и	5	6
51	жизни как	1	5
52	с его	8	5
53	в этой	5	5
54	как в	3	5
55	в самом	6	5
56	что это	3	5
57	рядом с	2	5
58	в своем	2	5
59	не менее	3	5
60	у него	3	5
61	никогда не	7	5
62	ничего не	2	5
63	и его	15	5
64	она не	2	5
65	его жизни	6	5
66	только на	2	5
67	одно из	3	5
68	для него	5	5
69	как бы	11	5
70	с ее	3	5
71	что в	6	5
72	и другие	2	5
73	а между	1	4
74	и т	1	4
75	но не	5	4
76	то в	1	4
77	человека в	3	4
78	он не	4	4
79	и уже	1	4
80	тем не	2	4
81	для нее	1	4
82	тому что	3	4
83	же время	5	4
84	как будто	1	4
85	и о	3	4
86	того чтобы	2	4
87	в конечном	1	4
88	что они	1	4
89	только в	6	4
90	в качестве	2	4
91	что и	2	4
92	как раз	2	4
93	для того	1	4
94	говорит о	1	4
95	превращается в	1	4
96	то и	1	4
97	не может	13	4
98	бы и	2	4
99	была бы	1	3
100	чтобы не	2	3
101	человека и	6	3
102	на себя	2	3
103	в ней	5	3
104	но при	1	3
105	еще не	7	3
106	и на	3	3
107	о смерти	1	3
108	перед глазами	1	3
109	не все	1	3
110	со стороны	2	3
111	бы не	1	3
112	как он	1	3
113	в нем	4	3
114	что все	5	3
115	мы уже	5	3
116	с другими	5	3
117	было бы	6	3
118	мы с	1	3
119	в этих	2	3
120	что было	1	3
121	на него	4	3
122	о них	2	3
123	со своим	1	3
124	к себе	3	3
125	в человеке	5	3
126	и это	1	3
127	все его	2	3
128	к нему	7	3
129	одной из	1	3
130	с ними	4	3
131	и ее	3	3
132	с одной	1	3
133	с нею	1	3
134	конечном счете	1	3
135	в одном	3	3
136	что на	1	3
137	с другой	1	3
138	на ее	1	3
139	и тех	2	3
140	все время	4	3
141	а с	1	3
142	прежде всего	11	3
143	человек в	1	3
144	у всех	1	3
145	так же	1	3
146	одной стороны	1	3
147	в состоянии	2	3
148	все это	5	3
149	или в	1	3
150	будто бы	2	3
151	все они	2	3
152	о себе	2	3
153	есть и	2	3
154	по поводу	2	3
155	самом деле	7	3
