N	2gram	Potebnia_M_4	formyVre
1	и в	23	46
2	в этом	23	22
3	и т	7	14
4	прежде всего	1	14
5	вовсе не	7	13
6	человеческого тела	1	12
7	и его	2	12
8	во всех	1	11
9	не только	10	11
10	только в	15	11
11	т п	4	11
12	как бы	5	10
13	то есть	34	10
14	во время	2	10
15	точки зрения	4	10
16	в том	23	10
17	но в	8	10
18	мы уже	3	9
19	не в	11	9
20	в ряд	2	9
21	у него	1	9
22	но и	11	9
23	вместе с	6	9
24	и не	18	9
25	и для	2	9
26	мира и	1	9
27	то же	14	8
28	как и	14	8
29	с точки	3	8
30	для того	6	8
31	того чтобы	4	8
32	потому что	33	8
33	связи с	3	8
34	в его	5	8
35	из них	1	8
36	в связи	1	8
37	жизни и	1	8
38	и на	3	7
39	так сказать	5	7
40	так и	6	7
41	в них	3	7
42	может быть	26	7
43	времени в	1	7
44	в одном	4	7
45	то что	29	7
46	как мы	2	6
47	еще не	3	6
48	все же	1	6
49	при этом	15	6
50	человека в	2	6
51	и с	4	6
52	его в	4	6
53	никогда не	3	6
54	те же	3	6
55	и во	1	6
56	так как	14	6
57	здесь в	1	6
58	все это	5	6
59	и все	4	6
60	в греческом	2	5
61	но не	1	5
62	с этим	7	5
63	в своем	8	5
64	все эти	3	5
65	он не	2	5
66	в нем	7	5
67	должно быть	5	5
68	в то	4	5
69	и у	2	5
70	в пространстве	1	5
71	тела и	2	5
72	и др	2	5
73	в частности	1	5
74	в пределах	1	5
75	в смысле	3	5
76	что в	17	5
77	человека и	3	4
78	и самое	1	4
79	в мире	2	4
80	значение и	2	4
81	в истории	4	4
82	как в	7	4
83	уже в	5	4
84	из этих	2	4
85	в себе	14	4
86	их в	3	4
87	и было	1	4
88	том что	12	4
89	в котором	4	4
90	том же	2	4
91	же время	3	4
92	в образе	2	4
93	с ним	5	4
94	о том	8	4
95	все его	1	4
96	так что	5	4
97	конечно не	2	4
98	и их	3	4
99	а не	12	4
100	человеческой жизни	1	4
101	в ряду	6	4
102	еще более	2	4
103	же в	1	4
104	есть и	2	4
105	на свет	1	4
106	нас это	1	3
107	ему в	1	3
108	в виду	3	3
109	того же	1	3
110	слова и	5	3
111	а следовательно	1	3
112	отношение к	2	3
113	нет и	1	3
114	хотя и	5	3
115	как уже	1	3
116	и как	2	3
117	и художественного	1	3
118	уже не	3	3
119	та же	1	3
120	в большинстве	2	3
121	имеем в	1	3
122	т д	3	3
123	и по	3	3
124	таким образом	24	3
125	здесь мы	2	3
126	на первый	1	3
127	в их	1	3
128	в которых	3	3
129	следовательно и	1	3
130	кроме того	3	3
131	же самое	4	3
132	к тому	3	3
133	на основе	1	3
134	роль в	1	3
135	и совершенно	1	3
136	том как	1	3
137	в другом	1	3
138	а также	1	3
139	как у	1	3
140	затем в	1	3
141	что и	7	3
142	того что	14	3
143	тот же	2	3
144	что он	4	3
145	в качестве	1	3
146	и они	2	3
147	большинстве случаев	2	3
148	для него	5	3
149	тем что	10	3
150	в форме	1	3
151	что на	2	3
152	и даже	2	3
153	и прежде	2	3
154	не было	12	3
155	это значит	1	3
156	в это	2	3
157	тем более	5	3
158	в этих	3	3
159	ее в	1	3
160	а в	5	3
161	и идеи	1	3
162	том числе	1	3
163	ту же	3	2
164	и есть	3	2
165	тем же	1	2
166	и так	3	2
167	явления и	2	2
168	и до	3	2
169	мы имеем	4	2
170	человеческой природы	2	2
171	в сущности	2	2
172	говорить о	5	2
173	столько же	1	2
174	не был	1	2
175	явлений и	1	2
176	к ним	2	2
177	друг от	1	2
178	то в	3	2
179	и к	6	2
180	жизнь как	1	2
181	в этой	1	2
182	с одной	1	2
183	только один	1	2
184	человек не	2	2
185	перестает быть	1	2
186	на этом	1	2
187	форма в	1	2
188	лишь в	3	2
189	по себе	11	2
190	далеко не	1	2
191	с тем	7	2
192	одна и	2	2
193	мы видели	1	2
194	бога и	1	2
195	далее в	1	2
196	значение для	1	2
197	одном из	2	2
198	но эта	2	2
199	но он	1	2
200	друг другу	1	2
201	в прямом	1	2
202	и более	4	2
203	в той	4	2
204	в отношении	1	2
205	она не	2	2
206	на котором	4	2
207	и имеет	1	2
208	там где	3	2
209	если кто	1	2
210	в самой	2	2
211	особое значение	1	2
212	этом отношении	1	2
213	могут быть	7	2
214	и дух	1	2
215	числе и	1	2
216	наблюдаем и	1	2
217	и потому	10	2
218	и это	2	2
219	и о	4	2
220	от друга	1	2
221	без всякого	1	2
222	самим собою	1	2
223	в себя	1	2
224	не мог	1	2
225	находится в	5	2
226	и та	4	2
227	влияние на	2	2
228	можно сказать	4	2
229	это не	7	2
230	и только	3	2
231	все в	2	2
232	века и	1	2
233	что здесь	1	2
234	быть и	2	2
235	один из	2	2
236	мы видим	2	2
237	своего значения	1	2
238	только под	3	2
239	словом и	1	2
240	эти образы	2	2
241	в поэзии	3	2
242	и других	3	2
243	до того	3	2
244	сами по	2	2
245	рядом с	1	2
246	не были	2	2
247	до сих	4	2
248	с другой	2	2
249	именно в	3	2
250	и самая	1	2
251	было бы	8	2
252	и затем	1	2
253	больше и	1	2
254	их не	1	2
255	у нас	2	2
256	не знает	1	2
257	если не	1	2
258	что все	4	2
259	не может	11	2
260	так же	4	2
261	как это	1	2
262	по своему	2	2
263	в данном	4	2
264	в последнем	1	2
265	а потом	1	2
266	него есть	1	2
267	лежит в	1	2
268	этот не	1	2
269	этом случае	5	2
270	сих пор	4	2
271	только для	2	2
272	в двух	2	2
273	ее и	1	2
274	у них	1	2
275	но это	3	2
276	значения в	1	2
277	между ними	4	2
278	не быть	1	2
279	равно как	2	2
280	как на	1	2
281	во всяком	5	2
282	все что	2	2
283	себя как	1	1
284	который должен	1	1
285	то на	1	1
286	можно говорить	1	1
287	например в	3	1
288	относится и	1	1
289	и то	5	1
290	на самом	3	1
291	идет о	1	1
292	по этим	1	1
293	должна быть	1	1
294	стороны мы	1	1
295	в несколько	1	1
296	а как	2	1
297	есть не	4	1
298	со всех	1	1
299	бы уже	1	1
300	для своего	1	1
301	кровь в	1	1
302	что если	6	1
303	общества и	1	1
