N	3gram	Medvedev_F_2	FransuaR
1	то же время	5	9
2	в то же	5	9
3	прежде всего в	2	4
4	как мы видели	4	4
5	в конце концов	2	4
6	в свою очередь	1	3
7	с точки зрения	7	3
8	но в то	1	3
9	так и в	3	3
10	в том что	2	3
11	более или менее	1	2
12	имеем в виду	1	2
13	новые и новые	1	2
14	в этом отношении	7	2
15	в большинстве случаев	3	2
16	и в этой	2	2
17	же что и	1	2
18	в значительной степени	3	2
19	итоги нашего анализа	1	2
20	как и в	1	2
21	и в его	1	2
22	в его целом	1	2
23	все новые и	1	2
24	мы имеем в	1	2
25	в отрыве от	1	2
26	и все те	1	1
27	совсем не так	1	1
28	что иное как	1	1
29	в процессе борьбы	1	1
30	и связанные с	1	1
31	только и может	2	1
32	все дело в	1	1
33	тем путем что	2	1
34	с его помощью	2	1
35	характерно что и	1	1
36	в нем дается	1	1
37	на самом деле	3	1
38	же время и	1	1
39	что он есть	1	1
40	на первый план	2	1
41	в различных формах	1	1
42	же время в	1	1
43	сам по себе	3	1
44	процессе борьбы за	1	1
45	остается подвести некоторые	1	1
46	в той же	1	1
47	является одним из	1	1
48	но и в	3	1
49	по аналогии с	1	1
50	но он не	1	1
51	с тем что	5	1
52	что в нем	2	1
53	на этот вопрос	1	1
54	ни взяли мы	1	1
55	в нем как	1	1
56	и с помощью	1	1
57	и не в	2	1
58	в этом романе	1	1
59	роль в истории	1	1
60	в применении к	2	1
61	ничем не оправдано	1	1
62	не что иное	1	1
63	в данном случае	1	1
64	таким образом мы	1	1
65	говорить не приходится	2	1
66	с помощью которого	1	1
67	и в этом	5	1
68	и во всяком	1	1
69	в том или	1	1
70	в связи с	10	1
71	в одной плоскости	1	1
72	все эти формы	1	1
73	в нем слиты	1	1
74	есть не что	1	1
75	таким образом в	1	1
76	для всего этого	1	1
77	во всяком случае	5	1
78	с помощью каких	1	1
79	это и есть	1	1
80	связанные с ними	1	1
81	рядом с этим	1	1
82	ничего общего с	1	1
83	и тем самым	1	1
84	с самого начала	2	1
85	подвести некоторые итоги	1	1
86	и прежде всего	2	1
87	в этом смысле	2	1
88	по этому поводу	1	1
89	было бы сказать	1	1
90	в этой плоскости	1	1
91	тем что в	1	1
92	в последнем счете	1	1
93	том или ином	1	1
