N	3gram	Trubetskoy_1	Komedia
1	к тому же	5	10
2	в том что	15	5
3	за то что	1	4
4	вместе с тем	2	4
5	о том что	4	4
6	для того чтобы	7	4
7	по отношению к	9	3
8	в том числе	1	3
9	так или иначе	5	3
10	в связи с	3	3
11	то же время	2	3
12	до тех пор	1	3
13	в то время	2	3
14	в то же	2	3
15	а затем и	1	2
16	не говоря уже	1	2
17	на пути к	1	2
18	до сих пор	8	2
19	говоря уже о	1	2
20	бы то ни	2	2
21	то время как	1	2
22	то ни было	2	2
23	с одной стороны	2	2
24	и с этой	1	2
25	в нем не	1	2
26	во всяком случае	2	2
27	что у него	1	2
28	с этой целью	1	2
29	независимо от того	1	2
30	к тому что	1	2
31	можно было бы	1	2
32	друг с другом	9	2
33	надо признать что	1	2
34	не в состоянии	2	1
35	и в голову	1	1
36	в голову не	1	1
37	иначе обстоит дело	1	1
38	оружием в руках	1	1
39	что по существу	1	1
40	многие из этих	1	1
41	в своем поведении	1	1
42	со своей стороны	1	1
43	в самом деле	5	1
44	никак не может	1	1
45	в том же	3	1
46	никому и в	1	1
47	с точки зрения	8	1
48	только в том	1	1
49	сих пор не	2	1
50	из них в	1	1
51	том случае если	4	1
52	одно из двух	1	1
53	с самого начала	1	1
54	о том чтобы	2	1
55	для этой цели	1	1
56	а может быть	1	1
57	мы находим в	1	1
58	том числе и	1	1
59	точно так же	1	1
60	вместе с ними	1	1
61	в том случае	4	1
62	с оружием в	1	1
63	как бы то	2	1
64	то что у	2	1
65	представление о том	1	1
66	в этой области	4	1
67	по этому вопросу	1	1
68	в один из	1	1
69	на задний план	1	1
70	должна была бы	1	1
71	по сравнению с	5	1
72	благодаря тому что	1	1
73	многие из них	2	1
74	и еще больше	1	1
75	таким же образом	2	1
76	в целом ряде	3	1
77	с другой стороны	4	1
78	таким образом и	1	1
79	и в том	2	1
80	вместо того чтобы	1	1
81	представить себе как	1	1
82	не может быть	3	1
83	никто не может	1	1
84	так и для	2	1
85	их взаимоотношения в	1	1
86	более или менее	7	1
87	у него в	1	1
88	в тех случаях	1	1
89	к каким последствиям	1	1
90	то обстоятельство что	1	1
91	в свою очередь	2	1
92	хотя бы в	1	1
93	но все же	2	1
94	лет тому назад	1	1
95	как мы знаем	1	1
96	друг от друга	6	1
97	тем более что	1	1
98	тех случаях когда	1	1
99	не имели никакого	1	1
100	тем не менее	4	1
101	целом ряде случаев	1	1
102	как мы видели	1	1
